Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Willian Arão,br BRA,"MF,DF",28.0,28.7,1,16,3,18.8,0.56,0.1,0.06,0.33,16.1,0,0,0,1.6,1.6,0.1,-0.6,-0.6,Matches
Diego Alves,br BRA,GK,35.0,25.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Michael,br BRA,"FW,MF",24.0,24.4,14,71,28,39.4,2.91,1.15,0.2,0.5,17.6,0,0,0,10.0,10.0,0.14,4.0,4.0,Matches
Everton Ribeiro,br BRA,"FW,MF",31.0,19.1,2,20,8,40.0,1.04,0.42,0.1,0.25,18.8,1,0,0,2.5,2.5,0.12,-0.5,-0.5,Matches
Bruno Henrique,br BRA,"FW,MF",30.0,21.1,11,55,30,54.5,2.61,1.42,0.2,0.37,16.8,0,0,0,8.3,8.3,0.15,2.7,2.7,Matches
Filipe Luís,br BRA,DF,35.0,20.5,0,5,2,40.0,0.24,0.1,0.0,0.0,20.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Matheuzinho,br BRA,DF,20.0,21.2,2,24,7,29.2,1.13,0.33,0.08,0.29,22.1,1,0,0,1.5,1.5,0.06,0.5,0.5,Matches
Léo Pereira,br BRA,DF,25.0,18.4,0,10,8,80.0,0.54,0.43,0.0,0.0,14.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Rodrigo Caio,br BRA,DF,27.0,18.2,0,15,4,26.7,0.82,0.22,0.0,0.0,10.6,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
Diego,br BRA,MF,35.0,15.3,0,16,5,31.3,1.05,0.33,0.0,0.0,23.8,2,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
Vitinho,br BRA,"MF,FW",27.0,17.7,4,56,14,25.0,3.16,0.79,0.07,0.29,23.6,5,0,0,4.1,4.1,0.07,-0.1,-0.1,Matches
Gabriel Barbosa,br BRA,FW,24.0,16.5,12,61,29,47.5,3.7,1.76,0.15,0.31,16.7,0,3,4,13.1,9.9,0.16,-1.1,-0.9,Matches
Gustavo Henrique,br BRA,DF,27.0,17.6,2,17,7,41.2,0.96,0.4,0.12,0.29,14.1,0,0,0,2.2,2.2,0.13,-0.2,-0.2,Matches
Andreas Pereira,br BRA,MF,25.0,15.4,5,25,8,32.0,1.63,0.52,0.2,0.63,26.2,9,0,0,1.9,1.9,0.08,3.1,3.1,Matches
Pedro,br BRA,FW,23.0,15.7,7,42,23,54.8,2.67,1.46,0.17,0.3,16.3,0,0,0,6.6,6.6,0.16,0.4,0.4,Matches
Mauricio Isla,cl CHI,DF,32.0,12.7,0,2,1,50.0,0.16,0.08,0.0,0.0,14.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
Thiago Maia,br BRA,MF,23.0,13.0,1,15,5,33.3,1.16,0.39,0.07,0.2,25.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
João Gomes,br BRA,MF,19.0,11.1,0,12,2,16.7,1.08,0.18,0.0,0.0,24.8,0,0,0,1.1,1.1,0.09,-1.1,-1.1,Matches
Giorgian De Arrascaeta,uy URU,MF,26.0,10.2,1,29,12,41.4,2.83,1.17,0.03,0.08,21.5,3,0,0,2.1,2.1,0.07,-1.1,-1.1,Matches
Bruno Viana,br BRA,DF,25.0,9.7,0,5,2,40.0,0.52,0.21,0.0,0.0,8.9,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Renê,br BRA,DF,28.0,8.8,1,1,1,100.0,0.11,0.11,1.0,1.0,22.5,0,0,0,0.1,0.1,0.06,0.9,0.9,Matches
Ramon,br BRA,DF,19.0,7.3,0,6,0,0.0,0.82,0.0,0.0,,29.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Hugo Souza,br BRA,GK,22.0,7.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
David Luiz,br BRA,DF,33.0,5.7,0,4,0,0.0,0.7,0.0,0.0,,16.7,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Gabriel Batista,br BRA,GK,22.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kenedy,br BRA,"FW,MF",24.0,5.4,1,20,5,25.0,3.71,0.93,0.05,0.2,21.2,1,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
Gerson,br BRA,MF,23.0,4.0,0,4,2,50.0,1.0,0.5,0.0,0.0,13.1,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches
Vitor Gabriel,br BRA,FW,21.0,3.9,0,9,4,44.4,2.31,1.03,0.0,0.0,13.7,0,0,0,1.4,1.4,0.16,-1.4,-1.4,Matches
