Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Gerson,br BRA,MF,22.0,31.0,1,42,10,23.8,1.36,0.32,0.02,0.1,24.4,3,0,0,3.2,3.2,0.08,-2.2,-2.2,Matches
Filipe Luís,br BRA,DF,34.0,30.3,2,12,5,41.7,0.4,0.16,0.17,0.4,18.9,0,0,0,1.5,1.5,0.13,0.5,0.5,Matches
Everton Ribeiro,br BRA,"MF,FW",30.0,29.3,7,54,17,31.5,1.85,0.58,0.13,0.41,19.9,2,0,0,6.0,6.0,0.11,1.0,1.0,Matches
Bruno Henrique,br BRA,FW,29.0,28.6,9,81,27,33.3,2.83,0.94,0.1,0.3,16.0,0,1,2,13.3,11.8,0.15,-4.3,-3.8,Matches
Willian Arão,br BRA,"MF,DF",27.0,29.2,1,19,3,15.8,0.65,0.1,0.05,0.33,22.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
Mauricio Isla,cl CHI,DF,31.0,26.2,2,4,2,50.0,0.15,0.08,0.5,1.0,17.2,0,0,0,0.5,0.5,0.13,1.5,1.5,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",25.0,24.5,8,66,28,42.4,2.69,1.14,0.12,0.29,17.1,10,0,0,8.5,8.5,0.13,-0.5,-0.5,Matches
Gustavo Henrique,br BRA,DF,26.0,21.7,2,20,4,20.0,0.92,0.18,0.1,0.5,15.6,1,0,0,1.9,1.9,0.09,0.1,0.1,Matches
Hugo Souza,br BRA,GK,21.0,22.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gabriel Barbosa,br BRA,FW,23.0,19.5,14,70,30,42.9,3.58,1.54,0.11,0.27,16.4,0,6,6,16.7,12.4,0.18,-2.7,-4.4,Matches
Rodrigo Caio,br BRA,DF,26.0,18.7,0,7,2,28.6,0.37,0.11,0.0,0.0,8.9,0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches
Pedro,br BRA,FW,22.0,17.7,13,64,32,50.0,3.62,1.81,0.2,0.41,14.1,0,0,2,13.0,11.4,0.18,0.0,1.6,Matches
Diego,br BRA,MF,34.0,14.0,1,20,5,25.0,1.43,0.36,0.05,0.2,24.2,5,0,0,1.9,1.9,0.1,-0.9,-0.9,Matches
Thiago Maia,br BRA,MF,22.0,11.8,0,6,1,16.7,0.51,0.08,0.0,0.0,25.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Natan,br BRA,DF,18.0,12.6,1,9,3,33.3,0.72,0.24,0.11,0.33,7.9,0,0,0,2.2,2.2,0.25,-1.2,-1.2,Matches
Léo Pereira,br BRA,DF,24.0,10.9,1,7,2,28.6,0.64,0.18,0.14,0.5,13.0,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
Diego Alves,br BRA,GK,34.0,9.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vitinho,br BRA,"MF,FW",26.0,10.6,2,39,10,25.6,3.67,0.94,0.05,0.2,20.6,5,0,0,3.8,3.8,0.1,-1.8,-1.8,Matches
Renê,br BRA,DF,27.0,7.7,1,2,1,50.0,0.26,0.13,0.5,1.0,11.9,0,0,0,0.2,0.2,0.12,0.8,0.8,Matches
Michael,br BRA,"FW,MF",23.0,5.6,0,18,3,16.7,3.19,0.53,0.0,0.0,19.6,0,0,0,1.7,1.7,0.1,-1.7,-1.7,Matches
João Gomes,br BRA,MF,18.0,5.6,0,3,1,33.3,0.54,0.18,0.0,0.0,21.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
Matheuzinho,br BRA,DF,19.0,4.9,0,4,1,25.0,0.81,0.2,0.0,0.0,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
César,br BRA,GK,28.0,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
João Lucas,br BRA,DF,21.0,3.3,0,3,0,0.0,0.92,0.0,0.0,,27.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Gabriel Batista,br BRA,GK,21.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lincoln,br BRA,"FW,MF",19.0,3.1,1,12,10,83.3,3.82,3.18,0.08,0.1,13.5,0,0,0,2.6,2.6,0.22,-1.6,-1.6,Matches
Matheus Thuler,br BRA,DF,20.0,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pedro Rocha Neves,br BRA,"FW,MF",25.0,1.7,0,1,0,0.0,0.6,0.0,0.0,,25.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Gabriel Noga,br BRA,DF,18.0,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rafinha,br BRA,DF,34.0,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ramon,br BRA,DF,18.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Otavio Ataide,br BRA,DF,17.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,12.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Guilherme Bala,br BRA,FW,18.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
João Pedro Pepê,br BRA,MF,22.0,1.1,1,3,2,66.7,2.62,1.75,0.33,0.5,21.3,0,0,0,0.1,0.1,0.05,0.9,0.9,Matches
Rodrigo Muniz,br BRA,"FW,MF",18.0,0.3,0,1,0,0.0,3.33,0.0,0.0,,7.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Lázaro,br BRA,"FW,MF",17.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Richard Ríos,co COL,FW,19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yuri de Oliveira,br BRA,DF,19.0,0.1,0,1,0,0.0,9.0,0.0,0.0,,16.5,0,0,0,0.3,0.3,0.28,-0.3,-0.3,Matches
Squad Total,,,26.6,38.0,67,569,199,35.0,14.97,5.24,0.11,0.3,17.9,26,7,10,78.3,71.4,0.13,-11.3,-11.4,
