Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Ayrton Lucas,br BRA,DF,24.0,31,28,2560.0,28.4,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,3.0,4.6,74.0,125.0,115.0,0.07,0.21,0.28,0.07,0.28,0.06,0.1,0.16,0.06,0.16,Matches
Matheuzinho,br BRA,DF,21.0,28,23,2153.0,23.9,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,4.7,6.2,43.0,136.0,153.0,0.04,0.13,0.17,0.04,0.17,0.06,0.2,0.26,0.06,0.26,Matches
Gabriel Barbosa,br BRA,FW,25.0,29,22,2047.0,22.7,11.0,1.0,12.0,10.0,1.0,3.0,11.0,1.0,11.1,8.7,4.6,13.3,44.0,114.0,172.0,0.48,0.04,0.53,0.44,0.48,0.49,0.2,0.69,0.38,0.59,Matches
Pablo,br BRA,DF,30.0,23,22,1947.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,0.6,1.9,9.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches
João Gomes,br BRA,MF,20.0,29,22,1880.0,20.9,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.9,1.9,30.0,113.0,46.0,0.0,0.05,0.05,0.0,0.05,0.05,0.04,0.09,0.05,0.09,Matches
Everton Ribeiro,br BRA,"MF,FW",32.0,30,19,1787.0,19.9,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.7,2.7,4.9,7.6,58.0,177.0,172.0,0.1,0.2,0.3,0.1,0.3,0.13,0.25,0.38,0.13,0.38,Matches
Santos,br BRA,GK,31.0,19,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Maia,br BRA,MF,24.0,24,18,1544.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.4,0.7,13.0,92.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
David Luiz,br BRA,DF,34.0,19,17,1424.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.5,1.5,15.0,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.06,0.1,Matches
