Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Bruno Viana,br BRA,DF,25.0,18,869.0,48.0,25.4,9.7,8,84.0,6.0,10,20.0,19,2.0,17.0,11.0,6.0,0.62,-0.33,19.3,9.1,10.2,1.05,0.49,Matches
Renê,br BRA,DF,28.0,19,796.0,42.0,23.3,8.8,8,86.0,5.0,11,10.0,10,1.79,15.0,9.0,6.0,0.68,-0.25,13.2,10.3,2.9,0.33,-0.47,Matches
Ramon,br BRA,DF,19.0,12,659.0,55.0,19.3,7.3,8,77.0,3.0,4,10.0,16,2.08,14.0,8.0,6.0,0.82,-0.06,11.2,7.9,3.3,0.45,-0.29,Matches
Hugo Souza,br BRA,GK,22.0,8,693.0,87.0,20.3,7.7,7,90.0,7.0,1,63.0,24,1.75,12.0,7.0,5.0,0.65,-0.27,15.1,7.5,7.7,0.99,0.38,Matches
David Luiz,br BRA,DF,33.0,7,515.0,74.0,15.1,5.7,7,74.0,4.0,0,,0,2.29,10.0,3.0,7.0,1.22,0.42,11.0,5.9,5.1,0.89,0.24,Matches
Gabriel Batista,br BRA,GK,22.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,28,1.8,9.0,4.0,5.0,1.0,0.15,7.8,4.4,3.4,0.69,-0.01,Matches
Kenedy,br BRA,"FW,MF",24.0,14,485.0,35.0,14.2,5.4,4,66.0,1.0,10,22.0,4,1.86,7.0,5.0,2.0,0.37,-0.58,6.5,6.5,0.0,0.01,-0.8,Matches
Gerson,br BRA,MF,23.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,0,2.25,7.0,4.0,3.0,0.75,-0.13,9.1,3.1,6.0,1.49,0.89,Matches
Vitor Gabriel,br BRA,FW,21.0,7,351.0,50.0,10.3,3.9,4,72.0,1.0,3,21.0,17,1.29,2.0,4.0,-2.0,-0.51,-1.54,4.3,4.2,0.1,0.03,-0.74,Matches
Rodinei,br BRA,"DF,FW",29.0,18,484.0,27.0,14.2,5.4,3,90.0,3.0,15,14.0,17,2.16,11.0,5.0,6.0,1.12,0.29,9.0,6.3,2.7,0.5,-0.22,Matches
Rodrigo Muniz,br BRA,FW,19.0,9,351.0,39.0,10.3,3.9,3,73.0,1.0,6,22.0,2,1.67,6.0,4.0,2.0,0.51,-0.4,7.3,3.6,3.7,0.94,0.28,Matches
Lázaro,br BRA,"MF,FW",18.0,7,145.0,21.0,4.2,1.6,1,77.0,0.0,6,11.0,13,1.57,1.0,1.0,0.0,0.0,-0.91,2.6,1.0,1.6,0.99,0.32,Matches
Robert Piris Da Motta,py PAR,"MF,FW",26.0,5,136.0,27.0,4.0,1.5,1,90.0,1.0,4,12.0,8,2.0,1.0,3.0,-2.0,-1.32,-2.28,1.8,1.6,0.2,0.1,-0.61,Matches
Gabriel Noga,br BRA,DF,19.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,4,0.0,0.0,1.0,-1.0,-1.0,-1.92,1.1,0.9,0.2,0.25,-0.46,Matches
Wesley,br BRA,DF,17.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,1,0.0,0.0,2.0,-2.0,-2.0,-2.95,1.3,1.2,0.1,0.11,-0.59,Matches
André Inácio,br BRA,MF,18.0,1,74.0,74.0,2.2,0.8,1,74.0,0.0,0,,2,0.0,0.0,0.0,0.0,0.0,-0.89,1.1,0.6,0.5,0.66,-0.03,Matches
Hugo Moura,br BRA,MF,23.0,5,105.0,21.0,3.1,1.2,0,,0.0,5,21.0,6,1.8,2.0,2.0,0.0,0.0,-0.9,1.9,1.7,0.2,0.14,-0.57,Matches
Max,br BRA,"MF,FW",19.0,6,57.0,10.0,1.7,0.6,0,,0.0,6,10.0,5,1.67,1.0,2.0,-1.0,-1.58,-2.49,1.7,1.0,0.7,1.11,0.42,Matches
Matheus França,br BRA,MF,16.0,2,26.0,13.0,0.8,0.3,0,,0.0,2,13.0,1,0.0,0.0,2.0,-2.0,-6.92,-7.85,0.2,0.6,-0.4,-1.48,-2.19,Matches
Thiaguinho,br BRA,"MF,FW",19.0,2,21.0,11.0,0.6,0.2,0,,0.0,2,11.0,3,0.0,0.0,2.0,-2.0,-8.57,-9.5,0.2,0.6,-0.4,-1.83,-2.54,Matches
Ryan Luka,br BRA,FW,17.0,2,11.0,6.0,0.3,0.1,0,,0.0,2,6.0,8,1.5,0.0,1.0,-1.0,-8.18,-9.08,0.6,0.5,0.1,0.73,0.04,Matches
Werton,br BRA,FW,17.0,2,6.0,3.0,0.2,0.1,0,,0.0,2,3.0,2,1.5,0.0,1.0,-1.0,-15.0,-15.9,0.2,0.3,-0.1,-1.79,-2.49,Matches
Otavio Ataide,br BRA,DF,18.0,0,,,,,0,,,0,,2,,,,,,,,,,,,Matches
César,br BRA,GK,29.0,0,,,,,0,,,0,,8,,,,,,,,,,,,Matches
Cleiton,br BRA,DF,17.0,0,,,,,0,,,0,,6,,,,,,,,,,,,Matches
Matheus Cunha,br BRA,GK,19.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
João Fernando,br BRA,GK,19.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Mateusão,br BRA,FW,16.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Yuri de Oliveira,br BRA,MF,20.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Squad Total,,,27.4,38,3420.0,90.0,100.0,38.0,418,83.0,249.0,166,18.0,275,1.87,69.0,36.0,33.0,0.87,,66.5,40.3,26.3,0.69,,
Opponent Total,,,26.9,38,3420.0,90.0,100.0,38.0,418,83.0,239.0,174,21.0,265,0.92,36.0,69.0,-33.0,-0.87,,40.3,66.5,-26.3,-0.69,,
