Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Willian Arão,br BRA,"MF,DF",28.0,30,2583.0,86.0,75.5,28.7,29,89.0,27.0,1,6.0,0,1.97,57.0,25.0,32.0,1.11,1.01,50.1,28.8,21.3,0.74,0.21,Matches
Diego Alves,br BRA,GK,35.0,26,2277.0,88.0,66.6,25.3,26,88.0,25.0,0,,0,1.96,48.0,25.0,23.0,0.91,0.12,43.6,28.4,15.2,0.6,-0.27,Matches
Michael,br BRA,"FW,MF",24.0,35,2195.0,63.0,64.2,24.4,23,82.0,10.0,12,26.0,0,2.0,52.0,23.0,29.0,1.19,0.9,45.8,25.5,20.3,0.83,0.39,Matches
Everton Ribeiro,br BRA,"FW,MF",31.0,22,1723.0,78.0,50.4,19.1,22,78.0,4.0,0,,0,2.09,37.0,17.0,20.0,1.04,0.36,33.8,21.0,12.7,0.67,-0.05,Matches
Bruno Henrique,br BRA,"FW,MF",30.0,24,1900.0,79.0,55.6,21.1,21,86.0,13.0,3,32.0,0,1.92,39.0,18.0,21.0,0.99,0.28,37.4,19.9,17.6,0.83,0.32,Matches
Filipe Luís,br BRA,DF,35.0,22,1841.0,84.0,53.8,20.5,21,86.0,12.0,1,45.0,1,2.14,40.0,18.0,22.0,1.08,0.45,39.8,20.9,19.0,0.93,0.51,Matches
Matheuzinho,br BRA,DF,20.0,30,1904.0,63.0,55.7,21.2,20,86.0,16.0,10,19.0,5,1.83,38.0,22.0,16.0,0.76,-0.25,39.5,21.8,17.7,0.84,0.33,Matches
Léo Pereira,br BRA,DF,25.0,19,1660.0,87.0,48.5,18.4,19,87.0,17.0,0,,16,1.89,31.0,17.0,14.0,0.76,-0.21,28.6,19.5,9.1,0.5,-0.38,Matches
Rodrigo Caio,br BRA,DF,27.0,19,1637.0,86.0,47.9,18.2,19,86.0,17.0,0,,1,1.89,35.0,18.0,17.0,0.93,0.13,33.1,21.3,11.7,0.64,-0.09,Matches
Diego,br BRA,MF,35.0,19,1377.0,72.0,40.3,15.3,19,72.0,4.0,0,,2,1.95,24.0,13.0,11.0,0.72,-0.25,27.6,13.5,14.1,0.92,0.39,Matches
Vitinho,br BRA,"MF,FW",27.0,31,1594.0,51.0,46.6,17.7,18,74.0,3.0,13,21.0,3,1.9,31.0,15.0,16.0,0.9,0.07,29.4,18.3,11.1,0.63,-0.12,Matches
Gabriel Barbosa,br BRA,FW,24.0,18,1482.0,82.0,43.3,16.5,18,82.0,9.0,0,,0,2.06,34.0,14.0,20.0,1.21,0.61,31.3,18.3,13.1,0.79,0.18,Matches
Gustavo Henrique,br BRA,DF,27.0,21,1586.0,76.0,46.4,17.6,17,87.0,15.0,4,28.0,13,1.81,35.0,17.0,18.0,1.02,0.29,30.0,19.9,10.1,0.57,-0.22,Matches
Andreas Pereira,br BRA,MF,25.0,18,1383.0,77.0,40.4,15.4,16,84.0,8.0,2,20.0,1,2.06,30.0,11.0,19.0,1.24,0.62,22.9,13.8,9.1,0.59,-0.17,Matches
Pedro,br BRA,FW,23.0,24,1414.0,59.0,41.3,15.7,15,84.0,10.0,9,17.0,1,1.83,26.0,15.0,11.0,0.7,-0.29,25.6,17.9,7.7,0.49,-0.34,Matches
Mauricio Isla,cl CHI,DF,32.0,15,1141.0,76.0,33.4,12.7,15,76.0,3.0,0,,1,2.27,24.0,9.0,15.0,1.18,0.47,20.4,13.1,7.3,0.58,-0.17,Matches
Thiago Maia,br BRA,MF,23.0,23,1167.0,51.0,34.1,13.0,12,79.0,5.0,11,20.0,5,1.83,24.0,13.0,11.0,0.85,-0.03,24.1,16.4,7.7,0.59,-0.15,Matches
João Gomes,br BRA,MF,19.0,19,1003.0,53.0,29.3,11.1,11,80.0,5.0,8,15.0,16,1.68,13.0,12.0,1.0,0.09,-1.1,18.5,12.2,6.3,0.56,-0.18,Matches
Giorgian De Arrascaeta,uy URU,MF,26.0,14,921.0,66.0,26.9,10.2,11,77.0,3.0,3,25.0,0,2.43,27.0,12.0,15.0,1.47,0.82,22.3,13.0,9.3,0.91,0.3,Matches
