Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Willian Arão,br BRA,"MF,DF",28.0,28.7,33,1.15,27,0,0,3,1,2,2,0.07,1,0,0,0,0,1,Matches
Diego Alves,br BRA,GK,35.0,25.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Michael,br BRA,"FW,MF",24.0,24.4,107,4.39,67,1,23,8,8,0,18,0.74,5,1,8,2,2,0,Matches
Everton Ribeiro,br BRA,"FW,MF",31.0,19.1,77,4.03,50,14,6,1,6,0,6,0.31,5,1,0,0,0,0,Matches
Bruno Henrique,br BRA,"FW,MF",30.0,21.1,60,2.84,44,1,8,2,4,1,9,0.43,7,0,2,0,0,0,Matches
Filipe Luís,br BRA,DF,35.0,20.5,50,2.45,39,9,0,0,1,1,5,0.24,4,1,0,0,0,0,Matches
Matheuzinho,br BRA,DF,20.0,21.2,49,2.31,45,1,1,1,0,1,5,0.24,3,0,1,1,0,0,Matches
Léo Pereira,br BRA,DF,25.0,18.4,11,0.6,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodrigo Caio,br BRA,DF,27.0,18.2,11,0.6,10,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
Diego,br BRA,MF,35.0,15.3,60,3.93,46,4,2,2,4,2,6,0.39,4,0,0,1,0,1,Matches
Vitinho,br BRA,"MF,FW",27.0,17.7,97,5.48,57,17,7,7,6,3,13,0.73,8,2,1,1,0,1,Matches
Gabriel Barbosa,br BRA,FW,24.0,16.5,51,3.1,40,2,1,7,1,0,6,0.36,6,0,0,0,0,0,Matches
Gustavo Henrique,br BRA,DF,27.0,17.6,12,0.68,10,0,0,2,0,0,2,0.11,2,0,0,0,0,0,Matches
Andreas Pereira,br BRA,MF,25.0,15.4,57,3.71,30,14,4,5,3,1,5,0.33,3,1,0,1,0,0,Matches
Pedro,br BRA,FW,23.0,15.7,33,2.1,24,0,3,0,2,4,6,0.38,5,0,1,0,0,0,Matches
Mauricio Isla,cl CHI,DF,32.0,12.7,27,2.13,26,0,1,0,0,0,7,0.55,6,0,1,0,0,0,Matches
Thiago Maia,br BRA,MF,23.0,13.0,27,2.08,21,2,1,1,1,1,3,0.23,3,0,0,0,0,0,Matches
João Gomes,br BRA,MF,19.0,11.1,40,3.58,32,0,4,0,3,1,1,0.09,1,0,0,0,0,0,Matches
Giorgian De Arrascaeta,uy URU,MF,26.0,10.2,65,6.35,41,11,6,3,4,0,9,0.88,5,2,1,0,1,0,Matches
Bruno Viana,br BRA,DF,25.0,9.7,1,0.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Renê,br BRA,DF,28.0,8.8,22,2.48,18,3,1,0,0,0,2,0.23,1,1,0,0,0,0,Matches
Ramon,br BRA,DF,19.0,7.3,15,2.05,12,0,2,1,0,0,1,0.14,0,0,0,1,0,0,Matches
Hugo Souza,br BRA,GK,22.0,7.7,2,0.26,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
David Luiz,br BRA,DF,33.0,5.7,9,1.57,8,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Gabriel Batista,br BRA,GK,22.0,5.0,1,0.2,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kenedy,br BRA,"FW,MF",24.0,5.4,14,2.59,7,0,2,2,2,1,3,0.55,1,0,2,0,0,0,Matches
Gerson,br BRA,MF,23.0,4.0,14,3.5,8,0,0,2,2,2,1,0.25,1,0,0,0,0,0,Matches
Vitor Gabriel,br BRA,FW,21.0,3.9,5,1.28,2,0,0,1,2,0,1,0.26,0,0,0,1,0,0,Matches
Rodinei,br BRA,"DF,FW",29.0,5.4,23,4.28,18,2,3,0,0,0,4,0.74,3,0,1,0,0,0,Matches
Rodrigo Muniz,br BRA,FW,19.0,3.9,8,2.05,6,0,0,2,0,0,1,0.26,1,0,0,0,0,0,Matches
Lázaro,br BRA,"MF,FW",18.0,1.6,7,4.34,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Robert Piris Da Motta,py PAR,"MF,FW",26.0,1.5,1,0.66,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Noga,br BRA,DF,19.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Wesley,br BRA,DF,17.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
André Inácio,br BRA,MF,18.0,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hugo Moura,br BRA,MF,23.0,1.2,3,2.57,2,0,0,1,0,0,1,0.86,0,0,0,1,0,0,Matches
Max,br BRA,"MF,FW",19.0,0.6,2,3.16,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matheus França,br BRA,MF,16.0,0.3,1,3.46,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Thiaguinho,br BRA,"MF,FW",19.0,0.2,3,12.86,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ryan Luka,br BRA,FW,17.0,0.1,1,8.18,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Werton,br BRA,FW,17.0,0.1,1,15.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.4,38.0,1000,26.32,717,82,75,55,50,21,118,3.11,76,9,18,9,3,3,
Opponent Total,,,26.9,38.0,738,19.42,492,71,65,46,54,10,61,1.61,38,5,8,9,1,0,
