Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Agustín Rossi,ar ARG,GK,28.0,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ayrton Lucas,br BRA,DF,26.0,26.6,3,41,7,17.1,1.54,0.26,0.07,0.43,21.0,0,0,0,1.6,1.6,0.04,1.4,1.4,Matches
Gerson,br BRA,"MF,FW",26.0,27.3,3,39,13,33.3,1.43,0.48,0.08,0.23,19.5,0,0,0,2.3,2.3,0.06,0.7,0.7,Matches
Fabrício Bruno,br BRA,DF,27.0,25.7,1,15,5,33.3,0.58,0.19,0.07,0.2,18.3,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Wesley,br BRA,DF,20.0,26.0,0,22,6,27.3,0.84,0.23,0.0,0.0,20.4,0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
Bruno Henrique,br BRA,"FW,MF",33.0,23.0,6,52,19,36.5,2.26,0.83,0.1,0.26,17.2,0,1,1,6.4,5.7,0.11,-0.4,-0.7,Matches
Léo Pereira,br BRA,DF,28.0,22.5,0,9,0,0.0,0.4,0.0,0.0,,14.7,3,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Leo Ortiz,br BRA,"DF,MF",28.0,20.9,1,14,2,14.3,0.67,0.1,0.07,0.5,13.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
David Luiz,br BRA,DF,36.0,19.5,3,18,7,38.9,0.92,0.36,0.17,0.43,18.2,3,0,1,1.9,1.1,0.06,1.1,1.9,Matches
Erick Pulgar,cl CHI,MF,30.0,19.4,0,10,3,30.0,0.51,0.15,0.0,0.0,15.3,0,0,0,1.0,0.9,0.09,-1.0,-0.9,Matches
Pedro,br BRA,FW,26.0,18.4,11,42,22,52.4,2.29,1.2,0.17,0.32,15.8,0,4,5,10.6,6.7,0.16,0.4,0.3,Matches
Allan,br BRA,MF,26.0,15.7,0,12,4,33.3,0.76,0.25,0.0,0.0,30.6,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
Luiz Araújo,br BRA,"FW,MF",27.0,17.4,4,53,17,32.1,3.05,0.98,0.08,0.24,20.9,1,0,0,3.1,3.1,0.06,0.9,0.9,Matches
Guillermo Varela,uy URU,DF,30.0,11.5,1,6,2,33.3,0.52,0.17,0.17,0.5,21.3,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
Nicolás De La Cruz,uy URU,MF,26.0,11.2,2,18,7,38.9,1.6,0.62,0.11,0.29,26.1,5,0,0,1.6,1.6,0.09,0.4,0.4,Matches
Giorgian De Arrascaeta,uy URU,MF,29.0,11.2,5,23,12,52.2,2.06,1.07,0.22,0.42,18.4,0,0,0,2.2,2.2,0.1,2.8,2.8,Matches
Everton Soares,br BRA,FW,27.0,6.0,1,20,10,50.0,3.35,1.68,0.05,0.1,22.3,1,0,0,0.9,0.9,0.05,0.1,0.1,Matches
Evertton,br BRA,MF,20.0,8.9,1,12,5,41.7,1.34,0.56,0.08,0.2,22.9,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches
Carlos Alcaraz,ar ARG,"MF,FW",21.0,8.3,2,22,6,27.3,2.64,0.72,0.0,0.0,23.4,3,2,2,3.3,1.4,0.06,-1.3,-1.4,Matches
Lorran,br BRA,"MF,FW",17.0,7.8,1,18,9,50.0,2.29,1.15,0.06,0.11,16.7,0,0,0,2.0,2.0,0.11,-1.0,-1.0,Matches
Gonzalo Plata,ec ECU,"FW,MF",23.0,7.6,1,13,4,30.8,1.71,0.53,0.08,0.25,15.7,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches
