Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Matheus Gonçalves,br BRA,"FW,MF",18.0,7.6,2,22,8,36.4,2.9,1.06,0.09,0.25,19.4,1,0,0,1.7,1.7,0.08,0.3,0.3,Matches
Gabriel Barbosa,br BRA,"FW,MF",27.0,8.4,4,25,8,32.0,2.98,0.95,0.08,0.25,18.3,0,2,2,5.2,3.6,0.14,-1.2,-1.6,Matches
Michael,br BRA,"FW,MF",27.0,7.3,4,17,11,64.7,2.34,1.52,0.24,0.36,10.3,0,0,0,3.6,3.6,0.21,0.4,0.4,Matches
Alex Sandro,br BRA,DF,33.0,5.7,0,5,2,40.0,0.88,0.35,0.0,0.0,15.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Carlinhos,br BRA,FW,26.0,4.7,2,12,5,41.7,2.55,1.06,0.17,0.4,13.2,0,0,0,2.4,2.4,0.2,-0.4,-0.4,Matches
Matías Viña,uy URU,DF,26.0,4.7,0,3,1,33.3,0.64,0.21,0.0,0.0,17.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Matheus Cunha,br BRA,GK,22.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Igor,br BRA,MF,20.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Victor Hugo,br BRA,"FW,MF",19.0,2.9,0,7,2,28.6,2.4,0.69,0.0,0.0,21.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Cleiton,br BRA,DF,20.0,1.1,0,2,0,0.0,1.84,0.0,0.0,,22.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Werton,br BRA,"MF,FW",20.0,0.5,0,2,0,0.0,3.67,0.0,0.0,,21.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Guilherme,br BRA,MF,17.0,0.4,1,1,1,100.0,2.65,2.65,1.0,1.0,9.3,0,0,0,0.5,0.5,0.49,0.5,0.5,Matches
Wallace,br BRA,"MF,FW",18.0,0.2,0,1,0,0.0,5.63,0.0,0.0,,10.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Felipe Teresa,br BRA,"MF,FW",18.0,0.1,1,1,1,100.0,18.0,18.0,1.0,1.0,7.4,0,0,0,0.3,0.3,0.31,0.7,0.7,Matches
João Victor,br BRA,DF,17.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ogundana Shola,ng NGA,MF,18.0,0.0,0,2,0,0.0,90.0,0.0,0.0,,23.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Daniel Sales,br BRA,DF,17.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.3,38.0,60,559,199,35.6,14.71,5.24,0.09,0.26,19.0,17,9,11,56.4,47.7,0.09,3.6,3.3,
Opponent Total,,,27.7,38.0,41,424,126,29.7,11.16,3.32,0.09,0.31,20.1,12,2,5,40.2,36.2,0.09,0.8,2.8,
