Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-04-20,21:30,Libertadores,Group stage,Tue,Away,W,3,2,ar Vélez Sarsfield,2.9,1.1,56,,Diego,4-2-2-2,3-4-3,Wilmar Roldán,Match Report,
2021-04-27,19:15,Libertadores,Group stage,Tue,Home,W,4,1,cl La Calera,2.9,0.5,55,,Diego,4-2-2-2,4-3-1-2,José Argote,Match Report,
2021-05-04,19:30,Libertadores,Group stage,Tue,Away,W,3,2,ec LDU de Quito,1.8,1.4,47,,Diego,4-4-2,3-4-3,Esteban Ostojich,Match Report,
2021-05-11,20:30,Libertadores,Group stage,Tue,Away,D,2,2,cl La Calera,2.2,1.1,71,,Diego,4-2-3-1,4-4-2,Andrés Rojas,Match Report,
2021-05-19,21:00,Libertadores,Group stage,Wed,Home,D,2,2,ec LDU de Quito,1.0,0.6,56,,Willian Arão,3-5-2,4-2-3-1,Alexis Herrera,Match Report,
2021-05-27,21:00,Libertadores,Group stage,Thu,Home,D,0,0,ar Vélez Sarsfield,1.4,0.5,58,,Diego,4-4-2,4-2-3-1,Leodán González,Match Report,
2021-05-30,16:00,Série A,Matchweek 1,Sun,Home,W,1,0,Palmeiras,2.5,0.9,62,,Diego,4-2-3-1,3-5-2,Anderson Daronco,Match Report,
2021-06-13,16:00,Série A,Matchweek 3,Sun,Home,W,2,0,América (MG),1.9,0.6,64,,Diego,4-2-3-1,4-1-4-1,Ramon Abatti Abel,Match Report,
2021-06-19,21:00,Série A,Matchweek 5,Sat,Home,L,2,3,RB Bragantino,2.6,0.8,68,,Diego,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2021-06-23,19:00,Série A,Matchweek 6,Wed,Home,W,2,1,Fortaleza,2.1,0.9,63,,Diego,4-4-2,3-4-1-2,Anderson Daronco,Match Report,
2021-06-27,11:00,Série A,Matchweek 7,Sun,Away,L,0,1,Juventude,0.8,0.4,64,,Diego,4-4-2,4-3-3,Thiago Luis Scarascati,Match Report,
2021-07-01,19:00,Série A,Matchweek 8,Thu,Away,W,2,0,Cuiabá,1.5,0.3,56,,Diego,4-4-2,4-5-1,Rodolpho Toski Marques,Match Report,
2021-07-04,16:00,Série A,Matchweek 9,Sun,Home,L,0,1,Fluminense,1.3,2.1,66,,Diego Alves,4-4-2,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2021-07-07,19:00,Série A,Matchweek 10,Wed,Away,L,1,2,Atlético Mineiro,1.2,1.8,50,,Diego Alves,4-1-2-1-2◆,3-1-4-2,Paulo Roberto Alves Júnior,Match Report,
2021-07-11,18:15,Série A,Matchweek 11,Sun,Home,W,2,1,Chapecoense,2.1,2.0,70,,Everton Ribeiro,4-2-2-2,3-4-3,Paulo Cesar Zanovelli da Silva,Match Report,
2021-07-14,21:30,Libertadores,Round of 16,Wed,Away,W,1,0,ar Defensa y Just,0.4,2.0,43,,Everton Ribeiro,4-2-3-1,5-4-1,Eber Aguino,Match Report,Leg 1 of 2
2021-07-18,18:15,Série A,Matchweek 12,Sun,Away,W,5,0,Bahia,2.9,1.0,64,,Diego,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2021-07-21,21:30,Libertadores,Round of 16,Wed,Home,W,4,1,ar Defensa y Just,1.8,0.9,64,,Diego,4-2-3-1,5-4-1,Roberto Tobar,Match Report,Leg 2 of 2; Flamengo won
2021-07-25,16:00,Série A,Matchweek 13,Sun,Home,W,5,1,São Paulo,2.3,1.9,57,,Diego,4-2-3-1,3-5-1-1,Felipe Fernandes de Lima,Match Report,
2021-08-01,16:00,Série A,Matchweek 14,Sun,Away,W,3,1,Corinthians,1.3,1.0,64,,Diego,4-2-3-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,
2021-08-08,18:15,Série A,Matchweek 15,Sun,Home,L,0,4,Internacional,1.5,1.7,63,,Diego,4-2-2-2,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2021-08-11,18:15,Libertadores,Quarter-finals,Wed,Away,W,4,1,py Olimpia,4.2,1.0,50,,Diego,4-4-2,4-4-2,Fernando Rapallini,Match Report,Leg 1 of 2
2021-08-15,16:00,Série A,Matchweek 16,Sun,Home,W,2,0,Sport Recife,2.0,0.1,64,,Everton Ribeiro,4-4-2,4-2-3-1,Raphael Claus,Match Report,
2021-08-18,19:15,Libertadores,Quarter-finals,Wed,Home,W,5,1,py Olimpia,3.0,1.0,58,,Diego,4-2-3-1,4-2-3-1,Jesús Valenzuela,Match Report,Leg 2 of 2; Flamengo won
2021-08-22,16:00,Série A,Matchweek 17,Sun,Away,D,1,1,Ceará,1.9,1.5,62,,Diego,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2021-08-28,19:00,Série A,Matchweek 18,Sat,Away,W,4,0,Santos,4.5,0.4,50,,Diego,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2021-09-12,16:00,Série A,Matchweek 20,Sun,Away,W,3,1,Palmeiras,0.7,0.6,42,,Everton Ribeiro,4-2-3-1,4-2-3-1,Wilton Pereira Sampaio,Match Report,
2021-09-19,20:30,Série A,Matchweek 21,Sun,Home,L,0,1,Grêmio,0.7,1.4,62,,Everton Ribeiro,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,
2021-09-22,21:30,Libertadores,Semi-finals,Wed,Home,W,2,0,ec Barcelona,2.7,0.7,64,,Everton Ribeiro,4-2-3-1,4-2-3-1,Andrés Cunha,Match Report,Leg 1 of 2
2021-09-26,11:00,Série A,Matchweek 22,Sun,Away,D,1,1,América (MG),1.0,1.0,57,,Diego,4-3-3,4-2-3-1,Anderson Daronco,Match Report,
2021-09-29,19:30,Libertadores,Semi-finals,Wed,Away,W,2,0,ec Barcelona,2.1,1.9,48,,Everton Ribeiro,4-2-3-1,4-4-2,Roberto Tobar,Match Report,Leg 2 of 2; Flamengo won
2021-10-03,16:00,Série A,Matchweek 23,Sun,Home,W,3,0,Ath Paranaense,2.1,0.6,71,,Everton Ribeiro,4-4-2,3-4-3,Savio Pereira,Match Report,
2021-10-06,20:30,Série A,Matchweek 24,Wed,Away,D,1,1,RB Bragantino,1.2,1.0,56,2708.0,Willian Arão,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,
2021-10-09,19:00,Série A,Matchweek 25,Sat,Away,W,3,0,Fortaleza,1.6,0.8,60,4052.0,Willian Arão,4-2-3-1,5-4-1,Felipe Fernandes de Lima,Match Report,
2021-10-13,19:00,Série A,Matchweek 26,Wed,Home,W,3,1,Juventude,1.7,0.6,63,8197.0,Diego Alves,4-2-3-1,3-4-1-2,André Luiz de Freitas Castro,Match Report,
2021-10-17,20:30,Série A,Matchweek 27,Sun,Home,D,0,0,Cuiabá,1.0,0.2,69,9437.0,Everton Ribeiro,4-2-3-1,4-4-2,Flavio Rodrigues De Souza,Match Report,
2021-10-23,19:00,Série A,Matchweek 28,Sat,Away,L,1,3,Fluminense,1.0,2.1,71,10029.0,Diego,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2021-10-30,19:00,Série A,Matchweek 29,Sat,Home,W,1,0,Atlético Mineiro,0.9,0.7,38,20000.0,Everton Ribeiro,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2021-11-02,16:00,Série A,Matchweek 4,Tue,Away,D,2,2,Ath Paranaense,1.5,1.9,42,,Everton Ribeiro,4-4-2,3-4-3,Marielson Alves Silva,Match Report,
2021-11-05,21:30,Série A,Matchweek 19,Fri,Home,W,2,0,Atl Goianiense,1.4,0.6,52,18527.0,Everton Ribeiro,4-4-2,4-2-3-1,Rodolpho Toski Marques,Match Report,
