Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Agustín Rossi,ar ARG,GK,28.0,35.0,949,1202,79.0,25052,16240,172,173,99.4,439,447,98.2,328,566,58.0,0,0.1,0.0,-0.1,2,17,0,0,3,Matches
Ayrton Lucas,br BRA,DF,26.0,26.6,1136,1410,80.6,18508,4788,602,659,91.4,446,538,82.9,75,135,55.6,3,2.1,2.6,0.9,23,86,14,7,106,Matches
Gerson,br BRA,"MF,FW",26.0,27.3,1200,1417,84.7,18303,4542,631,688,91.7,426,487,87.5,73,114,64.0,6,3.7,4.5,2.3,41,110,54,5,181,Matches
Fabrício Bruno,br BRA,DF,27.0,25.7,1437,1582,90.8,28937,11161,468,499,93.8,776,819,94.7,180,233,77.3,0,0.2,0.7,-0.2,6,110,3,1,115,Matches
Wesley,br BRA,DF,20.0,26.0,1175,1382,85.0,16474,4790,716,797,89.8,348,417,83.5,50,74,67.6,2,2.4,2.0,-0.4,28,91,29,14,96,Matches
Bruno Henrique,br BRA,"FW,MF",33.0,23.0,422,563,75.0,5915,1510,254,304,83.6,145,177,81.9,13,29,44.8,1,1.9,2.2,-0.9,22,22,23,4,62,Matches
Léo Pereira,br BRA,DF,28.0,22.5,1170,1407,83.2,23093,8297,420,464,90.5,585,657,89.0,151,247,61.1,0,1.0,1.3,-1.0,9,151,11,3,142,Matches
Leo Ortiz,br BRA,"DF,MF",28.0,20.9,968,1111,87.1,18036,7665,362,402,90.0,473,509,92.9,108,146,74.0,2,1.2,1.2,0.8,16,125,12,1,138,Matches
David Luiz,br BRA,DF,36.0,19.5,931,1065,87.4,18280,6249,308,339,90.9,505,538,93.9,108,168,64.3,0,0.4,0.5,-0.4,7,108,7,0,104,Matches
Erick Pulgar,cl CHI,MF,30.0,19.4,1101,1242,88.6,18099,5503,527,577,91.3,477,512,93.2,67,91,73.6,3,1.8,1.6,1.2,20,127,13,1,110,Matches
Pedro,br BRA,FW,26.0,18.4,221,295,74.9,3149,746,122,157,77.7,65,79,82.3,14,18,77.8,5,2.2,2.4,2.8,23,15,11,0,36,Matches
Allan,br BRA,MF,26.0,15.7,764,869,87.9,13262,3383,361,387,93.3,322,358,89.9,67,92,72.8,0,0.5,0.6,-0.5,11,99,7,0,75,Matches
Luiz Araújo,br BRA,"FW,MF",27.0,17.4,477,657,72.6,8528,2180,227,263,86.3,164,214,76.6,64,106,60.4,5,4.6,4.2,0.4,34,37,19,5,74,Matches
Guillermo Varela,uy URU,DF,30.0,11.5,496,598,82.9,7150,1980,272,288,94.4,174,213,81.7,23,49,46.9,0,1.0,0.9,-1.0,9,24,5,3,24,Matches
Nicolás De La Cruz,uy URU,MF,26.0,11.2,656,800,82.0,11685,4073,305,356,85.7,273,313,87.2,68,108,63.0,3,2.5,2.5,0.5,37,114,22,3,104,Matches
Giorgian De Arrascaeta,uy URU,MF,29.0,11.2,496,640,77.5,7525,2137,264,295,89.5,169,217,77.9,37,82,45.1,5,2.7,3.0,2.3,27,49,30,5,80,Matches
Everton Soares,br BRA,FW,27.0,6.0,106,145,73.1,1510,420,63,72,87.5,28,42,66.7,9,16,56.3,2,1.2,1.1,0.8,4,7,5,0,15,Matches
Evertton,br BRA,MF,20.0,8.9,468,520,90.0,7455,1614,234,253,92.5,190,203,93.6,30,38,78.9,0,0.2,0.3,-0.2,6,62,4,2,41,Matches
Carlos Alcaraz,ar ARG,"MF,FW",21.0,8.3,335,426,78.6,5703,1671,176,203,86.7,113,142,79.6,37,65,56.9,1,0.6,0.8,0.4,17,42,8,1,39,Matches
Lorran,br BRA,"MF,FW",17.0,7.8,242,316,76.6,3117,1009,160,180,88.9,52,70,74.3,13,29,44.8,1,0.9,1.1,0.1,14,30,16,2,39,Matches
Gonzalo Plata,ec ECU,"FW,MF",23.0,7.6,241,296,81.4,3188,754,155,173,89.6,63,77,81.8,10,15,66.7,0,1.9,1.4,-1.9,20,11,14,3,27,Matches
Matheus Gonçalves,br BRA,"FW,MF",18.0,7.6,330,442,74.7,5309,1487,163,189,86.2,124,159,78.0,28,48,58.3,0,0.9,1.3,-0.9,18,21,16,4,48,Matches
Gabriel Barbosa,br BRA,"FW,MF",27.0,8.4,166,195,85.1,2428,494,96,102,94.1,55,67,82.1,8,13,61.5,1,0.9,0.8,0.1,9,14,11,2,24,Matches
Michael,br BRA,"FW,MF",27.0,7.3,160,220,72.7,2198,377,97,112,86.6,49,70,70.0,6,12,50.0,1,1.5,1.2,-0.5,12,5,12,3,19,Matches
Alex Sandro,br BRA,DF,33.0,5.7,336,389,86.4,5200,1608,197,211,93.4,110,130,84.6,21,34,61.8,1,1.7,1.9,-0.7,11,35,12,6,37,Matches
Carlinhos,br BRA,FW,26.0,4.7,44,73,60.3,549,56,26,36,72.2,14,20,70.0,0,1,0.0,0,0.1,0.1,-0.1,3,1,0,0,1,Matches
Matías Viña,uy URU,DF,26.0,4.7,178,226,78.8,2765,994,100,112,89.3,63,81,77.8,11,16,68.8,0,0.6,0.4,-0.6,3,12,4,3,15,Matches
Matheus Cunha,br BRA,GK,22.0,3.0,92,117,78.6,2385,1473,20,21,95.2,43,45,95.6,29,50,58.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Igor,br BRA,MF,20.0,0.8,32,36,88.9,551,147,18,19,94.7,8,9,88.9,4,4,100.0,0,0.2,0.1,-0.2,1,2,1,0,4,Matches
Victor Hugo,br BRA,"FW,MF",19.0,2.9,81,103,78.6,1353,367,42,50,84.0,29,37,78.4,8,10,80.0,0,0.2,0.2,-0.2,2,9,4,0,12,Matches
Cleiton,br BRA,DF,20.0,1.1,52,61,85.2,914,347,24,24,100.0,26,30,86.7,2,7,28.6,0,0.0,0.0,0.0,0,3,0,0,2,Matches
Werton,br BRA,"MF,FW",20.0,0.5,7,10,70.0,81,25,5,7,71.4,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
Guilherme,br BRA,MF,17.0,0.4,7,11,63.6,79,2,5,6,83.3,2,3,66.7,0,2,0.0,0,0.0,0.1,0.0,0,0,0,0,0,Matches
Wallace,br BRA,"MF,FW",18.0,0.2,1,2,50.0,15,0,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Felipe Teresa,br BRA,"MF,FW",18.0,0.1,2,2,100.0,40,20,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
João Victor,br BRA,DF,17.0,0.0,5,6,83.3,118,65,1,1,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Ogundana Shola,ng NGA,MF,18.0,0.0,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Daniel Sales,br BRA,DF,17.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.3,38.0,16485,19837,83.1,286963,98174,7595,8421,90.2,6761,7686,88.0,1644,2621,62.7,42,38.9,41.2,3.1,435,1539,368,78,1774,
Opponent Total,,,27.7,38.0,12586,15837,79.5,229186,84000,5347,6077,88.0,5475,6346,86.3,1421,2540,55.9,32,27.8,26.5,4.2,328,944,227,70,1145,
