Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Léo Moura,br BRA,"DF,MF",35.0,33,33,2795.0,31.1,1.0,1.0,2.0,0.0,1.0,2.0,5.0,1.0,0.03,0.03,0.06,0.0,0.03,Matches
Wallace Reis,br BRA,DF,26.0,31,31,2624.0,29.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches
Márcio Araújo,br BRA,"DF,MF",29.0,32,31,2575.0,28.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Paulo Victor Vidotti,br BRA,GK,27.0,29,29,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Éverton,br BRA,MF,25.0,28,28,2439.0,27.1,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,0.15,0.11,0.26,0.15,0.26,Matches
Alecsandro,br BRA,FW,32.0,24,24,1927.0,21.4,7.0,2.0,9.0,6.0,1.0,1.0,6.0,0.0,0.33,0.09,0.42,0.28,0.37,Matches
Héctor Canteros,ar ARG,MF,24.0,24,23,2024.0,22.5,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches
João Paulo,br BRA,DF,27.0,28,21,2038.0,22.6,0.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches
Víctor Cáceres,py PAR,"DF,MF",28.0,20,20,1615.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Luiz Antônio,br BRA,"DF,MF",22.0,27,19,1537.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Samir Santos,br BRA,DF,19.0,17,17,1351.0,15.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.07,0.07,0.13,0.07,0.13,Matches
Marcelo,br BRA,DF,22.0,17,16,1450.0,16.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Chicão,br BRA,DF,32.0,18,14,1438.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulinho,br BRA,"FW,MF",25.0,13,13,1016.0,11.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches
Lucas Mugni,ar ARG,MF,22.0,25,10,1251.0,13.9,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,0.14,0.14,0.29,0.07,0.22,Matches
Gabriel,br BRA,"FW,MF",24.0,21,10,1043.0,11.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.26,0.09,0.35,0.26,0.35,Matches
Eduardo da Silva,hr CRO,FW,30.0,18,10,879.0,9.8,8.0,2.0,10.0,8.0,0.0,1.0,0.0,0.0,0.82,0.2,1.02,0.82,1.02,Matches
Nixon,br BRA,FW,21.0,16,10,878.0,9.8,6.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.62,0.31,0.92,0.62,0.92,Matches
Amaral,br BRA,MF,25.0,14,8,780.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe,br BRA,GK,29.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
André Santos,br BRA,"DF,MF",30.0,8,8,689.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anderson Pico,br BRA,DF,25.0,9,8,679.0,7.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.13,0.27,0.4,0.13,0.4,Matches
Recife,br BRA,MF,19.0,6,5,423.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
