Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Matheus Cunha,br BRA,GK,21.0,19,18,1580,17.6,22,1.25,98,75,80.6,9,6,3,5,27.8,4,3,1,0,25.0,Matches
Agustín Rossi,ar ARG,GK,27.0,15,15,1350,15.0,12,0.8,54,42,81.5,8,3,4,8,53.3,2,2,0,0,0.0,Matches
Santos,br BRA,GK,32.0,6,5,490,5.4,8,1.47,24,16,70.8,2,0,3,2,40.0,1,1,0,0,0.0,Matches
Squad Total,,,26.7,38,38,3420,38.0,42,1.11,176,133,79.5,19,9,10,15,39.5,7,6,1,0,14.3,
Opponent Total,,,27.5,38,38,3420,38.0,56,1.47,176,121,72.7,10,9,19,8,21.1,9,8,0,1,0.0,
