Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Paulo Victor Vidotti,br BRA,GK,28.0,24,24,2160,24.0,,,0,0.0,,8,4,12,6,25.0,6,6,0,0,0.0,Matches
César,br BRA,GK,23.0,15,14,1260,14.0,,,0,0.0,,7,0,7,5,35.7,0,0,0,0,,Matches
Squad Total,,,26.4,38,38,3420,38.0,0.0,0.0,0,0.0,,15,4,19,10,26.3,6,6,0,0,0.0,
Opponent Total,,,26.4,38,38,3420,38.0,,,0,,,19,4,15,12,31.6,1,0,1,0,100.0,
