Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Gerson,br BRA,MF,22.0,31.0,1807,1692,113,103,4,26,24,8,2,0,0,0,1614,2,27,Matches
Filipe Luís,br BRA,DF,34.0,30.3,2531,2132,392,110,1,48,138,248,34,3,23,1,2152,7,45,Matches
Everton Ribeiro,br BRA,"MF,FW",30.0,29.3,1540,1433,100,42,9,12,91,8,50,22,13,2,1236,7,35,Matches
Bruno Henrique,br BRA,FW,29.0,28.6,942,919,19,2,1,4,50,10,0,0,0,0,719,4,26,Matches
Willian Arão,br BRA,"MF,DF",27.0,29.2,1897,1818,79,73,2,14,8,3,0,0,0,0,1723,0,16,Matches
Mauricio Isla,cl CHI,DF,31.0,26.2,1647,1433,212,11,0,7,86,200,1,0,0,0,1387,2,30,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",25.0,24.5,1285,1149,130,49,9,10,147,6,74,23,36,1,935,6,33,Matches
Gustavo Henrique,br BRA,DF,26.0,21.7,1339,1303,34,31,1,8,1,1,0,0,0,0,1200,2,3,Matches
Hugo Souza,br BRA,GK,21.0,22.3,657,503,152,22,0,2,0,0,0,0,0,0,501,2,0,Matches
Gabriel Barbosa,br BRA,FW,23.0,19.5,464,417,46,2,4,3,27,3,4,1,1,0,345,1,16,Matches
Rodrigo Caio,br BRA,DF,26.0,18.7,1115,1059,56,46,0,3,0,10,0,0,0,0,1014,0,8,Matches
Pedro,br BRA,FW,22.0,17.7,300,265,33,0,2,2,5,1,0,0,0,0,223,2,7,Matches
Diego,br BRA,MF,34.0,14.0,961,897,55,35,1,3,23,4,15,6,6,0,838,9,4,Matches
Thiago Maia,br BRA,MF,22.0,11.8,788,758,28,21,1,8,4,5,1,0,0,0,682,2,8,Matches
Natan,br BRA,DF,18.0,12.6,769,749,20,18,0,10,0,2,0,0,0,0,695,0,5,Matches
Léo Pereira,br BRA,DF,24.0,10.9,804,788,15,14,0,2,0,1,0,0,0,0,710,1,4,Matches
Diego Alves,br BRA,GK,34.0,9.3,277,206,70,24,0,0,0,0,0,0,0,0,234,1,0,Matches
Vitinho,br BRA,"MF,FW",26.0,10.6,502,460,40,9,2,6,66,4,27,12,10,0,363,2,15,Matches
Renê,br BRA,DF,27.0,7.7,615,507,105,14,0,3,20,90,1,0,1,0,501,3,11,Matches
Michael,br BRA,"FW,MF",23.0,5.6,223,217,5,0,0,2,38,5,0,0,0,0,159,1,7,Matches
João Gomes,br BRA,MF,18.0,5.6,280,276,4,4,0,3,3,0,0,0,0,0,242,0,3,Matches
Matheuzinho,br BRA,DF,19.0,4.9,384,322,62,10,0,1,27,44,8,0,5,0,324,0,9,Matches
César,br BRA,GK,28.0,3.4,102,74,28,8,0,1,0,0,0,0,0,0,89,0,0,Matches
João Lucas,br BRA,DF,21.0,3.3,168,140,26,4,0,3,9,22,0,0,0,0,140,2,2,Matches
Gabriel Batista,br BRA,GK,21.0,3.0,85,65,20,6,0,0,0,0,0,0,0,0,72,0,1,Matches
Lincoln,br BRA,"FW,MF",19.0,3.1,93,89,4,1,0,1,3,1,0,0,0,0,67,0,4,Matches
Matheus Thuler,br BRA,DF,20.0,2.4,157,154,3,3,0,0,0,0,0,0,0,0,140,0,1,Matches
Pedro Rocha Neves,br BRA,"FW,MF",25.0,1.7,60,59,1,0,2,1,3,1,0,0,0,0,44,0,1,Matches
Gabriel Noga,br BRA,DF,18.0,1.6,78,75,3,3,0,0,0,0,0,0,0,0,69,0,0,Matches
Rafinha,br BRA,DF,34.0,1.5,104,78,26,7,0,1,2,19,0,0,0,0,86,0,3,Matches
Ramon,br BRA,DF,18.0,1.1,54,45,9,0,0,0,4,8,1,0,0,0,37,0,0,Matches
Otavio Ataide,br BRA,DF,17.0,1.0,19,18,1,1,0,0,0,0,0,0,0,0,15,0,0,Matches
Guilherme Bala,br BRA,FW,18.0,0.8,25,25,0,0,0,0,0,0,0,0,0,0,23,0,1,Matches
João Pedro Pepê,br BRA,MF,22.0,1.1,86,85,1,0,0,0,4,1,0,0,0,0,76,0,1,Matches
Rodrigo Muniz,br BRA,"FW,MF",18.0,0.3,4,2,2,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Lázaro,br BRA,"FW,MF",17.0,0.3,13,12,1,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Richard Ríos,co COL,FW,19.0,0.2,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Yuri de Oliveira,br BRA,DF,19.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Squad Total,,,26.6,38.0,22186,20235,1895,673,39,184,783,705,218,67,95,4,18679,56,326,
Opponent Total,,,26.6,38.0,14613,12667,1883,653,11,139,536,637,160,62,76,1,11194,63,297,
