Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Agustín Rossi,ar ARG,GK,28.0,35.0,1253,988,1233,20,0,0,1253,2,1,50.0,1,50.0,767,3758,2420,0,0,0,2,1,675,0,Matches
Ayrton Lucas,br BRA,DF,26.0,26.6,1688,48,401,767,540,68,1688,67,32,47.8,26,38.8,917,4756,2437,60,49,16,35,25,1059,133,Matches
Gerson,br BRA,"MF,FW",26.0,27.3,1690,33,200,813,692,83,1690,80,36,45.0,36,45.0,1060,6232,2871,71,58,28,34,35,1278,186,Matches
Fabrício Bruno,br BRA,DF,27.0,25.7,1790,240,840,900,56,25,1790,4,2,50.0,2,50.0,1065,4963,2832,11,5,1,4,0,1253,6,Matches
Wesley,br BRA,DF,20.0,26.0,1748,85,425,722,612,49,1748,70,31,44.3,32,45.7,997,5336,2926,68,49,7,52,29,1083,233,Matches
Bruno Henrique,br BRA,"FW,MF",33.0,23.0,844,22,80,335,448,98,843,62,20,32.3,33,53.2,509,3348,2072,70,50,28,51,25,618,167,Matches
Léo Pereira,br BRA,DF,28.0,22.5,1583,129,606,837,148,20,1583,9,6,66.7,2,22.2,956,5598,3039,20,23,1,7,3,1089,27,Matches
Leo Ortiz,br BRA,"DF,MF",28.0,20.9,1271,96,413,753,112,17,1271,13,7,53.8,5,38.5,707,3531,2099,16,14,2,7,5,846,10,Matches
David Luiz,br BRA,DF,36.0,19.5,1226,128,479,669,85,22,1225,10,4,40.0,4,40.0,787,5317,3366,32,27,1,12,4,865,6,Matches
Erick Pulgar,cl CHI,MF,30.0,19.4,1435,44,309,921,212,22,1435,10,5,50.0,4,40.0,759,3480,1455,12,16,1,25,15,999,20,Matches
Pedro,br BRA,FW,26.0,18.4,485,15,32,216,239,91,480,36,15,41.7,19,52.8,255,1007,375,16,8,10,38,21,349,74,Matches
Allan,br BRA,MF,26.0,15.7,1012,36,214,643,158,1,1012,15,2,13.3,11,73.3,600,3622,1708,16,18,0,15,5,709,10,Matches
Luiz Araújo,br BRA,"FW,MF",27.0,17.4,890,12,110,364,438,56,890,63,38,60.3,21,33.3,532,3258,1701,54,38,17,36,25,588,126,Matches
Guillermo Varela,uy URU,DF,30.0,11.5,694,26,215,305,176,13,694,15,6,40.0,4,26.7,341,1521,773,14,14,1,9,4,424,50,Matches
Nicolás De La Cruz,uy URU,MF,26.0,11.2,898,16,98,552,257,19,898,15,8,53.3,4,26.7,523,2697,1374,18,23,2,13,11,650,35,Matches
Giorgian De Arrascaeta,uy URU,MF,29.0,11.2,748,5,44,334,377,40,748,33,18,54.5,10,30.3,430,2137,965,19,22,8,23,21,571,91,Matches
Everton Soares,br BRA,FW,27.0,6.0,224,4,20,72,136,26,224,41,17,41.5,19,46.3,151,1200,581,23,12,11,7,14,166,54,Matches
Evertton,br BRA,MF,20.0,8.9,602,21,116,384,107,7,602,7,6,85.7,1,14.3,365,1539,654,9,12,2,8,7,451,5,Matches
Carlos Alcaraz,ar ARG,"MF,FW",21.0,8.3,551,14,75,291,193,22,549,32,14,43.8,16,50.0,322,1605,801,26,25,3,24,16,375,42,Matches
Lorran,br BRA,"MF,FW",17.0,7.8,417,3,31,173,223,32,417,43,23,53.5,15,34.9,271,2017,1151,32,32,8,19,15,303,61,Matches
Gonzalo Plata,ec ECU,"FW,MF",23.0,7.6,391,5,38,123,234,39,391,35,16,45.7,18,51.4,230,1439,680,25,15,12,15,9,289,68,Matches
Matheus Gonçalves,br BRA,"FW,MF",18.0,7.6,558,2,52,217,295,38,558,39,20,51.3,18,46.2,361,1954,1074,32,17,12,20,13,411,83,Matches
Gabriel Barbosa,br BRA,"FW,MF",27.0,8.4,252,2,10,113,129,35,250,6,2,33.3,3,50.0,166,863,403,17,16,1,12,3,184,42,Matches
Michael,br BRA,"FW,MF",27.0,7.3,303,3,18,76,213,59,303,25,7,28.0,17,68.0,198,1231,666,25,14,12,15,6,234,104,Matches
Alex Sandro,br BRA,DF,33.0,5.7,436,11,95,199,145,13,436,7,4,57.1,3,42.9,229,1210,695,18,14,1,3,3,286,44,Matches
Carlinhos,br BRA,FW,26.0,4.7,116,5,11,48,57,21,116,5,3,60.0,1,20.0,57,323,154,6,2,1,11,7,82,21,Matches
Matías Viña,uy URU,DF,26.0,4.7,294,8,69,130,97,9,294,14,5,35.7,9,64.3,136,830,431,7,2,1,12,6,167,37,Matches
Matheus Cunha,br BRA,GK,22.0,3.0,125,96,123,2,0,0,125,0,0,,0,,80,328,172,0,0,0,1,0,81,0,Matches
Igor,br BRA,MF,20.0,0.8,57,7,17,30,10,1,57,7,3,42.9,4,57.1,27,150,78,2,0,0,4,0,33,0,Matches
Victor Hugo,br BRA,"FW,MF",19.0,2.9,134,1,22,64,50,8,134,4,1,25.0,2,50.0,84,564,224,8,2,0,7,5,96,17,Matches
Cleiton,br BRA,DF,20.0,1.1,67,4,29,35,4,1,67,0,0,,0,,46,208,105,0,0,0,2,0,52,0,Matches
Werton,br BRA,"MF,FW",20.0,0.5,24,0,2,16,8,1,24,5,2,40.0,3,60.0,13,84,36,1,0,0,2,2,9,3,Matches
Guilherme,br BRA,MF,17.0,0.4,20,0,2,6,12,2,20,2,0,0.0,2,100.0,9,44,28,1,1,0,0,2,11,1,Matches
Wallace,br BRA,"MF,FW",18.0,0.2,5,0,1,0,4,2,5,1,0,0.0,1,100.0,3,7,2,0,0,0,1,0,2,1,Matches
Felipe Teresa,br BRA,"MF,FW",18.0,0.1,3,0,1,0,2,1,3,0,0,,0,,1,2,0,0,0,0,0,1,2,0,Matches
