Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Gerson,br BRA,MF,22.0,31.0,7,0,0,75,127,4,24,22,30,1,0,0,176,23,22,51.1,Matches
Filipe Luís,br BRA,DF,34.0,30.3,8,0,0,47,37,1,138,56,51,0,0,1,207,32,33,49.2,Matches
Everton Ribeiro,br BRA,"MF,FW",30.0,29.3,5,0,0,39,68,1,91,38,30,2,0,0,163,13,36,26.5,Matches
Bruno Henrique,br BRA,FW,29.0,28.6,11,0,0,60,69,14,50,14,17,1,0,0,90,73,47,60.8,Matches
Willian Arão,br BRA,"MF,DF",27.0,29.2,4,0,0,39,15,0,8,47,31,0,0,0,186,55,44,55.6,Matches
Mauricio Isla,cl CHI,DF,31.0,26.2,4,0,0,39,16,8,86,48,28,0,1,0,123,30,32,48.4,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",25.0,24.5,0,0,0,18,44,0,147,6,32,1,0,0,116,18,20,47.4,Matches
Gustavo Henrique,br BRA,DF,26.0,21.7,5,1,0,36,12,0,1,30,11,1,2,1,104,90,40,69.2,Matches
Hugo Souza,br BRA,GK,21.0,22.3,0,0,0,0,2,0,0,0,0,0,0,0,13,3,0,100.0,Matches
Gabriel Barbosa,br BRA,FW,23.0,19.5,3,1,0,12,36,18,27,0,5,0,0,0,41,0,3,0.0,Matches
Rodrigo Caio,br BRA,DF,26.0,18.7,1,0,0,15,12,0,0,14,17,0,0,0,89,70,24,74.5,Matches
Pedro,br BRA,FW,22.0,17.7,2,0,0,37,27,7,5,3,5,1,0,0,33,17,37,31.5,Matches
Diego,br BRA,MF,34.0,14.0,7,0,0,39,52,0,23,12,15,0,0,0,101,7,11,38.9,Matches
Thiago Maia,br BRA,MF,22.0,11.8,4,0,0,28,10,0,4,22,23,0,0,0,98,11,5,68.8,Matches
Natan,br BRA,DF,18.0,12.6,4,0,0,13,5,0,0,28,9,0,0,0,54,32,20,61.5,Matches
Léo Pereira,br BRA,DF,24.0,10.9,1,0,0,14,9,0,0,23,5,0,0,0,62,32,18,64.0,Matches
Diego Alves,br BRA,GK,34.0,9.3,0,1,0,0,3,0,0,0,0,0,0,0,16,1,1,50.0,Matches
Vitinho,br BRA,"MF,FW",26.0,10.6,4,0,0,25,16,2,66,12,15,0,0,0,57,14,23,37.8,Matches
Renê,br BRA,DF,27.0,7.7,4,0,0,12,8,0,20,21,9,0,0,0,48,11,12,47.8,Matches
Michael,br BRA,"FW,MF",23.0,5.6,1,0,0,16,10,0,38,9,6,0,0,0,30,3,12,20.0,Matches
João Gomes,br BRA,MF,18.0,5.6,4,0,0,24,8,0,3,9,13,0,0,0,40,4,4,50.0,Matches
Matheuzinho,br BRA,DF,19.0,4.9,1,0,0,8,2,0,27,6,5,0,0,0,29,7,7,50.0,Matches
César,br BRA,GK,28.0,3.4,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,100.0,Matches
João Lucas,br BRA,DF,21.0,3.3,2,0,0,11,7,0,9,7,6,0,0,0,9,5,4,55.6,Matches
Gabriel Batista,br BRA,GK,21.0,3.0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,100.0,Matches
Lincoln,br BRA,"FW,MF",19.0,3.1,1,0,0,2,4,0,3,4,1,0,0,0,15,2,6,25.0,Matches
Matheus Thuler,br BRA,DF,20.0,2.4,1,0,0,3,3,0,0,1,2,0,0,0,9,7,3,70.0,Matches
Pedro Rocha Neves,br BRA,"FW,MF",25.0,1.7,0,0,0,2,1,0,3,0,0,0,0,0,10,1,1,50.0,Matches
Gabriel Noga,br BRA,DF,18.0,1.6,1,0,0,1,1,0,0,2,2,0,0,0,6,3,0,100.0,Matches
Rafinha,br BRA,DF,34.0,1.5,2,0,0,3,5,0,2,0,3,0,0,0,8,3,0,100.0,Matches
Ramon,br BRA,DF,18.0,1.1,0,0,0,2,2,0,4,3,0,0,0,0,8,1,0,100.0,Matches
Otavio Ataide,br BRA,DF,17.0,1.0,0,0,0,2,0,0,0,1,1,0,0,0,3,0,1,0.0,Matches
Guilherme Bala,br BRA,FW,18.0,0.8,1,0,0,4,1,0,0,0,1,0,0,0,4,0,0,,Matches
João Pedro Pepê,br BRA,MF,22.0,1.1,0,0,0,6,3,0,4,3,5,0,0,0,7,1,5,16.7,Matches
Rodrigo Muniz,br BRA,"FW,MF",18.0,0.3,0,0,0,1,1,1,0,0,0,0,0,0,1,1,2,33.3,Matches
Lázaro,br BRA,"FW,MF",17.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Richard Ríos,co COL,FW,19.0,0.2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,Matches
Yuri de Oliveira,br BRA,DF,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Squad Total,,,26.6,38.0,88,3,0,634,618,56,783,442,380,7,3,2,1972,572,474,54.7,
Opponent Total,,,26.6,38.0,111,4,1,648,603,63,536,516,383,3,10,1,1829,474,572,45.3,
