Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Willian Arão,br BRA,MF,26.0,32.6,1645,1862,88.3,29179,8953,698,780,89.5,721,784,92.0,176,205,85.9,5,2.1,2.2,2.9,30,216,24,3,235,Matches
Diego Alves,br BRA,GK,33.0,32.0,565,731,77.3,16614,11833,92,92,100.0,239,242,98.8,228,389,58.6,0,0.0,0.0,0.0,0,4,0,0,1,Matches
Bruno Henrique,br BRA,"FW,MF",28.0,28.6,562,769,73.1,7610,1511,347,428,81.1,165,222,74.3,22,38,57.9,3,5.9,4.3,-2.9,38,31,24,4,60,Matches
Gabriel Barbosa,br BRA,FW,22.0,28.2,598,772,77.5,8949,1780,325,377,86.2,199,243,81.9,36,63,57.1,9,6.3,3.8,2.7,28,60,27,3,86,Matches
Rodrigo Caio,br BRA,DF,25.0,26.9,1249,1385,90.2,23374,8802,445,477,93.3,652,701,93.0,128,165,77.6,0,0.6,0.5,-0.6,4,70,0,0,91,Matches
Everton Ribeiro,br BRA,"MF,FW",29.0,27.3,1227,1586,77.4,17994,5578,698,793,88.0,393,487,80.7,77,171,45.0,7,10.7,9.7,-3.7,83,115,81,15,250,Matches
Gerson,br BRA,MF,21.0,22.2,1167,1323,88.2,18270,4181,598,637,93.9,441,488,90.4,84,114,73.7,3,2.7,2.8,0.3,25,120,26,1,164,Matches
Pablo Marí,es ESP,DF,25.0,22.0,1052,1201,87.6,20701,8062,358,385,93.0,542,587,92.3,136,198,68.7,1,0.7,0.4,0.3,4,89,1,0,128,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",24.0,20.2,804,1098,73.2,12557,4265,449,523,85.9,238,317,75.1,81,166,48.8,14,11.8,7.9,2.2,57,109,59,5,163,Matches
Renê,br BRA,DF,26.0,18.9,1071,1361,78.7,17705,7406,504,565,89.2,452,565,80.0,84,148,56.8,2,2.0,2.4,0.0,28,115,38,10,153,Matches
Rafinha,br BRA,DF,33.0,17.4,1170,1350,86.7,20299,5263,560,605,92.6,454,512,88.7,126,170,74.1,5,3.6,3.8,1.4,29,92,30,9,124,Matches
Filipe Luís,br BRA,DF,33.0,14.1,880,1057,83.3,13795,5085,435,475,91.6,356,428,83.2,54,94,57.4,0,1.6,1.9,-1.6,10,113,16,5,119,Matches
Robert Piris Da Motta,py PAR,MF,24.0,14.4,633,716,88.4,11196,2983,267,288,92.7,278,308,90.3,63,82,76.8,0,0.0,0.2,0.0,0,54,0,0,43,Matches
Vitinho,br BRA,"FW,MF",25.0,12.9,397,555,71.5,6072,1606,213,246,86.6,134,178,75.3,32,77,41.6,3,6.2,4.4,-3.2,42,13,21,10,39,Matches
Rodinei,br BRA,DF,27.0,12.5,513,631,81.3,7101,2329,300,336,89.3,157,202,77.7,22,39,56.4,1,0.8,0.9,0.2,10,24,9,3,54,Matches
Matheus Thuler,br BRA,DF,19.0,11.6,402,468,85.9,7687,2381,119,132,90.2,236,256,92.2,40,62,64.5,0,0.0,0.1,0.0,0,14,0,0,16,Matches
Diego,br BRA,MF,33.0,9.9,543,635,85.5,8894,2706,257,281,91.5,213,243,87.7,43,71,60.6,1,1.6,1.7,-0.6,22,62,9,1,79,Matches
Reinier,br BRA,"MF,FW",17.0,7.9,173,230,75.2,2232,492,108,129,83.7,48,63,76.2,2,6,33.3,2,1.1,1.3,0.9,10,11,10,2,20,Matches
Gustavo Cuellar,co COL,MF,26.0,7.9,458,495,92.5,8000,2108,211,226,93.4,187,193,96.9,48,57,84.2,0,0.5,0.3,-0.5,6,46,5,0,36,Matches
Rhodolfo,br BRA,DF,32.0,7.6,315,363,86.8,6670,2408,98,112,87.5,170,185,91.9,46,63,73.0,0,0.0,0.1,0.0,0,19,2,0,26,Matches
