Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Willian Arão,br BRA,"DF,MF",23.0,37,3229.0,87.0,94.4,35.9,36,89.0,33.0,1,11.0,0,1.84,49.0,33.0,16.0,0.45,-0.03,Matches
Márcio Araújo,br BRA,"DF,MF",31.0,36,3011.0,84.0,88.0,33.5,36,84.0,27.0,0,,1,1.81,45.0,33.0,12.0,0.36,-0.74,Matches
Alex Muralha,br BRA,GK,26.0,33,2970.0,90.0,86.8,33.0,33,90.0,33.0,0,,3,1.85,45.0,32.0,13.0,0.39,-0.41,Matches
Jorge,br BRA,DF,19.0,32,2875.0,90.0,84.1,31.9,32,90.0,31.0,0,,0,1.81,44.0,33.0,11.0,0.34,-0.65,Matches
Réver,br BRA,DF,31.0,29,2610.0,90.0,76.3,29.0,29,90.0,29.0,0,,1,1.9,42.0,28.0,14.0,0.48,0.15,Matches
Rafael Vaz,br BRA,DF,27.0,29,2516.0,87.0,73.6,28.0,28,89.0,27.0,1,21.0,1,1.93,38.0,26.0,12.0,0.43,-0.07,Matches
Éverton,br BRA,MF,27.0,30,2099.0,70.0,61.4,23.3,26,75.0,8.0,4,37.0,2,1.87,28.0,19.0,9.0,0.39,-0.16,Matches
Pará,br BRA,"DF,MF",29.0,27,2275.0,84.0,66.5,25.3,25,90.0,25.0,2,12.0,10,2.07,40.0,22.0,18.0,0.71,0.79,Matches
Paolo Guerrero,pe PER,FW,32.0,21,1802.0,86.0,52.7,20.0,21,86.0,16.0,0,,2,1.52,24.0,22.0,2.0,0.1,-0.73,Matches
Alan Patrick,br BRA,MF,24.0,28,1664.0,59.0,48.7,18.5,18,80.0,7.0,10,23.0,8,1.75,24.0,22.0,2.0,0.11,-0.66,Matches
Diego,br BRA,MF,30.0,17,1459.0,86.0,42.7,16.2,17,86.0,12.0,0,,0,2.12,27.0,14.0,13.0,0.8,0.62,Matches
Gabriel,br BRA,"FW,MF",26.0,22,1111.0,51.0,32.5,12.3,15,66.0,1.0,7,17.0,16,1.95,13.0,5.0,8.0,0.65,0.3,Matches
Marcelo Cirino,br BRA,"FW,MF",24.0,24,1186.0,49.0,34.7,13.2,13,72.0,2.0,11,22.0,12,1.75,17.0,11.0,6.0,0.46,0.01,Matches
Rodinei,br BRA,DF,24.0,13,1151.0,89.0,33.7,12.8,13,89.0,12.0,0,,20,1.62,12.0,13.0,-1.0,-0.08,-0.79,Matches
Fernandinho,br BRA,"FW,MF",30.0,25,1149.0,46.0,33.6,12.8,10,75.0,1.0,15,27.0,11,2.0,21.0,11.0,10.0,0.78,0.51,Matches
Felipe Vizeu,br BRA,FW,18.0,15,804.0,54.0,23.5,8.9,10,73.0,3.0,5,14.0,21,2.07,15.0,7.0,8.0,0.9,0.59,Matches
Federico Mancuello,ar ARG,"DF,FW",26.0,21,913.0,43.0,26.7,10.1,9,73.0,2.0,12,21.0,15,1.95,16.0,9.0,7.0,0.69,0.33,Matches
Juan,br BRA,DF,36.0,9,635.0,71.0,18.6,7.1,8,76.0,6.0,1,25.0,14,2.0,10.0,6.0,4.0,0.57,0.15,Matches
Leandro Damião,br BRA,FW,26.0,15,693.0,46.0,20.3,7.7,7,80.0,4.0,8,17.0,5,2.0,14.0,4.0,10.0,1.3,1.07,Matches
Léo Duarte,br BRA,DF,19.0,7,630.0,90.0,18.4,7.0,7,90.0,7.0,0,,14,1.43,7.0,7.0,0.0,0.0,-0.55,Matches
Chiquinho,br BRA,"DF,MF",26.0,7,487.0,70.0,14.2,5.4,6,81.0,3.0,1,4.0,25,2.0,7.0,1.0,6.0,1.11,0.77,Matches
Paulo Victor Vidotti,br BRA,GK,29.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,24,2.0,7.0,3.0,4.0,0.8,0.41,Matches
Gustavo Cuellar,co COL,MF,23.0,16,525.0,33.0,15.4,5.8,4,90.0,3.0,12,14.0,21,2.38,8.0,4.0,4.0,0.69,0.28,Matches
Ederson,br BRA,MF,30.0,8,310.0,39.0,9.1,3.4,4,58.0,0.0,4,20.0,5,1.25,2.0,2.0,0.0,0.0,-0.49,Matches
César,br BRA,DF,23.0,3,249.0,83.0,7.3,2.8,3,83.0,2.0,0,,0,2.0,4.0,2.0,2.0,0.72,0.3,Matches
Emerson Sheik,qa QAT,FW,37.0,10,336.0,34.0,9.8,3.7,2,82.0,1.0,8,22.0,5,1.4,7.0,7.0,0.0,0.0,-0.5,Matches
Alejandro Donatti,ar ARG,DF,29.0,2,125.0,63.0,3.7,1.4,1,91.0,1.0,1,34.0,17,3.0,2.0,0.0,2.0,1.44,1.03,Matches
Rafael Dumas,br BRA,DF,20.0,1,76.0,76.0,2.2,0.8,0,,0.0,1,75.0,5,1.0,1.0,1.0,0.0,0.0,-0.46,Matches
Héctor Canteros,ar ARG,MF,26.0,2,59.0,30.0,1.7,0.7,0,,0.0,2,29.0,11,2.0,1.0,2.0,-1.0,-1.53,-2.01,Matches
Thiago Santos,br BRA,FW,20.0,4,52.0,13.0,1.5,0.6,0,,0.0,4,12.0,7,2.25,0.0,3.0,-3.0,-5.19,-5.73,Matches
Adryan,br BRA,"FW,MF",21.0,3,40.0,13.0,1.2,0.4,0,,0.0,3,12.0,5,1.33,0.0,0.0,0.0,0.0,-0.45,Matches
Daniel,br BRA,GK,20.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Thiago Ennes,br BRA,DF,19.0,0,,,,,0,,0.0,0,,4,,,,,,,Matches
Mosquito,br BRA,GK,19.0,0,,,,,0,,0.0,0,,12,,,,,,,Matches
Nixon,br BRA,FW,23.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Lucas Paquetá,br BRA,"FW,MF",18.0,0,,,,,0,,0.0,0,,6,,,,,,,Matches
Ronaldo,br BRA,MF,19.0,0,,,,,0,,0.0,0,,11,,,,,,,Matches
Igor da Silva,br BRA,DF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Squad Total,,,27.0,38,3420.0,90.0,100.0,38.0,418,84.0,,113,21.0,318,1.87,52.0,35.0,17.0,0.45,,
Opponent Total,,,26.9,38,3420.0,90.0,100.0,38.0,418,84.0,,111,23.0,295,0.84,35.0,52.0,-17.0,-0.45,,
