Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Samir Santos,br BRA,DF,20.0,20,1625.0,81.0,47.5,18.1,19,84.0,16.0,1,22.0,11,1.65,22.0,23.0,-1.0,-0.06,0.3,Matches
César,br BRA,DF,22.0,20,1692.0,85.0,49.5,18.8,18,90.0,18.0,2,35.0,3,1.35,22.0,26.0,-4.0,-0.21,0.0,Matches
Jonas,br BRA,MF,23.0,19,1153.0,61.0,33.7,12.8,15,73.0,7.0,4,16.0,13,1.58,12.0,13.0,-1.0,-0.08,0.2,Matches
César,br BRA,GK,23.0,14,1260.0,90.0,36.8,14.0,14,90.0,14.0,0,,23,1.6,18.0,19.0,-1.0,-0.07,0.22,Matches
Paolo Guerrero,pe PER,FW,31.0,15,1241.0,83.0,36.3,13.8,14,86.0,11.0,1,32.0,0,1.2,14.0,19.0,-5.0,-0.36,-0.24,Matches
Gabriel,br BRA,"FW,MF",25.0,24,1217.0,51.0,35.6,13.5,14,75.0,6.0,10,17.0,12,1.04,12.0,19.0,-7.0,-0.52,-0.48,Matches
Paulinho,br BRA,"FW,MF",26.0,25,1218.0,49.0,35.6,13.5,11,78.0,3.0,14,26.0,5,1.24,14.0,24.0,-10.0,-0.74,-0.82,Matches
Marcelo Cirino,br BRA,"FW,MF",23.0,21,1086.0,52.0,31.8,12.1,10,81.0,3.0,11,25.0,3,1.29,13.0,11.0,2.0,0.17,0.55,Matches
Kayke Rodrigues,br BRA,FW,26.0,16,974.0,61.0,28.5,10.8,10,83.0,7.0,6,24.0,5,1.56,18.0,14.0,4.0,0.37,0.81,Matches
Ayrton Ganino,br BRA,DF,29.0,13,882.0,68.0,25.8,9.8,9,85.0,8.0,4,29.0,17,1.54,11.0,11.0,0.0,0.0,0.28,Matches
Marcelo,br BRA,DF,23.0,11,822.0,75.0,24.0,9.1,8,90.0,8.0,3,33.0,25,1.36,9.0,14.0,-5.0,-0.55,-0.44,Matches
Luiz Antônio,br BRA,"DF,MF",23.0,14,743.0,53.0,21.7,8.3,6,87.0,5.0,8,28.0,23,1.29,6.0,10.0,-4.0,-0.48,-0.35,Matches
Víctor Cáceres,py PAR,"DF,MF",29.0,5,412.0,82.0,12.0,4.6,5,82.0,2.0,0,,3,1.2,5.0,8.0,-3.0,-0.66,-0.51,Matches
Alecsandro,br BRA,FW,33.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,0,0.25,5.0,8.0,-3.0,-0.75,-0.6,Matches
Eduardo da Silva,hr CRO,FW,31.0,9,317.0,35.0,9.3,3.5,4,71.0,1.0,5,7.0,2,0.78,5.0,4.0,1.0,0.28,0.54,Matches
Pablo Armero,co COL,"DF,MF",28.0,4,294.0,74.0,8.6,3.3,4,74.0,2.0,0,,6,1.5,7.0,5.0,2.0,0.61,0.9,Matches
Anderson Pico,br BRA,DF,26.0,4,262.0,66.0,7.7,2.9,4,66.0,1.0,0,,13,0.25,2.0,5.0,-3.0,-1.03,-0.89,Matches
Bressan,br BRA,DF,22.0,4,277.0,69.0,8.1,3.1,3,90.0,3.0,1,6.0,4,1.0,5.0,7.0,-2.0,-0.65,-0.48,Matches
Jajá,br BRA,MF,19.0,5,193.0,39.0,5.6,2.1,3,59.0,0.0,2,8.0,25,1.2,1.0,3.0,-2.0,-0.93,-0.77,Matches
Ederson,br BRA,MF,29.0,8,289.0,36.0,8.5,3.2,2,64.0,0.0,6,27.0,1,1.25,8.0,7.0,1.0,0.31,0.57,Matches
Almir Lopes de Luna,br BRA,"FW,MF",32.0,7,174.0,25.0,5.1,1.9,2,61.0,0.0,5,11.0,20,0.71,0.0,2.0,-2.0,-1.03,-0.87,Matches
Arthur Maia,br BRA,MF,22.0,5,171.0,34.0,5.0,1.9,1,48.0,0.0,4,31.0,10,1.2,2.0,5.0,-3.0,-1.58,-1.44,Matches
Thiago Santos,br BRA,FW,19.0,1,25.0,25.0,0.7,0.3,0,,0.0,1,24.0,4,0.0,0.0,1.0,-1.0,-3.6,-3.41,Matches
Lucas Mugni,ar ARG,MF,23.0,1,19.0,19.0,0.6,0.2,0,,0.0,1,18.0,1,0.0,1.0,2.0,-1.0,-4.74,-4.55,Matches
Rodrigo Frauches,br BRA,DF,22.0,1,10.0,10.0,0.3,0.1,0,,0.0,1,9.0,14,3.0,0.0,0.0,0.0,0.0,0.21,Matches
Matheus Sávio,br BRA,MF,17.0,1,8.0,8.0,0.2,0.1,0,,0.0,1,7.0,7,0.0,0.0,1.0,-1.0,-11.25,-11.07,Matches
Ronaldo,br BRA,MF,18.0,1,5.0,5.0,0.1,0.1,0,,0.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.21,Matches
Douglas Baggio,br BRA,"FW,MF",19.0,0,,,,,0,,0.0,0,,14,,,,,,,Matches
Daniel,br BRA,GK,19.0,0,,,,,0,,0.0,0,,23,,,,,,,Matches
Rafael Dumas,br BRA,DF,19.0,0,,,,,0,,0.0,0,,7,,,,,,,Matches
Mosquito,br BRA,GK,18.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Thallyson,br BRA,DF,23.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Squad Total,,,26.4,38,3420.0,90.0,100.0,38.0,418,84.0,,105,23.0,318,1.29,45.0,53.0,-8.0,-0.21,,
Opponent Total,,,26.4,38,3420.0,90.0,100.0,38.0,418,84.0,,114,25.0,267,1.61,53.0,45.0,8.0,0.21,,
