Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Éverton,br BRA,MF,26.0,33,32,2695.0,29.9,4.0,2.0,6.0,4.0,0.0,0.0,9.0,1.0,0.13,0.07,0.2,0.13,0.2,Matches
Márcio Araújo,br BRA,"DF,MF",30.0,33,30,2743.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Héctor Canteros,ar ARG,MF,25.0,34,30,2540.0,28.2,2.0,4.0,6.0,2.0,0.0,0.0,9.0,1.0,0.07,0.14,0.21,0.07,0.21,Matches
Wallace Reis,br BRA,DF,27.0,28,28,2425.0,26.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches
Pará,br BRA,"DF,MF",28.0,29,28,2388.0,26.5,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.04,0.08,0.11,0.04,0.11,Matches
Paulo Victor Vidotti,br BRA,GK,28.0,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alan Patrick,br BRA,MF,23.0,26,22,2028.0,22.5,7.0,5.0,12.0,7.0,0.0,1.0,5.0,0.0,0.31,0.22,0.53,0.31,0.53,Matches
Jorge,br BRA,DF,18.0,22,22,1964.0,21.8,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches
Emerson Sheik,qa QAT,FW,36.0,22,22,1826.0,20.3,5.0,1.0,6.0,5.0,0.0,0.0,6.0,0.0,0.25,0.05,0.3,0.25,0.3,Matches
Samir Santos,br BRA,DF,20.0,20,19,1625.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
César,br BRA,DF,22.0,20,18,1692.0,18.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Jonas,br BRA,MF,23.0,19,15,1153.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
César,br BRA,GK,23.0,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paolo Guerrero,pe PER,FW,31.0,15,14,1241.0,13.8,3.0,4.0,7.0,3.0,0.0,0.0,8.0,1.0,0.22,0.29,0.51,0.22,0.51,Matches
Gabriel,br BRA,"FW,MF",25.0,24,14,1217.0,13.5,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.3,0.07,0.37,0.3,0.37,Matches
Paulinho,br BRA,"FW,MF",26.0,25,11,1218.0,13.5,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
Marcelo Cirino,br BRA,"FW,MF",23.0,21,10,1086.0,12.1,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.08,0.17,0.25,0.08,0.25,Matches
Kayke Rodrigues,br BRA,FW,26.0,16,10,974.0,10.8,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,0.55,0.28,0.83,0.55,0.83,Matches
Ayrton Ganino,br BRA,DF,29.0,13,9,882.0,9.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Marcelo,br BRA,DF,23.0,11,8,822.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luiz Antônio,br BRA,"DF,MF",23.0,14,6,743.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches
Víctor Cáceres,py PAR,"DF,MF",29.0,5,5,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alecsandro,br BRA,FW,33.0,4,4,360.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,0.5,0.25,0.5,Matches
Eduardo da Silva,hr CRO,FW,31.0,9,4,317.0,3.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.57,0.28,0.85,0.57,0.85,Matches
Pablo Armero,co COL,"DF,MF",28.0,4,4,294.0,3.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.61,Matches
Anderson Pico,br BRA,DF,26.0,4,4,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bressan,br BRA,DF,22.0,4,3,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jajá,br BRA,MF,19.0,5,3,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ederson,br BRA,MF,29.0,8,2,289.0,3.2,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.93,0.31,1.25,0.93,1.25,Matches
Almir Lopes de Luna,br BRA,"FW,MF",32.0,7,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Arthur Maia,br BRA,MF,22.0,5,1,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Santos,br BRA,FW,19.0,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Mugni,ar ARG,MF,23.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Frauches,br BRA,DF,22.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Sávio,br BRA,MF,17.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
