Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Pará,br BRA,"DF,MF",30.0,29,27,2463.0,27.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches
Willian Arão,br BRA,"DF,MF",24.0,30,26,2335.0,25.9,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.04,0.15,0.19,0.04,0.19,Matches
Everton Ribeiro,br BRA,"FW,MF",27.0,29,26,2324.0,25.8,4.0,4.0,8.0,3.0,1.0,2.0,2.0,0.0,0.15,0.15,0.31,0.12,0.27,Matches
Márcio Araújo,br BRA,"DF,MF",32.0,27,26,2162.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Éverton,br BRA,MF,28.0,27,26,2161.0,24.0,4.0,7.0,11.0,4.0,0.0,0.0,6.0,0.0,0.17,0.29,0.46,0.17,0.46,Matches
Réver,br BRA,DF,32.0,25,25,2222.0,24.7,5.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches
Diego,br BRA,MF,31.0,27,24,2147.0,23.9,10.0,2.0,12.0,7.0,3.0,4.0,6.0,0.0,0.42,0.08,0.5,0.29,0.38,Matches
Miguel Trauco,pe PER,"DF,MF",24.0,23,22,1900.0,21.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches
Gustavo Cuellar,co COL,MF,24.0,25,22,1860.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Vaz,br BRA,DF,28.0,20,20,1755.0,19.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Diego Alves,br BRA,GK,31.0,19,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rhodolfo,br BRA,DF,30.0,19,18,1578.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paolo Guerrero,pe PER,FW,33.0,19,18,1536.0,17.1,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,0.35,0.12,0.47,0.35,0.47,Matches
Renê,br BRA,DF,24.0,17,13,1236.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodinei,br BRA,DF,25.0,19,13,1222.0,13.6,2.0,3.0,5.0,2.0,0.0,0.0,4.0,1.0,0.15,0.22,0.37,0.15,0.37,Matches
Juan,br BRA,DF,37.0,13,13,1170.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
Mosquito,br BRA,GK,20.0,11,11,990.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Lucas Paquetá,br BRA,"FW,MF",19.0,17,10,945.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches
Felipe Vizeu,br BRA,FW,19.0,18,8,923.0,10.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.2,0.1,0.29,0.2,0.29,Matches
Orlando Berrío,co COL,"FW,MF",25.0,19,8,799.0,8.9,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.23,0.23,0.45,0.23,0.45,Matches
Geuvânio,br BRA,"FW,MF",24.0,16,8,636.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alex Muralha,br BRA,GK,27.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leandro Damião,br BRA,FW,27.0,7,5,481.0,5.3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,Matches
Matheus Sávio,br BRA,MF,19.0,7,5,332.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches
