Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2014-02-12,18:00,Libertadores,Second stage,Wed,Away,L,1,2,mx León,,33000.0,,,,Hernando Buitrago,Match Report,
2014-02-26,22:00,Libertadores,Second stage,Wed,Home,W,3,1,ec CS Emelec,,60000.0,,,,Néstor Pitana,Match Report,
2014-03-12,22:00,Libertadores,Second stage,Wed,Home,D,2,2,bo Bolívar,,,,,,Enrique Osses,Match Report,
2014-03-19,21:00,Libertadores,Second stage,Wed,Away,L,0,1,bo Bolívar,,,,,,Mario Díaz de Vivar,Match Report,
2014-04-02,19:00,Libertadores,Second stage,Wed,Away,W,2,1,ec CS Emelec,,,,,,Julio Bascuñán,Match Report,
2014-04-09,21:00,Libertadores,Second stage,Wed,Home,L,2,3,mx León,,,,,,Diego Abal,Match Report,
2014-04-20,18:30,Série A,Matchweek 1,Sun,Home,D,0,0,Goiás,,19012.0,,4-1-2-1-2◆,4-1-2-1-2,Anderson Daronco,Match Report,
2014-04-27,16:00,Série A,Matchweek 2,Sun,Away,L,0,2,Corinthians,,36402.0,,4-2-2-2,4-2-2-2,Leandro Pedro Vuaden,Match Report,
2014-05-04,16:00,Série A,Matchweek 3,Sun,Home,W,4,2,Palmeiras,,21082.0,,4-2-3-1,4-2-3-1,Paulo Henrique De Godoy Bezerra,Match Report,
2014-05-11,16:00,Série A,Matchweek 4,Sun,Away,L,0,2,Fluminense,,30766.0,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2014-05-18,16:00,Série A,Matchweek 5,Sun,Home,L,0,2,São Paulo,,25118.0,,4-2-2-2,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2014-05-21,19:30,Série A,Matchweek 6,Wed,Home,D,1,1,Bahia,,10924.0,,4-2-3-1,4-3-2-1,Gilberto Rodrigues Castro Junior,Match Report,
2014-05-25,16:00,Série A,Matchweek 7,Sun,Away,D,0,0,Santos,,7182.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2014-05-29,19:30,Série A,Matchweek 8,Thu,Home,D,1,1,Figueirense,,4577.0,,4-2-3-1,4-1-2-1-2,Thiago Duarte Peixoto,Match Report,
2014-06-01,16:00,Série A,Matchweek 9,Sun,Away,L,0,3,Cruzeiro,,10283.0,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
