Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Agustín Rossi,ar ARG,GK,28.0,35.0,7,0.2,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ayrton Lucas,br BRA,DF,26.0,26.6,59,2.22,46,3,3,5,1,1,5,0.19,4,0,1,0,0,0,Matches
Gerson,br BRA,"MF,FW",26.0,27.3,111,4.07,90,5,3,5,6,2,16,0.59,10,2,0,1,3,0,Matches
Fabrício Bruno,br BRA,DF,27.0,25.7,17,0.66,15,0,0,1,0,1,1,0.04,0,0,0,0,0,1,Matches
Wesley,br BRA,DF,20.0,26.0,69,2.65,61,0,1,2,4,1,3,0.12,2,0,0,1,0,0,Matches
Bruno Henrique,br BRA,"FW,MF",33.0,23.0,59,2.57,41,0,5,6,7,0,8,0.35,3,0,0,2,3,0,Matches
Léo Pereira,br BRA,DF,28.0,22.5,26,1.16,23,0,1,1,0,1,3,0.13,3,0,0,0,0,0,Matches
Leo Ortiz,br BRA,"DF,MF",28.0,20.9,32,1.53,28,0,0,2,0,2,2,0.1,2,0,0,0,0,0,Matches
David Luiz,br BRA,DF,36.0,19.5,31,1.59,26,1,0,4,0,0,1,0.05,1,0,0,0,0,0,Matches
Erick Pulgar,cl CHI,MF,30.0,19.4,46,2.37,38,3,1,2,0,2,5,0.26,5,0,0,0,0,0,Matches
Pedro,br BRA,FW,26.0,18.4,48,2.61,35,0,3,4,3,3,11,0.6,7,0,1,1,2,0,Matches
Allan,br BRA,MF,26.0,15.7,31,1.98,29,0,0,1,0,1,1,0.06,1,0,0,0,0,0,Matches
Luiz Araújo,br BRA,"FW,MF",27.0,17.4,69,3.97,41,13,5,6,2,2,10,0.58,4,3,1,1,1,0,Matches
Guillermo Varela,uy URU,DF,30.0,11.5,17,1.48,14,0,1,0,1,1,2,0.17,2,0,0,0,0,0,Matches
Nicolás De La Cruz,uy URU,MF,26.0,11.2,72,6.42,49,13,1,2,7,0,7,0.62,6,1,0,0,0,0,Matches
Giorgian De Arrascaeta,uy URU,MF,29.0,11.2,57,5.09,37,9,4,2,3,2,12,1.07,8,0,2,2,0,0,Matches
Everton Soares,br BRA,FW,27.0,6.0,13,2.18,9,1,2,0,1,0,3,0.5,1,1,0,0,1,0,Matches
Evertton,br BRA,MF,20.0,8.9,20,2.24,13,0,2,4,0,1,2,0.22,1,0,0,1,0,0,Matches
Carlos Alcaraz,ar ARG,"MF,FW",21.0,8.3,38,4.55,25,8,2,1,1,1,1,0.12,1,0,0,0,0,0,Matches
Lorran,br BRA,"MF,FW",17.0,7.8,36,4.58,30,3,0,2,0,1,5,0.64,4,0,0,0,0,1,Matches
