Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Willian Arão,br BRA,MF,26.0,32.6,3,0,0,53,20,1,20,51,42,0,0,1,197,61,78,43.9,Matches
Diego Alves,br BRA,GK,33.0,32.0,0,0,0,0,4,0,0,0,1,0,0,0,40,4,0,100.0,Matches
Bruno Henrique,br BRA,"FW,MF",28.0,28.6,9,0,0,59,73,9,28,9,18,1,1,0,81,92,94,49.5,Matches
Gabriel Barbosa,br BRA,FW,22.0,28.2,13,1,1,21,29,17,36,2,15,1,0,0,63,6,11,35.3,Matches
Rodrigo Caio,br BRA,DF,25.0,26.9,4,0,0,32,12,0,1,27,15,0,2,0,133,113,35,76.4,Matches
Everton Ribeiro,br BRA,"MF,FW",29.0,27.3,3,0,0,29,52,1,130,17,27,0,0,0,128,17,37,31.5,Matches
Gerson,br BRA,MF,21.0,22.2,3,0,0,58,79,0,8,20,25,0,0,0,122,26,26,50.0,Matches
Pablo Marí,es ESP,DF,25.0,22.0,4,0,0,28,5,2,1,22,16,0,2,0,96,55,23,70.5,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",24.0,20.2,1,0,0,26,50,0,91,10,33,1,1,0,116,12,22,35.3,Matches
Renê,br BRA,DF,26.0,18.9,2,0,0,21,9,0,51,30,41,0,0,0,106,31,15,67.4,Matches
Rafinha,br BRA,DF,33.0,17.4,8,0,0,28,18,1,59,22,22,1,0,0,85,17,11,60.7,Matches
Filipe Luís,br BRA,DF,33.0,14.1,2,0,0,26,13,0,49,23,27,0,0,0,96,14,12,53.8,Matches
Robert Piris Da Motta,py PAR,MF,24.0,14.4,3,0,0,22,19,0,2,14,15,0,0,0,83,22,14,61.1,Matches
Vitinho,br BRA,"FW,MF",25.0,12.9,3,0,0,33,21,3,98,3,10,0,0,0,49,28,26,51.9,Matches
Rodinei,br BRA,DF,27.0,12.5,5,0,0,21,10,2,28,10,23,0,0,0,63,13,8,61.9,Matches
Matheus Thuler,br BRA,DF,19.0,11.6,2,0,0,14,4,0,0,8,9,0,1,0,39,27,23,54.0,Matches
Diego,br BRA,MF,33.0,9.9,5,0,0,18,30,0,25,4,9,0,0,0,58,4,5,44.4,Matches
Reinier,br BRA,"MF,FW",17.0,7.9,1,0,0,13,7,0,11,4,12,0,0,0,20,9,18,33.3,Matches
Gustavo Cuellar,co COL,MF,26.0,7.9,2,0,0,10,4,0,0,13,20,0,0,0,70,3,1,75.0,Matches
Rhodolfo,br BRA,DF,32.0,7.6,0,0,0,15,1,0,2,8,3,0,0,0,25,16,7,69.6,Matches
Léo Duarte,br BRA,DF,22.0,6.7,2,0,0,11,3,0,1,4,5,0,0,0,21,17,14,54.8,Matches
César,br BRA,GK,27.0,6.0,1,1,0,0,1,0,0,0,0,0,0,0,4,2,1,66.7,Matches
Pará,br BRA,DF,32.0,5.9,3,0,0,6,3,0,20,6,8,0,0,0,23,8,5,61.5,Matches
Miguel Trauco,pe PER,DF,26.0,5.0,2,0,0,7,0,0,19,4,5,0,0,0,17,3,7,30.0,Matches
Orlando Berrío,co COL,"FW,MF",27.0,5.0,3,1,1,15,4,0,21,1,8,0,1,0,25,9,13,40.9,Matches
Lincoln,br BRA,"FW,MF",18.0,4.4,1,0,0,6,8,1,2,0,6,1,0,0,16,5,9,35.7,Matches
Lucas Silva,br BRA,"FW,MF",21.0,2.6,0,0,0,2,5,0,2,0,2,0,0,0,9,1,6,14.3,Matches
João Lucas,br BRA,DF,20.0,2.4,1,0,0,4,4,0,5,5,2,0,0,0,10,2,3,40.0,Matches
Ronaldo,br BRA,MF,22.0,2.0,2,0,0,8,1,0,0,0,2,0,0,0,13,1,1,50.0,Matches
Hugo Moura,br BRA,MF,21.0,1.0,1,0,0,1,0,0,0,3,1,0,0,0,6,0,0,,Matches
Dantas,br BRA,DF,20.0,0.7,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,100.0,Matches
Vitor Gabriel,br BRA,FW,19.0,0.5,0,0,0,2,1,0,0,1,0,0,0,0,0,3,0,100.0,Matches
Rafael Santos,br BRA,DF,20.0,0.3,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,50.0,Matches
Vinicius Souza,br BRA,MF,19.0,0.3,0,0,0,2,0,0,0,1,1,0,0,0,4,1,0,100.0,Matches
Bill,br BRA,FW,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Gabriel Batista,br BRA,GK,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Juan,br BRA,FW,39.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.8,38.0,90,3,2,592,492,38,710,323,424,5,8,1,1820,624,526,54.3,
Opponent Total,,,27.4,38.0,87,9,2,527,559,74,476,401,412,6,8,1,1685,526,624,45.7,
