Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Willian Arão,br BRA,MF,26.0,32.6,2141,60,334,1463,365,47,2141,15,13,86.7,2,13.3,1266,4818,2389,19,34,3,26,10,1516,52,Matches
Diego Alves,br BRA,GK,33.0,32.0,797,694,794,3,0,0,797,1,1,100.0,0,0.0,379,2127,1114,0,0,0,0,0,271,0,Matches
Bruno Henrique,br BRA,"FW,MF",28.0,28.6,1197,30,76,437,700,193,1197,86,45,52.3,41,47.7,826,5284,2542,95,75,39,100,59,982,304,Matches
Gabriel Barbosa,br BRA,FW,22.0,28.2,1054,1,25,400,647,180,1049,76,39,51.3,37,48.7,683,4765,2463,91,68,50,46,24,837,233,Matches
Rodrigo Caio,br BRA,DF,25.0,26.9,1582,136,687,842,68,46,1582,4,2,50.0,2,50.0,969,5343,3234,27,12,0,6,2,1068,3,Matches
Everton Ribeiro,br BRA,"MF,FW",29.0,27.3,1884,14,117,736,1052,99,1884,90,56,62.2,34,37.8,1232,8042,4715,156,128,23,73,50,1416,265,Matches
Gerson,br BRA,MF,21.0,22.2,1541,29,152,999,406,31,1541,48,36,75.0,12,25.0,1080,6203,3044,56,66,9,30,23,1202,87,Matches
Pablo Marí,es ESP,DF,25.0,22.0,1353,78,476,860,21,12,1353,4,4,100.0,0,0.0,837,3862,2318,15,2,0,5,3,934,5,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",24.0,20.2,1338,8,87,624,653,94,1337,77,50,64.9,27,35.1,886,4793,2438,74,66,15,48,45,1004,175,Matches
Renê,br BRA,DF,26.0,18.9,1564,53,348,747,483,22,1564,27,12,44.4,15,55.6,784,3701,2187,34,41,6,21,11,958,120,Matches
Rafinha,br BRA,DF,33.0,17.4,1505,35,305,741,469,28,1505,37,15,40.5,22,59.5,859,3873,2242,52,36,8,13,6,996,120,Matches
Filipe Luís,br BRA,DF,33.0,14.1,1178,27,214,663,319,16,1178,29,13,44.8,16,55.2,716,3874,2238,45,40,5,10,10,749,55,Matches
Robert Piris Da Motta,py PAR,MF,24.0,14.4,816,34,195,559,69,2,816,9,6,66.7,3,33.3,464,2034,788,4,5,1,8,9,549,4,Matches
Vitinho,br BRA,"FW,MF",25.0,12.9,738,12,58,225,466,70,738,67,46,68.7,21,31.3,476,3286,1952,78,50,26,24,21,531,146,Matches
Rodinei,br BRA,DF,27.0,12.5,761,34,160,347,270,20,761,46,32,69.6,14,30.4,423,2700,1550,38,39,5,10,4,414,81,Matches
Matheus Thuler,br BRA,DF,19.0,11.6,564,61,256,302,11,2,564,8,6,75.0,2,25.0,334,2239,1459,11,9,0,3,1,363,0,Matches
Diego,br BRA,MF,33.0,9.9,710,4,58,406,255,25,709,18,14,77.8,4,22.2,487,3104,1491,31,31,2,14,5,563,42,Matches
Reinier,br BRA,"MF,FW",17.0,7.9,328,4,15,136,177,41,328,10,8,80.0,2,20.0,217,1313,557,21,12,6,27,9,259,73,Matches
Gustavo Cuellar,co COL,MF,26.0,7.9,559,17,116,383,65,2,559,8,7,87.5,1,12.5,359,1880,780,1,12,0,1,6,415,6,Matches
Rhodolfo,br BRA,DF,32.0,7.6,410,33,177,224,11,1,410,1,0,0.0,1,100.0,263,1535,985,6,2,0,4,0,296,2,Matches
Léo Duarte,br BRA,DF,22.0,6.7,301,27,134,161,7,4,301,2,2,100.0,0,0.0,149,1081,684,4,2,0,2,0,191,1,Matches
César,br BRA,GK,27.0,6.0,127,112,127,0,0,0,127,0,0,,0,,62,405,294,0,0,0,0,0,23,0,Matches
Pará,br BRA,DF,32.0,5.9,391,17,82,183,128,4,391,7,2,28.6,5,71.4,164,934,530,11,3,1,6,3,235,41,Matches
Miguel Trauco,pe PER,DF,26.0,5.0,360,16,66,178,118,7,360,8,5,62.5,3,37.5,162,700,395,12,9,3,2,2,239,33,Matches
Orlando Berrío,co COL,"FW,MF",27.0,5.0,202,4,21,79,106,29,202,17,8,47.1,9,52.9,126,709,422,17,10,6,11,9,137,56,Matches
