Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Agustín Rossi,ar ARG,GK,28.0,35.0,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,6,1,Matches
Ayrton Lucas,br BRA,DF,26.0,26.6,49,32,28,13,8,21,41,51.2,20,23,3,20,16,65,38,0,Matches
Gerson,br BRA,"MF,FW",26.0,27.3,57,38,27,19,11,17,36,47.2,19,23,5,18,5,62,19,0,Matches
Fabrício Bruno,br BRA,DF,27.0,25.7,30,19,22,7,1,18,21,85.7,3,21,17,4,14,44,117,0,Matches
Wesley,br BRA,DF,20.0,26.0,70,55,38,27,5,36,67,53.7,31,36,15,21,38,108,66,1,Matches
Bruno Henrique,br BRA,"FW,MF",33.0,23.0,30,16,9,14,7,8,23,34.8,15,23,0,23,12,42,19,0,Matches
Léo Pereira,br BRA,DF,28.0,22.5,31,22,20,11,0,20,33,60.6,13,22,15,7,14,45,80,0,Matches
Leo Ortiz,br BRA,"DF,MF",28.0,20.9,31,14,19,10,2,14,24,58.3,10,17,8,9,16,47,56,1,Matches
David Luiz,br BRA,DF,36.0,19.5,11,8,5,5,1,2,6,33.3,4,19,12,7,15,26,74,1,Matches
Erick Pulgar,cl CHI,MF,30.0,19.4,51,28,22,19,10,27,51,52.9,24,20,7,13,29,80,27,1,Matches
Pedro,br BRA,FW,26.0,18.4,12,5,0,6,6,2,5,40.0,3,15,2,13,6,18,15,0,Matches
Allan,br BRA,MF,26.0,15.7,30,15,9,18,3,14,26,53.8,12,15,5,10,22,52,20,1,Matches
Luiz Araújo,br BRA,"FW,MF",27.0,17.4,37,25,14,15,8,13,29,44.8,16,25,3,22,20,57,14,0,Matches
Guillermo Varela,uy URU,DF,30.0,11.5,18,13,12,2,4,10,15,66.7,5,12,5,7,13,31,24,0,Matches
Nicolás De La Cruz,uy URU,MF,26.0,11.2,20,14,2,12,6,8,21,38.1,13,16,4,12,8,28,6,2,Matches
Giorgian De Arrascaeta,uy URU,MF,29.0,11.2,16,12,3,6,7,7,25,28.0,18,13,1,12,4,20,3,0,Matches
Everton Soares,br BRA,FW,27.0,6.0,9,6,1,5,3,1,6,16.7,5,10,0,10,2,11,5,0,Matches
Evertton,br BRA,MF,20.0,8.9,21,15,7,9,5,10,17,58.8,7,11,4,7,16,37,13,1,Matches
Carlos Alcaraz,ar ARG,"MF,FW",21.0,8.3,20,11,8,11,1,8,20,40.0,12,13,2,11,5,25,5,0,Matches
Lorran,br BRA,"MF,FW",17.0,7.8,17,15,9,5,3,6,16,37.5,10,6,0,6,2,19,1,0,Matches
Gonzalo Plata,ec ECU,"FW,MF",23.0,7.6,14,12,7,4,3,4,17,23.5,13,11,1,10,4,18,3,0,Matches
Matheus Gonçalves,br BRA,"FW,MF",18.0,7.6,14,9,4,3,7,7,19,36.8,12,7,0,7,12,26,4,1,Matches
Gabriel Barbosa,br BRA,"FW,MF",27.0,8.4,5,3,2,2,1,3,8,37.5,5,2,0,2,0,5,0,0,Matches
Michael,br BRA,"FW,MF",27.0,7.3,9,6,1,3,5,3,9,33.3,6,5,0,5,2,11,5,0,Matches
Alex Sandro,br BRA,DF,33.0,5.7,13,8,5,6,2,2,4,50.0,2,2,0,2,8,21,12,0,Matches
Carlinhos,br BRA,FW,26.0,4.7,5,1,2,1,2,2,4,50.0,2,0,0,0,0,5,5,0,Matches
Matías Viña,uy URU,DF,26.0,4.7,8,5,3,5,0,5,10,50.0,5,5,0,5,5,13,14,0,Matches
Matheus Cunha,br BRA,GK,22.0,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Igor,br BRA,MF,20.0,0.8,4,3,2,1,1,1,1,100.0,0,4,2,2,3,7,0,0,Matches
Victor Hugo,br BRA,"FW,MF",19.0,2.9,5,4,2,2,1,2,6,33.3,4,2,0,2,0,5,2,0,Matches
Cleiton,br BRA,DF,20.0,1.1,2,2,2,0,0,1,2,50.0,1,0,0,0,0,2,0,0,Matches
Werton,br BRA,"MF,FW",20.0,0.5,3,2,1,2,0,2,4,50.0,2,1,0,1,1,4,0,0,Matches
Guilherme,br BRA,MF,17.0,0.4,2,2,0,1,1,1,3,33.3,2,1,0,1,0,2,1,0,Matches
Wallace,br BRA,"MF,FW",18.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Felipe Teresa,br BRA,"MF,FW",18.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
João Victor,br BRA,DF,17.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Ogundana Shola,ng NGA,MF,18.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Daniel Sales,br BRA,DF,17.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.3,38.0,645,421,287,244,114,276,572,48.3,296,380,111,269,293,938,655,10,
Opponent Total,,,27.7,38.0,685,431,338,270,77,345,699,49.4,354,471,152,319,335,1020,887,16,
