Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Gustavo Henrique,br BRA,DF,27.0,21,17,1586.0,17.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.2,2.2,0.6,2.8,6.0,76.0,3.0,0.11,0.0,0.11,0.11,0.11,0.12,0.04,0.16,0.12,0.16,Matches
Andreas Pereira,br BRA,MF,25.0,18,16,1383.0,15.4,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,1.9,1.9,1.9,3.8,31.0,97.0,46.0,0.33,0.07,0.39,0.33,0.39,0.13,0.12,0.25,0.13,0.25,Matches
Pedro,br BRA,FW,23.0,24,15,1414.0,15.7,7.0,5.0,12.0,7.0,0.0,0.0,3.0,0.0,6.6,6.6,3.1,9.8,18.0,34.0,89.0,0.45,0.32,0.76,0.45,0.76,0.42,0.2,0.62,0.42,0.62,Matches
Mauricio Isla,cl CHI,DF,32.0,15,15,1141.0,12.7,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.6,1.9,15.0,72.0,112.0,0.0,0.32,0.32,0.0,0.32,0.02,0.13,0.15,0.02,0.15,Matches
Thiago Maia,br BRA,MF,23.0,23,12,1167.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,23.0,87.0,36.0,0.08,0.0,0.08,0.08,0.08,0.09,0.03,0.12,0.09,0.12,Matches
João Gomes,br BRA,MF,19.0,19,11,1003.0,11.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,2.4,3.5,28.0,65.0,39.0,0.0,0.09,0.09,0.0,0.09,0.1,0.21,0.31,0.1,0.31,Matches
Giorgian De Arrascaeta,uy URU,MF,26.0,14,11,921.0,10.2,1.0,6.0,7.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,3.4,5.5,33.0,87.0,102.0,0.1,0.59,0.68,0.1,0.68,0.21,0.33,0.54,0.21,0.54,Matches
Bruno Viana,br BRA,DF,25.0,18,8,869.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,3.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Renê,br BRA,DF,28.0,19,8,796.0,8.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.7,0.7,32.0,47.0,47.0,0.11,0.11,0.23,0.11,0.23,0.01,0.07,0.08,0.01,0.08,Matches
Ramon,br BRA,DF,19.0,12,8,659.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,13.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.08,0.02,0.08,Matches
Hugo Souza,br BRA,GK,22.0,8,7,693.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
David Luiz,br BRA,DF,33.0,7,7,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches
Gabriel Batista,br BRA,GK,22.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kenedy,br BRA,"FW,MF",24.0,14,4,485.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.5,2.0,14.0,14.0,52.0,0.19,0.19,0.37,0.19,0.37,0.28,0.08,0.37,0.28,0.37,Matches
Gerson,br BRA,MF,23.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,12.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.23,0.15,0.23,Matches
Vitor Gabriel,br BRA,FW,21.0,7,4,351.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,0.5,2.0,2.0,1.0,16.0,0.0,0.26,0.26,0.0,0.26,0.37,0.14,0.51,0.37,0.51,Matches
Rodinei,br BRA,"DF,FW",29.0,18,3,484.0,5.4,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.6,1.8,36.0,36.0,62.0,0.0,0.56,0.56,0.0,0.56,0.04,0.29,0.33,0.04,0.33,Matches
Rodrigo Muniz,br BRA,FW,19.0,9,3,351.0,3.9,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.5,2.5,1.1,3.6,4.0,5.0,12.0,0.77,0.26,1.03,0.77,1.03,0.63,0.29,0.92,0.63,0.92,Matches
Lázaro,br BRA,"MF,FW",18.0,7,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,5.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.19,0.12,0.31,0.19,0.31,Matches
Robert Piris Da Motta,py PAR,"MF,FW",26.0,5,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Gabriel Noga,br BRA,DF,19.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wesley,br BRA,DF,17.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
André Inácio,br BRA,MF,18.0,1,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Hugo Moura,br BRA,MF,23.0,5,0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches
Max,br BRA,"MF,FW",19.0,6,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.23,0.03,0.23,Matches
Matheus França,br BRA,MF,16.0,2,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches
Thiaguinho,br BRA,"MF,FW",19.0,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52,Matches
Ryan Luka,br BRA,FW,17.0,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9,Matches
Werton,br BRA,FW,17.0,2,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.63,Matches
Otavio Ataide,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
César,br BRA,GK,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Cleiton,br BRA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Matheus Cunha,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
João Fernando,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mateusão,br BRA,FW,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Yuri de Oliveira,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.4,38,418,3420.0,38.0,67.0,55.0,122.0,64.0,3.0,4.0,84.0,3.0,66.5,63.4,50.3,113.7,894.0,2055.0,2033.0,1.76,1.45,3.21,1.68,3.13,1.75,1.32,3.07,1.67,2.99,
Opponent Total,,,26.9,38,418,3420.0,38.0,36.0,27.0,63.0,36.0,0.0,1.0,87.0,8.0,40.3,39.5,30.9,70.3,570.0,1095.0,1089.0,0.95,0.71,1.66,0.95,1.66,1.06,0.81,1.87,1.04,1.85,
