Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Willian Arão,br BRA,"MF,DF",28.0,30,29,2583.0,28.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.8,2.4,17.0,187.0,21.0,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Matches
Diego Alves,br BRA,GK,35.0,26,26,2277.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Michael,br BRA,"FW,MF",24.0,35,23,2195.0,24.4,14.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,10.0,10.0,6.0,16.1,143.0,64.0,363.0,0.57,0.16,0.74,0.57,0.74,0.41,0.25,0.66,0.41,0.66,Matches
Everton Ribeiro,br BRA,"FW,MF",31.0,22,22,1723.0,19.1,2.0,3.0,5.0,2.0,0.0,0.0,3.0,1.0,2.5,2.5,3.2,5.7,59.0,169.0,172.0,0.1,0.16,0.26,0.1,0.26,0.13,0.17,0.3,0.13,0.3,Matches
Bruno Henrique,br BRA,"FW,MF",30.0,24,21,1900.0,21.1,11.0,5.0,16.0,11.0,0.0,0.0,7.0,0.0,8.3,8.3,4.9,13.2,82.0,51.0,224.0,0.52,0.24,0.76,0.52,0.76,0.39,0.23,0.63,0.39,0.63,Matches
Filipe Luís,br BRA,DF,35.0,22,21,1841.0,20.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.4,1.7,55.0,199.0,50.0,0.0,0.1,0.1,0.0,0.1,0.01,0.07,0.08,0.01,0.08,Matches
Matheuzinho,br BRA,DF,20.0,30,20,1904.0,21.2,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,1.5,1.5,2.8,4.3,58.0,116.0,177.0,0.09,0.09,0.19,0.09,0.19,0.07,0.13,0.2,0.07,0.2,Matches
Léo Pereira,br BRA,DF,25.0,19,19,1660.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.2,0.7,24.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Rodrigo Caio,br BRA,DF,27.0,19,19,1637.0,18.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.3,1.3,1.0,2.3,17.0,65.0,2.0,0.0,0.05,0.05,0.0,0.05,0.07,0.06,0.13,0.07,0.13,Matches
Diego,br BRA,MF,35.0,19,19,1377.0,15.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.1,1.1,1.9,3.0,39.0,139.0,35.0,0.0,0.07,0.07,0.0,0.07,0.07,0.12,0.19,0.07,0.19,Matches
Vitinho,br BRA,"MF,FW",27.0,31,18,1594.0,17.7,4.0,8.0,12.0,4.0,0.0,0.0,7.0,0.0,4.1,4.1,5.8,9.9,74.0,100.0,137.0,0.23,0.45,0.68,0.23,0.68,0.23,0.33,0.56,0.23,0.56,Matches
Gabriel Barbosa,br BRA,FW,24.0,18,18,1482.0,16.5,12.0,5.0,17.0,9.0,3.0,4.0,6.0,1.0,13.1,9.9,3.5,13.4,32.0,79.0,124.0,0.73,0.3,1.03,0.55,0.85,0.79,0.21,1.0,0.6,0.81,Matches
