Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-02-28,21:45,Libertadores,Group stage,Wed,Home,D,2,2,ar River Plate,56,,Diego,4-1-4-1,4-4-2,Michael Espinoza,Match Report,
2018-03-14,19:45,Libertadores,Group stage,Wed,Away,W,2,1,ec CS Emelec,50,,Juan,4-1-4-1,4-2-3-1,Mario Díaz de Vivar,Match Report,
2018-04-14,19:00,Série A,Matchweek 1,Sat,Away,D,2,2,Vitória,34,12669.0,Réver,4-1-4-1,4-2-3-1,Wagner Reway,Match Report,
2018-04-18,21:45,Libertadores,Group stage,Wed,Home,D,1,1,co Santa Fe,68,,Réver,4-1-4-1,4-1-4-1,Andrés Cunha,Match Report,
2018-04-21,19:00,Série A,Matchweek 2,Sat,Home,W,2,0,América (MG),50,52106.0,Réver,4-1-4-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2018-04-25,19:45,Libertadores,Group stage,Wed,Away,D,0,0,co Santa Fe,42,,Réver,4-2-3-1,4-3-3,Daniel Fedorczuk,Match Report,
2018-04-29,16:00,Série A,Matchweek 3,Sun,Away,W,3,0,Ceará,52,52962.0,Réver,4-3-3,3-4-3,Anderson Daronco,Match Report,
2018-05-06,16:00,Série A,Matchweek 4,Sun,Home,W,2,0,Internacional,57,60182.0,Réver,4-1-4-1,4-1-4-1,Luiz Flávio de Oliveira,Match Report,
2018-05-13,16:00,Série A,Matchweek 5,Sun,Away,L,2,3,Chapecoense,57,10931.0,Juan,4-1-4-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,
2018-05-16,21:45,Libertadores,Group stage,Wed,Home,W,2,0,ec CS Emelec,48,,Réver,4-1-4-1,4-2-3-1,Diego Haro,Match Report,
2018-05-19,19:00,Série A,Matchweek 6,Sat,Home,D,1,1,Vasco da Gama,61,35208.0,Réver,4-1-4-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2018-05-23,21:45,Libertadores,Group stage,Wed,Away,D,0,0,ar River Plate,35,,Diego Alves,4-1-4-1,4-2-2-2,Andrés Cunha,Match Report,
2018-05-26,21:00,Série A,Matchweek 7,Sat,Away,W,1,0,Atlético Mineiro,33,15797.0,Diego,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,
2018-05-31,16:00,Série A,Matchweek 8,Thu,Home,W,2,0,Bahia,56,55382.0,Diego,4-1-4-1,4-2-4-0,Jean Pierre Goncalves Lima,Match Report,
2018-06-03,16:00,Série A,Matchweek 9,Sun,Home,W,1,0,Corinthians,53,49222.0,Diego,4-1-4-1,4-2-4-0,Anderson Daronco,Match Report,
2018-06-07,20:00,Série A,Matchweek 10,Thu,Away,W,2,0,Fluminense,48,60000.0,Diego Alves,4-1-4-1,5-4-1,Dewson Fernando Freitas da Silva,Match Report,
2018-06-10,19:00,Série A,Matchweek 11,Sun,Home,W,2,0,Paraná,63,59488.0,Diego,4-1-4-1,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2018-06-13,21:00,Série A,Matchweek 12,Wed,Away,D,1,1,Palmeiras,55,36882.0,Diego Alves,4-1-4-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2018-07-18,21:45,Série A,Matchweek 13,Wed,Home,L,0,1,São Paulo,71,55986.0,Réver,4-3-3,4-4-1-1,Paulo Roberto Alves Júnior,Match Report,
2018-07-21,19:00,Série A,Matchweek 14,Sat,Home,W,2,0,Botafogo (RJ),57,42182.0,Réver,4-3-3,4-3-3,Luiz Flávio de Oliveira,Match Report,
2018-07-25,21:45,Série A,Matchweek 15,Wed,Away,D,1,1,Santos,56,11843.0,Réver,4-1-4-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2018-07-29,16:00,Série A,Matchweek 16,Sun,Home,W,4,1,Sport Recife,58,58817.0,Réver,4-1-4-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2018-08-04,19:00,Série A,Matchweek 17,Sat,Away,L,0,2,Grêmio,66,14649.0,Juan,4-1-4-1,4-2-3-1,Rafael Traci,Match Report,
2018-08-08,21:45,Libertadores,Round of 16,Wed,Home,L,0,2,br Cruzeiro,64,,Réver,4-1-4-1,4-2-3-1,Néstor Pitana,Match Report,Leg 1 of 2
2018-08-12,16:00,Série A,Matchweek 18,Sun,Home,W,1,0,Cruzeiro,51,55273.0,Réver,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2018-08-19,11:00,Série A,Matchweek 19,Sun,Away,L,0,3,Ath Paranaense,67,20146.0,Everton Ribeiro,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2018-08-23,19:30,Série A,Matchweek 20,Thu,Home,W,1,0,Vitória,64,51878.0,Réver,4-1-4-1,4-3-2-1,Wilton Sampaio,Match Report,
2018-08-26,16:00,Série A,Matchweek 21,Sun,Away,D,2,2,América (MG),49,12887.0,Réver,4-1-4-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2018-08-29,21:45,Libertadores,Round of 16,Wed,Away,W,1,0,br Cruzeiro,62,,Réver,4-1-4-1,4-2-3-1,Andrés Cunha,Match Report,Leg 2 of 2; Cruzeiro won
2018-09-02,11:00,Série A,Matchweek 22,Sun,Home,L,0,1,Ceará,65,61277.0,Réver,4-3-3,4-2-3-1,Raphael Claus,Match Report,
2018-09-05,21:45,Série A,Matchweek 23,Wed,Away,L,1,2,Internacional,61,31487.0,Diego Alves,4-2-3-1,4-1-4-1,Ricardo Marques Ribeiro,Match Report,
2018-09-08,21:00,Série A,Matchweek 24,Sat,Home,W,2,0,Chapecoense,62,30647.0,Réver,4-2-3-1,4-1-4-1,Leandro Bizzio Marinho,Match Report,
2018-09-15,19:00,Série A,Matchweek 25,Sat,Away,D,1,1,Vasco da Gama,62,54288.0,Réver,4-1-4-1,4-3-2-1,Luiz Flávio de Oliveira,Match Report,
