Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Everton Ribeiro,br BRA,"FW,MF",28.0,31.3,7,58,24,41.4,1.86,0.77,0.12,0.29,,0,0,Matches
Renê,br BRA,DF,25.0,33.1,2,18,10,55.6,0.54,0.3,0.11,0.2,,0,0,Matches
Léo Duarte,br BRA,DF,21.0,32.6,1,16,4,25.0,0.49,0.12,0.06,0.25,,0,0,Matches
Lucas Paquetá,br BRA,"FW,MF",20.0,30.5,10,94,40,42.6,3.08,1.31,0.11,0.25,,0,0,Matches
Gustavo Cuellar,co COL,MF,25.0,25.7,0,10,3,30.0,0.39,0.12,0.0,0.0,,0,0,Matches
Réver,br BRA,DF,33.0,25.2,2,25,5,20.0,0.99,0.2,0.08,0.4,,0,0,Matches
Rodinei,br BRA,DF,26.0,23.1,1,20,8,40.0,0.87,0.35,0.05,0.13,,0,0,Matches
Diego Alves,br BRA,GK,32.0,23.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Diego,br BRA,MF,32.0,22.5,6,50,15,30.0,2.22,0.67,0.1,0.33,,1,1,Matches
Vitinho,br BRA,"FW,MF",24.0,18.0,3,61,19,31.1,3.4,1.06,0.05,0.16,,0,0,Matches
Pará,br BRA,"DF,MF",31.0,16.2,0,5,2,40.0,0.31,0.12,0.0,0.0,,0,0,Matches
Fernando Uribe,co COL,FW,30.0,14.7,6,33,10,30.3,2.24,0.68,0.18,0.6,,0,0,Matches
Henrique Dourado,br BRA,FW,28.0,13.0,6,21,9,42.9,1.62,0.69,0.19,0.44,,2,2,Matches
Willian Arão,br BRA,"DF,MF",25.0,16.2,2,18,3,16.7,1.11,0.18,0.11,0.67,,0,0,Matches
César,br BRA,GK,26.0,14.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Vinicius Júnior,br BRA,"FW,MF",17.0,10.8,4,32,17,53.1,2.96,1.57,0.13,0.24,,0,0,Matches
Rhodolfo,br BRA,DF,31.0,9.6,1,7,3,42.9,0.73,0.31,0.14,0.33,,0,0,Matches
Marlos Moreno,co COL,"FW,MF",21.0,7.0,1,18,8,44.4,2.57,1.14,0.06,0.13,,0,0,Matches
Robert Piris Da Motta,py PAR,MF,23.0,6.0,0,1,0,0.0,0.17,0.0,0.0,,,0,0,Matches
Matheus Thuler,br BRA,DF,18.0,5.6,1,2,1,50.0,0.36,0.18,0.5,1.0,,0,0,Matches
Jean Lucas,br BRA,MF,19.0,4.2,0,2,1,50.0,0.48,0.24,0.0,0.0,,0,0,Matches
Miguel Trauco,pe PER,"DF,MF",25.0,4.1,0,3,1,33.3,0.73,0.24,0.0,0.0,,0,0,Matches
Juan,br BRA,DF,38.0,4.0,0,2,0,0.0,0.5,0.0,0.0,,,0,0,Matches
Paolo Guerrero,pe PER,FW,34.0,4.0,1,14,3,21.4,3.51,0.75,0.07,0.33,,0,0,Matches
Jonas,br BRA,MF,26.0,3.9,0,5,0,0.0,1.3,0.0,0.0,,,0,0,Matches
Geuvânio,br BRA,"FW,MF",25.0,4.8,0,10,4,40.0,2.09,0.84,0.0,0.0,,0,0,Matches
Rômulo,br BRA,MF,27.0,3.3,0,1,0,0.0,0.3,0.0,0.0,,,0,0,Matches
Matheus Sávio,br BRA,MF,20.0,2.3,1,6,3,50.0,2.63,1.32,0.17,0.33,,0,0,Matches
Lincoln,br BRA,FW,17.0,3.0,0,5,3,60.0,1.67,1.0,0.0,0.0,,0,0,Matches
Felipe Vizeu,br BRA,FW,20.0,1.8,3,6,5,83.3,3.4,2.83,0.5,0.6,,0,0,Matches
Júlio César,br BRA,GK,38.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Orlando Berrío,co COL,"FW,MF",26.0,1.7,0,5,2,40.0,3.02,1.21,0.0,0.0,,0,0,Matches
Squad Total,,,26.6,38.0,58,548,203,37.0,14.42,5.34,0.1,0.27,,3,3,
Opponent Total,,,27.0,38.0,29,476,140,29.4,12.53,3.68,0.06,0.19,,2,4,
