Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
1,Flamengo,38,28,6,4,86,37,49,90,2.37,81.6,42.8,38.8,1.02,58809,Gabriel Barbosa - 25,Diego Alves,
2,Santos,38,22,8,8,60,33,27,74,1.95,62.1,39.8,22.3,0.59,10388,Eduardo Sasha - 14,Éverson,→ Copa Libertadores via league finish
3,Palmeiras,38,21,11,6,61,32,29,74,1.95,61.3,33.6,27.7,0.73,28413,Bruno Henrique - 10,Wéverton,→ Copa Libertadores via league finish
