Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-03-04,19:30,Libertadores,Group stage,Wed,Away,W,2,1,co Junior,1.0,1.1,53,,Everton Ribeiro,4-2-3-1,4-4-2,Alexis Herrera,Match Report,
2020-03-11,21:30,Libertadores,Group stage,Wed,Home,W,3,0,ec Barcelona,2.8,0.6,67,,Everton Ribeiro,4-2-3-1,4-2-3-1,Facundo Tello,Match Report,
2020-08-09,16:00,Série A,Matchweek 1,Sun,Home,L,0,1,Atlético Mineiro,2.2,0.7,63,,Everton Ribeiro,4-2-3-1,3-5-2,Raphael Claus,Match Report,
2020-08-12,20:30,Série A,Matchweek 2,Wed,Away,L,0,3,Atl Goianiense,1.0,1.8,65,,Everton Ribeiro,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2020-08-15,19:30,Série A,Matchweek 3,Sat,Away,W,1,0,Coritiba,1.4,0.4,63,,Everton Ribeiro,4-2-3-1,4-4-2,Rodrigo D'Alonso Ferreira,Match Report,
2020-08-19,19:15,Série A,Matchweek 4,Wed,Home,D,1,1,Grêmio,1.1,1.7,60,,Everton Ribeiro,4-2-3-1,4-3-3,Rafael Traci,Match Report,
2020-08-23,11:00,Série A,Matchweek 5,Sun,Home,D,1,1,Botafogo (RJ),1.9,1.3,66,,Diego,4-4-2,5-4-1,Leandro Pedro Vuaden,Match Report,
2020-08-30,16:00,Série A,Matchweek 6,Sun,Away,W,1,0,Santos,2.9,1.2,47,,Diego Alves,4-2-3-1,4-3-3,Wilton Sampaio,Match Report,
2020-09-02,20:30,Série A,Matchweek 7,Wed,Away,W,5,3,Bahia,3.1,0.9,58,,Everton Ribeiro,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2020-09-05,17:00,Série A,Matchweek 8,Sat,Home,W,2,1,Fortaleza,1.7,1.0,62,,Everton Ribeiro,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2020-09-09,21:30,Série A,Matchweek 9,Wed,Away,W,2,1,Fluminense,1.8,0.6,53,,Diego,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,
