Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Ayrton Lucas,br BRA,DF,24.0,31,2560.0,83.0,74.9,28.4,28,87.0,25,3,40.0,2,1.71,48.0,29.0,19.0,0.67,0.46,49.9,26.9,23.0,0.81,0.12,Matches
Matheuzinho,br BRA,DF,21.0,28,2153.0,77.0,63.0,23.9,23,87.0,17,5,32.0,3,1.64,35.0,24.0,11.0,0.46,-0.25,36.8,21.1,15.7,0.66,-0.33,Matches
Gabriel Barbosa,br BRA,FW,25.0,29,2047.0,71.0,59.9,22.7,22,86.0,12,7,23.0,0,1.66,33.0,25.0,8.0,0.35,-0.5,40.3,22.3,18.0,0.79,0.03,Matches
Pablo,br BRA,DF,30.0,23,1947.0,85.0,56.9,21.6,22,88.0,21,1,12.0,12,2.09,40.0,20.0,20.0,0.92,0.86,36.7,18.4,18.3,0.84,0.15,Matches
João Gomes,br BRA,MF,20.0,29,1880.0,65.0,55.0,20.9,22,79.0,12,7,19.0,6,1.48,31.0,23.0,8.0,0.38,-0.38,32.7,20.9,11.8,0.56,-0.48,Matches
Everton Ribeiro,br BRA,"MF,FW",32.0,30,1787.0,60.0,52.3,19.9,19,77.0,2,11,29.0,1,1.63,30.0,17.0,13.0,0.65,0.21,36.5,18.4,18.1,0.91,0.27,Matches
Santos,br BRA,GK,31.0,19,1710.0,90.0,50.0,19.0,19,90.0,19,0,,5,2.11,38.0,14.0,24.0,1.26,1.42,39.7,15.7,24.0,1.26,0.97,Matches
Thiago Maia,br BRA,MF,24.0,24,1544.0,64.0,45.1,17.2,18,78.0,10,6,25.0,6,1.46,24.0,18.0,6.0,0.35,-0.37,32.5,15.3,17.2,1.0,0.41,Matches
David Luiz,br BRA,DF,34.0,19,1424.0,75.0,41.6,15.8,17,81.0,14,2,23.0,9,1.32,22.0,19.0,3.0,0.19,-0.62,25.9,16.8,9.1,0.58,-0.35,Matches
Victor Hugo,br BRA,MF,17.0,21,1251.0,60.0,36.6,13.9,17,72.0,2,4,9.0,8,2.05,23.0,12.0,11.0,0.79,0.38,22.1,9.7,12.4,0.89,0.18,Matches
Giorgian De Arrascaeta,uy URU,MF,27.0,24,1477.0,62.0,43.2,16.4,16,82.0,6,8,21.0,1,2.0,28.0,15.0,13.0,0.79,0.42,30.9,14.4,16.4,1.0,0.39,Matches
Marinho,br BRA,FW,31.0,25,1381.0,55.0,40.4,15.3,16,74.0,2,9,22.0,8,1.58,28.0,14.0,14.0,0.91,0.6,22.0,13.5,8.5,0.55,-0.38,Matches
Everton Soares,br BRA,"FW,MF",25.0,20,1416.0,71.0,41.4,15.7,15,82.0,5,5,37.0,0,1.9,29.0,15.0,14.0,0.89,0.58,29.4,12.4,17.0,1.08,0.51,Matches
Hugo Souza,br BRA,GK,23.0,15,1286.0,86.0,37.6,14.3,14,90.0,14,1,26.0,12,1.29,22.0,17.0,5.0,0.35,-0.32,19.7,14.7,5.0,0.35,-0.69,Matches
Fabrício Bruno,br BRA,DF,25.0,13,1170.0,90.0,34.2,13.0,13,90.0,13,0,,10,2.15,26.0,11.0,15.0,1.15,0.91,24.6,9.5,15.1,1.16,0.58,Matches
Pedro,br BRA,FW,24.0,24,1174.0,49.0,34.3,13.0,12,79.0,6,12,19.0,4,1.79,23.0,10.0,13.0,1.0,0.68,28.8,15.2,13.5,1.04,0.39,Matches
Léo Pereira,br BRA,DF,26.0,13,1112.0,86.0,32.5,12.4,11,90.0,11,2,61.0,17,1.23,17.0,14.0,3.0,0.24,-0.46,22.3,12.6,9.7,0.78,0.01,Matches
Diego,br BRA,MF,36.0,19,883.0,46.0,25.8,9.8,11,72.0,4,8,11.0,15,1.84,19.0,8.0,11.0,1.12,0.77,16.1,9.7,6.3,0.64,-0.18,Matches
Willian Arão,br BRA,"MF,DF",29.0,14,922.0,66.0,27.0,10.2,10,85.0,8,4,19.0,0,1.29,12.0,11.0,1.0,0.1,-0.62,13.1,10.5,2.6,0.25,-0.72,Matches
Rodinei,br BRA,DF,30.0,16,881.0,55.0,25.8,9.8,10,78.0,4,6,17.0,15,1.41,21.0,14.0,7.0,0.72,0.22,23.5,9.1,14.4,1.47,0.93,Matches
Lázaro,br BRA,"FW,MF",19.0,21,821.0,39.0,24.0,9.1,10,67.0,1,11,13.0,3,1.76,18.0,8.0,10.0,1.1,0.72,15.9,9.3,6.6,0.72,-0.07,Matches
Arturo Vidal,cl CHI,MF,34.0,15,836.0,56.0,24.4,9.3,9,77.0,2,6,23.0,0,1.67,18.0,8.0,10.0,1.08,0.69,17.4,8.5,8.9,0.96,0.25,Matches
Andreas Pereira,br BRA,MF,26.0,13,792.0,61.0,23.2,8.8,9,81.0,5,4,16.0,1,1.31,8.0,11.0,-3.0,-0.34,-1.16,12.9,11.2,1.8,0.2,-0.75,Matches
Filipe Luís,br BRA,DF,36.0,10,635.0,64.0,18.6,7.1,8,75.0,5,2,18.0,17,0.8,11.0,7.0,4.0,0.57,0.02,13.4,6.1,7.3,1.03,0.31,Matches
Bruno Henrique,br BRA,"FW,MF",31.0,8,612.0,77.0,17.9,6.8,8,77.0,4,0,,0,1.38,9.0,9.0,0.0,0.0,-0.67,9.2,8.5,0.8,0.11,-0.81,Matches
Matheus França,br BRA,"FW,MF",17.0,17,672.0,40.0,19.6,7.5,7,77.0,1,10,13.0,2,1.65,13.0,12.0,1.0,0.13,-0.52,12.6,6.0,6.6,0.88,0.13,Matches
Rodrigo Caio,br BRA,DF,28.0,8,585.0,73.0,17.1,6.5,7,79.0,5,1,30.0,1,0.88,5.0,10.0,-5.0,-0.77,-1.59,6.8,9.3,-2.5,-0.39,-1.4,Matches
Diego Alves,br BRA,GK,36.0,5,424.0,85.0,12.4,4.7,5,85.0,4,0,,15,1.2,7.0,8.0,-1.0,-0.21,-0.87,6.0,5.4,0.6,0.12,-0.75,Matches
Vitinho,br BRA,"FW,MF",28.0,11,480.0,44.0,14.0,5.3,4,64.0,1,7,32.0,5,1.91,4.0,5.0,-1.0,-0.19,-0.86,9.2,4.4,4.8,0.9,0.14,Matches
Erick Pulgar,cl CHI,MF,28.0,6,355.0,59.0,10.4,3.9,4,81.0,2,2,15.0,4,1.33,7.0,6.0,1.0,0.25,-0.33,6.0,2.0,4.0,1.03,0.28,Matches
Mauricio Isla,cl CHI,DF,33.0,6,341.0,57.0,10.0,3.8,4,76.0,2,2,20.0,4,1.33,4.0,3.0,1.0,0.26,-0.32,4.6,3.4,1.2,0.31,-0.52,Matches
Gustavo Henrique,br BRA,DF,28.0,5,345.0,69.0,10.1,3.8,3,90.0,3,2,38.0,5,1.8,7.0,2.0,5.0,1.3,0.84,9.4,3.4,6.0,1.57,0.88,Matches
Guillermo Varela,uy URU,DF,28.0,5,261.0,52.0,7.6,2.9,3,75.0,2,2,18.0,5,2.2,4.0,2.0,2.0,0.69,0.15,4.5,2.6,1.9,0.67,-0.12,Matches
Mateusão,br BRA,"FW,MF",17.0,8,227.0,28.0,6.6,2.5,2,57.0,0,6,19.0,3,1.38,4.0,3.0,1.0,0.4,-0.17,3.4,1.7,1.7,0.68,-0.1,Matches
André Inácio,br BRA,FW,19.0,1,45.0,45.0,1.3,0.5,0,,0,1,45.0,0,0.0,0.0,1.0,-1.0,-2.0,-2.59,1.4,0.9,0.5,0.98,0.21,Matches
Marcos Paulo,br BRA,DF,19.0,1,29.0,29.0,0.8,0.3,0,,0,1,29.0,4,1.0,0.0,1.0,-1.0,-3.1,-3.69,0.0,0.4,-0.4,-1.17,-1.97,Matches
Petterson,br BRA,"FW,MF",18.0,2,29.0,15.0,0.8,0.3,0,,0,2,15.0,4,1.5,0.0,2.0,-2.0,-6.21,-6.82,0.1,1.0,-1.0,-2.96,-3.77,Matches
Werton,br BRA,FW,18.0,2,29.0,15.0,0.8,0.3,0,,0,2,15.0,5,2.0,1.0,0.0,1.0,3.1,2.57,0.2,0.1,0.2,0.54,-0.24,Matches
Matheus Gonçalves,br BRA,FW,16.0,3,27.0,9.0,0.8,0.3,0,,0,3,9.0,2,1.0,0.0,0.0,0.0,0.0,-0.56,0.2,0.1,0.1,0.35,-0.43,Matches
Kayke David,br BRA,"FW,MF",19.0,2,26.0,13.0,0.8,0.3,0,,0,2,13.0,4,0.5,1.0,0.0,1.0,3.46,2.93,1.3,0.1,1.2,4.15,3.4,Matches
Igor,br BRA,"MF,FW",18.0,3,23.0,8.0,0.7,0.3,0,,0,3,8.0,6,3.0,0.0,1.0,-1.0,-3.91,-4.5,0.1,1.0,-0.9,-3.47,-4.28,Matches
Pedrinho,br BRA,FW,18.0,1,9.0,9.0,0.3,0.1,0,,0,1,9.0,1,0.0,0.0,1.0,-1.0,-10.0,-10.58,0.0,0.6,-0.5,-5.47,-6.27,Matches
Daniel Cabral,br BRA,FW,19.0,1,3.0,3.0,0.1,0.0,0,,0,1,3.0,4,3.0,0.0,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,0.0,-0.78,Matches
Cleiton,br BRA,DF,18.0,1,2.0,2.0,0.1,0.0,0,,0,1,2.0,8,3.0,0.0,1.0,-1.0,-45.0,-45.58,0.0,0.3,-0.3,-14.08,-14.87,Matches
Matheus Cunha,br BRA,GK,20.0,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
Diegão,br BRA,DF,18.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Ryan Luka,br BRA,FW,18.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Renê,br BRA,DF,29.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Kauã Santos,br BRA,GK,18.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Zé Welinton,br BRA,DF,18.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Wesley,br BRA,DF,18.0,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Squad Total,,,27.2,38,3420.0,90.0,100.0,38.0,418,81.0,244,173,21.0,270,1.63,60.0,39.0,21.0,0.55,,65.4,35.8,29.6,0.78,,
Opponent Total,,,27.4,38,3420.0,90.0,100.0,38.0,418,81.0,235,178,23.0,261,1.16,39.0,60.0,-21.0,-0.55,,35.8,65.4,-29.6,-0.78,,
