Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
1,Atlético Mineiro,38,26,6,6,67,34,33,84,2.21,57.8,34.0,23.8,0.63,21827,Hulk - 19,Éverson,
2,Flamengo,38,21,8,9,69,36,33,71,1.87,66.5,40.3,26.3,0.69,10419,Michael - 14,Diego Alves,
3,Palmeiras,38,20,6,12,58,43,15,66,1.74,56.3,48.5,7.8,0.21,5850,Raphael Veiga - 10,Wéverton,
4,Fortaleza,38,17,7,14,44,45,-1,58,1.53,50.6,48.2,2.3,0.06,9133,Robson - 10,Felipe Alves Raymundo,
