Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
João Paulo,br BRA,GK,27.0,35.7,610,914,66.7,17932,13336,116,118,98.3,254,257,98.8,231,529,43.7,0,0.0,0.1,0.0,1,11,1,0,1,Matches
Joaquim,br BRA,DF,24.0,30.3,861,1195,72.1,18054,7487,244,293,83.3,498,592,84.1,111,263,42.2,4,2.0,1.5,2.0,14,59,3,1,58,Matches
Marcos Leonardo,br BRA,FW,19.0,28.8,314,426,73.7,4578,919,186,244,76.2,99,118,83.9,14,24,58.3,2,2.3,1.9,-0.3,30,20,19,0,52,Matches
Lucas Lima,br BRA,"MF,FW",32.0,24.5,913,1184,77.1,17170,5929,402,452,88.9,328,400,82.0,155,253,61.3,5,5.2,6.1,-0.2,68,122,32,8,176,Matches
Messias,br BRA,DF,28.0,26.6,639,852,75.0,13087,4319,151,187,80.7,419,492,85.2,61,149,40.9,0,0.1,0.1,-0.1,1,20,0,0,31,Matches
Rodrigo Fernández,uy URU,MF,27.0,22.4,707,899,78.6,13891,3659,293,331,88.5,294,355,82.8,106,174,60.9,0,0.1,0.7,-0.1,5,78,4,0,74,Matches
Lucas Braga,br BRA,"DF,FW",26.0,22.1,518,662,78.2,7299,2770,298,334,89.2,193,243,79.4,11,39,28.2,0,0.7,0.6,-0.7,15,32,9,2,54,Matches
Jean Lucas,br BRA,MF,24.0,20.1,767,951,80.7,14027,4411,324,362,89.5,333,374,89.0,88,146,60.3,3,2.0,3.0,1.0,37,86,30,7,130,Matches
Dodi,br BRA,MF,26.0,19.1,437,524,83.4,6673,1505,248,279,88.9,143,168,85.1,30,47,63.8,0,0.5,0.4,-0.5,8,23,1,0,27,Matches
Stiven Mendoza,co COL,"FW,MF",30.0,18.6,464,613,75.7,6812,1932,282,325,86.8,138,173,79.8,23,48,47.9,2,1.7,2.1,0.3,19,32,20,5,73,Matches
