Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
João Paulo,br BRA,GK,26.0,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcos Leonardo,br BRA,FW,18.0,32.0,13,87,29,33.3,2.72,0.91,0.13,0.38,16.8,4,2,2,13.2,11.7,0.14,-0.2,-0.7,Matches
Eduardo Gabriel,br BRA,DF,25.0,33.0,1,19,6,31.6,0.58,0.18,0.05,0.17,10.6,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
Rodrigo Fernández,uy URU,MF,26.0,25.7,0,15,2,13.3,0.58,0.08,0.0,0.0,27.1,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Vinícius Zanocelo,br BRA,MF,21.0,22.3,3,49,14,28.6,2.2,0.63,0.06,0.21,22.5,3,0,0,3.3,3.3,0.07,-0.3,-0.3,Matches
Mádson,br BRA,DF,30.0,23.8,3,9,4,44.4,0.38,0.17,0.33,0.75,10.8,0,0,0,0.8,0.8,0.09,2.2,2.2,Matches
Felipe Jonatan,br BRA,DF,23.0,23.0,0,16,5,31.3,0.7,0.22,0.0,0.0,28.7,2,0,0,0.4,0.4,0.02,-0.4,-0.4,Matches
Maicon,br BRA,DF,33.0,21.3,0,13,4,30.8,0.61,0.19,0.0,0.0,15.4,3,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Lucas Braga,br BRA,"FW,MF",25.0,23.1,5,39,18,46.2,1.69,0.78,0.13,0.28,17.7,0,0,0,4.8,4.8,0.12,0.2,0.2,Matches
Guilherme Camacho,br BRA,MF,31.0,18.1,1,10,5,50.0,0.55,0.28,0.1,0.2,25.4,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
Ângelo,br BRA,"FW,MF",17.0,17.0,1,28,9,32.1,1.64,0.53,0.04,0.11,20.5,0,0,0,1.6,1.6,0.06,-0.6,-0.6,Matches
Léo Baptistão,br BRA,"FW,MF",29.0,12.6,5,38,12,31.6,3.01,0.95,0.13,0.42,15.9,0,0,0,6.5,6.5,0.17,-1.5,-1.5,Matches
Lucas,br BRA,DF,20.0,16.2,0,14,4,28.6,0.87,0.25,0.0,0.0,24.7,3,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Jhojan Julio,ec ECU,"FW,MF",23.0,9.2,0,12,2,16.7,1.31,0.22,0.0,0.0,16.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
Luiz Felipe,br BRA,DF,28.0,10.9,1,3,1,33.3,0.27,0.09,0.33,1.0,14.0,0,0,0,0.5,0.5,0.15,0.5,0.5,Matches
Carlos Sánchez,uy URU,MF,37.0,8.7,0,15,3,20.0,1.73,0.35,0.0,0.0,23.1,5,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Nathan,br BRA,DF,20.0,6.9,0,5,0,0.0,0.72,0.0,0.0,,19.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Yeferson Soteldo,ve VEN,"FW,MF",24.0,6.3,0,12,3,25.0,1.91,0.48,0.0,0.0,21.8,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Gabriel Carabajal,ar ARG,"MF,FW",30.0,5.5,1,9,3,33.3,1.63,0.54,0.11,0.33,23.0,1,0,0,0.3,0.3,0.03,0.7,0.7,Matches
Lucas Barbosa,br BRA,"FW,MF",20.0,8.6,2,20,6,30.0,2.34,0.7,0.1,0.33,20.7,0,0,0,1.1,1.1,0.06,0.9,0.9,Matches
Emiliano Velázquez,uy URU,DF,27.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Brayan Angulo,ec ECU,"FW,MF",26.0,5.3,2,10,4,40.0,1.88,0.75,0.2,0.5,11.7,0,0,0,2.9,2.9,0.29,-0.9,-0.9,Matches
Auro,br BRA,DF,26.0,4.3,0,2,0,0.0,0.47,0.0,0.0,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Sandry,br BRA,MF,19.0,7.7,0,6,2,33.3,0.78,0.26,0.0,0.0,24.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Luan Vieira,br BRA,"MF,FW",28.0,5.0,1,8,3,37.5,1.59,0.6,0.13,0.33,19.7,1,0,0,0.5,0.5,0.06,0.5,0.5,Matches
Bruno Oliveira,br BRA,"MF,FW",23.0,5.0,0,9,6,66.7,1.82,1.21,0.0,0.0,23.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Ricardo Goulart,br BRA,"MF,FW",30.0,4.5,0,6,1,16.7,1.34,0.22,0.0,0.0,11.5,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
Alex,br BRA,DF,22.0,3.7,1,2,2,100.0,0.54,0.54,0.5,0.5,9.5,0,0,0,0.2,0.2,0.08,0.8,0.8,Matches
Ed Carlos,br BRA,MF,20.0,2.9,0,1,0,0.0,0.34,0.0,0.0,,25.5,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Rwan,br BRA,"FW,MF",20.0,5.2,2,17,7,41.2,3.3,1.36,0.06,0.14,15.9,0,1,1,2.4,1.6,0.09,-0.4,-0.6,Matches
Willian Maranhão,br BRA,MF,26.0,1.8,0,1,0,0.0,0.55,0.0,0.0,,37.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
John,br BRA,GK,25.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kaiky,br BRA,DF,18.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vinicius,br BRA,"MF,DF",22.0,0.8,0,1,0,0.0,1.2,0.0,0.0,,9.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Gabriel Pirani,br BRA,"FW,MF",19.0,0.5,0,2,1,50.0,3.75,1.87,0.0,0.0,27.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Tailson,br BRA,"FW,DF",22.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcos Guilherme,br BRA,MF,26.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Miguel Terceros,bo BOL,FW,17.0,0.3,0,2,1,50.0,7.5,3.75,0.0,0.0,22.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Weslley Patati,br BRA,FW,18.0,0.2,0,1,0,0.0,4.09,0.0,0.0,,18.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Derick Fernando,br BRA,DF,19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.4,38.0,42,481,157,32.6,12.66,4.13,0.08,0.25,19.1,24,3,3,46.2,43.8,0.09,-4.2,-4.8,
Opponent Total,,,27.6,38.0,40,574,167,29.1,15.11,4.39,0.06,0.2,19.8,30,6,7,48.0,43.0,0.08,-8.0,-9.0,
