Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Vanderlei,br BRA,GK,33.0,37.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Dodô,br BRA,DF,25.0,35.6,1,25,6,24.0,0.7,0.17,0.04,0.17,,0,0,Matches
Gabriel Barbosa,br BRA,"FW,MF",21.0,32.9,18,90,38,42.2,2.73,1.15,0.18,0.42,,2,3,Matches
Victor Ferraz,br BRA,"DF,MF",30.0,32.0,3,15,7,46.7,0.47,0.22,0.2,0.43,,0,0,Matches
Rodrygo,br BRA,"FW,MF",17.0,29.8,8,52,23,44.2,1.75,0.77,0.15,0.35,,0,0,Matches
Diego Pituca,br BRA,MF,25.0,27.7,1,35,3,8.6,1.27,0.11,0.03,0.33,,0,0,Matches
Alison,br BRA,MF,24.0,25.2,0,9,1,11.1,0.36,0.04,0.0,0.0,,0,0,Matches
Gustavo Henrique,br BRA,DF,24.0,26.7,1,23,6,26.1,0.86,0.22,0.04,0.17,,0,0,Matches
Bruno Henrique,br BRA,"FW,MF",27.0,18.9,1,40,7,17.5,2.12,0.37,0.03,0.14,,0,0,Matches
Eduardo Sasha,br BRA,"FW,MF",25.0,16.6,1,23,3,13.0,1.38,0.18,0.04,0.33,,0,0,Matches
Jean Mota,br BRA,"DF,MF",24.0,15.2,2,43,17,39.5,2.82,1.12,0.05,0.12,,0,0,Matches
Carlos Sánchez,uy URU,MF,33.0,14.9,4,28,10,35.7,1.88,0.67,0.11,0.3,,1,1,Matches
Lucas Veríssimo,br BRA,DF,22.0,12.6,0,7,4,57.1,0.56,0.32,0.0,0.0,,0,0,Matches
David Braz,br BRA,DF,30.0,13.0,0,13,1,7.7,1.0,0.08,0.0,0.0,,0,0,Matches
Luiz Felipe,br BRA,DF,24.0,12.6,0,3,0,0.0,0.24,0.0,0.0,,,0,0,Matches
Renato,br BRA,MF,38.0,10.0,1,7,4,57.1,0.7,0.4,0.14,0.25,,0,0,Matches
Derlis González,py PAR,"FW,MF",23.0,9.1,1,16,5,31.3,1.76,0.55,0.06,0.2,,0,0,Matches
Robson Bambu,br BRA,DF,20.0,8.1,0,5,2,40.0,0.62,0.25,0.0,0.0,,0,0,Matches
Daniel Guedes,br BRA,DF,23.0,6.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Léo Cittadini,br BRA,MF,23.0,4.8,0,6,2,33.3,1.24,0.41,0.0,0.0,,0,0,Matches
Arthur,br BRA,"FW,MF",19.0,4.6,0,12,1,8.3,2.62,0.22,0.0,0.0,,0,0,Matches
Jonathan Copete,co COL,"FW,MF",30.0,5.2,1,5,2,40.0,0.97,0.39,0.2,0.5,,0,0,Matches
Bryan Ruiz,cr CRC,"FW,MF",32.0,4.0,0,5,2,40.0,1.25,0.5,0.0,0.0,,0,0,Matches
Yuri Oliveira Lima,br BRA,"DF,MF",23.0,3.8,0,3,0,0.0,0.79,0.0,0.0,,,0,0,Matches
Felippe Cardoso,br BRA,FW,19.0,2.9,1,9,2,22.2,3.09,0.69,0.11,0.5,,0,0,Matches
Yuri Alberto,br BRA,FW,16.0,2.9,0,9,5,55.6,3.06,1.7,0.0,0.0,,0,0,Matches
Vitor Bueno,br BRA,"FW,MF",23.0,1.8,0,4,1,25.0,2.18,0.55,0.0,0.0,,0,0,Matches
Guilherme Nunes,br BRA,MF,19.0,0.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Vladimir,br BRA,GK,28.0,1.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Diogo Vitor da Cruz,br BRA,FW,20.0,0.9,0,0,0,,0.0,0.0,,,,0,0,Matches
Emiliano Vecchio,ar ARG,MF,29.0,0.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Gabriel Calabres,br BRA,MF,19.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Lucas Lourenço,br BRA,MF,17.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Anderson Ceará,br BRA,MF,18.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Kaio Jorge,br BRA,FW,16.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,26.1,38.0,44,487,152,31.2,12.82,4.0,0.08,0.27,,3,4,
Opponent Total,,,27.1,38.0,40,489,145,29.7,12.87,3.82,0.08,0.26,,2,2,
