Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
8,América (MG),19,9,6,4,22,11,11,33,1.74,32.1,19.7,12.4,0.65,19,4,8,7,19,26,-7,20,1.05,24.0,27.2,-3.1,-0.17
9,Atl Goianiense,19,6,10,3,17,14,3,28,1.47,21.5,17.8,3.7,0.19,19,7,4,8,16,22,-6,25,1.32,15.5,32.8,-17.2,-0.91
10,Santos,19,9,6,4,21,14,7,33,1.74,25.9,23.3,2.6,0.14,19,3,8,8,14,26,-12,17,0.89,18.8,27.8,-9.0,-0.47
11,Ceará,19,10,7,2,24,14,10,37,1.95,26.5,21.5,4.9,0.26,19,1,10,8,15,24,-9,13,0.68,21.5,28.4,-6.9,-0.36
12,Internacional,19,8,6,5,29,22,7,30,1.58,28.8,26.3,2.5,0.13,19,4,6,9,15,20,-5,18,0.95,21.9,28.2,-6.3,-0.33
