Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Felipe Jonatan,br BRA,DF,21.0,31.7,1651,72,553,718,403,23,1651,48,25,52.1,23,47.9,785,3008,1549,33,25,4,29,20,836,103,Matches
Luan Peres Petroni,br BRA,DF,25.0,27.6,1590,209,836,675,88,7,1590,17,13,76.5,4,23.5,929,5816,3583,29,29,3,6,5,1011,7,Matches
Diego Pituca,br BRA,MF,27.0,25.3,1594,76,478,956,180,15,1594,24,16,66.7,8,33.3,952,5356,2548,36,23,1,25,10,1084,37,Matches
João Paulo,br BRA,GK,24.0,25.6,897,765,893,3,1,0,897,3,3,100.0,0,0.0,452,1867,915,0,0,0,0,0,412,1,Matches
Marinho,br BRA,"FW,MF",29.0,23.8,1021,6,89,382,575,89,1015,82,46,56.1,36,43.9,662,4299,2219,78,58,26,57,50,694,165,Matches
Pará,br BRA,DF,33.0,23.6,1407,66,410,653,359,28,1407,22,19,86.4,3,13.6,705,3283,1763,31,26,7,23,11,789,107,Matches
Lucas Braga,br BRA,"FW,MF",23.0,22.9,703,12,105,261,354,61,703,69,41,59.4,28,40.6,476,4204,2156,88,54,21,59,33,513,152,Matches
Kaio Jorge,br BRA,FW,18.0,21.0,627,14,55,341,239,55,627,30,18,60.0,12,40.0,353,1980,872,30,17,10,45,14,422,72,Matches
Yeferson Soteldo,ve VEN,"FW,MF",22.0,21.1,891,3,71,300,530,62,889,87,51,58.6,36,41.4,644,4706,2480,88,43,26,49,35,686,214,Matches
Alison,br BRA,"MF,DF",26.0,16.8,941,71,401,497,56,7,941,5,5,100.0,0,0.0,519,2648,1461,14,16,0,11,2,610,6,Matches
Lucas Veríssimo,br BRA,DF,24.0,15.3,1050,137,575,435,46,25,1050,7,7,100.0,0,0.0,583,3122,1823,16,5,2,8,2,675,5,Matches
Arthur,br BRA,"MF,FW",21.0,13.6,569,11,87,241,254,34,568,51,28,54.9,23,45.1,360,2577,1189,39,28,10,42,19,372,92,Matches
Mádson,br BRA,DF,28.0,15.4,743,56,200,301,250,28,742,8,4,50.0,4,50.0,303,1797,687,23,11,3,11,2,421,115,Matches
Jobson,br BRA,MF,24.0,12.8,893,85,299,492,113,9,893,10,8,80.0,2,20.0,512,2263,1185,12,13,2,17,11,584,21,Matches
Jean Mota,br BRA,MF,26.0,12.3,636,14,129,318,197,24,635,11,6,54.5,5,45.5,384,1858,979,22,23,1,20,8,413,36,Matches
Sandry,br BRA,MF,17.0,12.3,785,24,146,505,139,6,785,15,12,80.0,3,20.0,542,2461,995,11,7,2,10,8,572,11,Matches
Laércio,br BRA,DF,26.0,11.0,615,78,365,226,27,20,615,3,2,66.7,1,33.3,349,1896,917,13,2,0,5,1,396,0,Matches
Luiz Felipe,br BRA,DF,26.0,10.0,526,67,263,255,11,3,526,2,2,100.0,0,0.0,323,1460,870,6,5,0,1,1,342,3,Matches
Carlos Sánchez,uy URU,MF,35.0,8.5,370,2,55,181,139,11,369,4,1,25.0,3,75.0,186,935,599,15,10,1,16,6,235,43,Matches
John,br BRA,GK,23.0,9.0,279,224,279,1,0,0,279,0,0,,0,,181,848,419,0,0,0,0,0,148,0,Matches
Alex,br BRA,DF,20.0,8.1,401,51,234,167,4,4,401,5,4,80.0,1,20.0,257,1549,958,5,1,0,4,0,266,1,Matches
Vinicius,br BRA,MF,20.0,7.8,302,15,73,190,39,5,302,5,4,80.0,1,20.0,190,818,351,3,2,0,5,4,185,13,Matches
Marcos Leonardo,br BRA,"FW,MF",16.0,6.3,153,5,14,90,50,15,152,5,1,20.0,4,80.0,117,595,127,2,6,0,18,11,124,21,Matches
