Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Vanderlei,br BRA,GK,33.0,37,37,3330,37.0,39,1.05,139,102,73.4,13,10,14,14,37.8,2,2,0,0,0.0,Matches
Vladimir,br BRA,GK,28.0,1,1,90,1.0,1,1.0,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,Matches
Squad Total,,,26.1,38,38,3420,38.0,40,1.05,142,104,73.2,13,11,14,14,36.8,2,2,0,0,0.0,
Opponent Total,,,27.1,38,38,3420,38.0,46,1.21,146,104,70.5,14,11,13,11,28.9,4,3,1,0,25.0,
