Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
João Paulo,br BRA,GK,26.0,37.0,5,0,0,0,7,0,0,2,2,0,0,0,41,8,2,80.0,Matches
Marcos Leonardo,br BRA,FW,18.0,32.0,8,0,0,35,84,19,8,2,2,1,0,0,55,34,71,32.4,Matches
Eduardo Gabriel,br BRA,DF,25.0,33.0,7,0,0,13,36,1,0,49,17,1,0,0,122,80,58,58.0,Matches
Rodrigo Fernández,uy URU,MF,26.0,25.7,15,0,0,84,27,0,17,20,52,0,2,0,205,29,16,64.4,Matches
Vinícius Zanocelo,br BRA,MF,21.0,22.3,8,0,0,47,12,2,2,24,17,0,2,0,112,31,32,49.2,Matches
Mádson,br BRA,DF,30.0,23.8,5,0,0,19,20,1,55,32,25,0,0,0,82,47,34,58.0,Matches
Felipe Jonatan,br BRA,DF,23.0,23.0,3,0,0,25,21,2,95,34,17,0,0,0,156,23,28,45.1,Matches
Maicon,br BRA,DF,33.0,21.3,2,0,0,8,7,2,16,29,20,0,0,0,112,60,43,58.3,Matches
Lucas Braga,br BRA,"FW,MF",25.0,23.1,3,0,0,24,71,4,49,15,19,0,0,0,91,24,29,45.3,Matches
Guilherme Camacho,br BRA,MF,31.0,18.1,8,0,0,38,7,0,4,18,26,0,0,0,103,23,26,46.9,Matches
Ângelo,br BRA,"FW,MF",17.0,17.0,5,0,0,19,37,3,51,6,6,1,0,0,78,4,14,22.2,Matches
Léo Baptistão,br BRA,"FW,MF",29.0,12.6,2,0,0,17,33,1,15,7,9,0,0,1,72,25,34,42.4,Matches
Lucas,br BRA,DF,20.0,16.2,2,1,0,16,9,1,143,13,22,0,0,0,98,9,12,42.9,Matches
Jhojan Julio,ec ECU,"FW,MF",23.0,9.2,2,0,0,22,21,5,21,9,13,0,0,0,49,12,18,40.0,Matches
Luiz Felipe,br BRA,DF,28.0,10.9,3,0,0,14,4,1,0,20,7,0,0,0,42,19,11,63.3,Matches
Carlos Sánchez,uy URU,MF,37.0,8.7,3,0,0,11,14,2,63,5,8,0,0,0,44,4,6,40.0,Matches
Nathan,br BRA,DF,20.0,6.9,1,1,0,11,6,0,9,9,7,0,1,0,43,7,12,36.8,Matches
Yeferson Soteldo,ve VEN,"FW,MF",24.0,6.3,1,0,0,4,13,1,38,1,0,0,0,0,20,3,3,50.0,Matches
Gabriel Carabajal,ar ARG,"MF,FW",30.0,5.5,2,0,0,11,8,0,26,3,4,0,0,0,21,6,6,50.0,Matches
Lucas Barbosa,br BRA,"FW,MF",20.0,8.6,4,1,1,25,28,4,14,10,19,0,0,0,54,28,31,47.5,Matches
Emiliano Velázquez,uy URU,DF,27.0,6.0,0,0,0,3,2,0,1,14,9,0,1,0,28,10,12,45.5,Matches
Brayan Angulo,ec ECU,"FW,MF",26.0,5.3,0,0,0,2,7,4,1,1,2,0,0,0,17,7,18,28.0,Matches
Auro,br BRA,DF,26.0,4.3,3,0,0,8,1,0,5,3,6,0,0,0,22,0,5,0.0,Matches
Sandry,br BRA,MF,19.0,7.7,2,0,0,14,6,0,20,11,14,0,1,0,51,2,3,40.0,Matches
Luan Vieira,br BRA,"MF,FW",28.0,5.0,0,0,0,4,15,0,15,1,4,0,0,0,19,1,9,10.0,Matches
Bruno Oliveira,br BRA,"MF,FW",23.0,5.0,2,0,0,6,18,0,33,2,4,0,0,0,35,0,5,0.0,Matches
Ricardo Goulart,br BRA,"MF,FW",30.0,4.5,2,0,0,6,8,0,6,1,3,0,0,0,17,8,6,57.1,Matches
Alex,br BRA,DF,22.0,3.7,1,0,0,2,4,0,0,8,3,0,0,0,19,9,4,69.2,Matches
Ed Carlos,br BRA,MF,20.0,2.9,0,0,0,2,0,0,10,0,3,0,0,0,14,4,2,66.7,Matches
Rwan,br BRA,"FW,MF",20.0,5.2,1,0,0,11,14,2,6,4,5,0,0,0,23,13,20,39.4,Matches
Willian Maranhão,br BRA,MF,26.0,1.8,0,0,0,2,0,1,0,1,3,0,0,0,6,2,2,50.0,Matches
John,br BRA,GK,25.0,1.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches
Kaiky,br BRA,DF,18.0,1.0,0,0,0,0,3,0,0,2,0,0,0,0,2,2,0,100.0,Matches
Vinicius,br BRA,"MF,DF",22.0,0.8,0,0,0,2,2,0,2,1,1,0,0,0,3,2,0,100.0,Matches
Gabriel Pirani,br BRA,"FW,MF",19.0,0.5,0,0,0,3,1,0,2,0,0,0,0,0,2,0,0,,Matches
Tailson,br BRA,"FW,DF",22.0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0.0,Matches
Marcos Guilherme,br BRA,MF,26.0,0.3,0,0,0,1,0,0,1,0,1,0,0,0,3,2,0,100.0,Matches
Miguel Terceros,bo BOL,FW,17.0,0.3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,,Matches
Weslley Patati,br BRA,FW,18.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Derick Fernando,br BRA,DF,19.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Squad Total,,,25.4,38.0,100,3,1,509,549,56,730,358,351,3,7,1,1870,539,573,48.5,
Opponent Total,,,27.6,38.0,92,5,1,567,489,47,797,353,376,5,3,2,1850,573,539,51.5,
