Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
João Paulo,br BRA,GK,26.0,37.0,3,2,3,0,0,2,3,66.7,1,0,0,0,2,5,15,1,Matches
Marcos Leonardo,br BRA,FW,18.0,32.0,4,2,0,3,1,1,11,9.1,10,11,1,10,2,6,33,0,Matches
Eduardo Gabriel,br BRA,DF,25.0,33.0,34,17,25,8,1,12,19,63.2,7,55,39,16,49,83,147,1,Matches
Rodrigo Fernández,uy URU,MF,26.0,25.7,89,52,43,40,6,50,131,38.2,81,27,5,22,20,109,32,0,Matches
Vinícius Zanocelo,br BRA,MF,21.0,22.3,29,17,13,14,2,10,46,21.7,36,28,8,20,24,53,36,0,Matches
Mádson,br BRA,DF,30.0,23.8,37,25,20,17,0,21,32,65.6,11,26,18,8,32,69,59,2,Matches
Felipe Jonatan,br BRA,DF,23.0,23.0,28,17,16,11,1,16,23,69.6,7,13,7,6,34,62,70,0,Matches
Maicon,br BRA,DF,33.0,21.3,29,20,22,7,0,23,36,63.9,13,38,25,13,29,58,113,1,Matches
Lucas Braga,br BRA,"FW,MF",25.0,23.1,23,19,10,7,6,11,24,45.8,13,19,2,17,15,38,21,0,Matches
Guilherme Camacho,br BRA,MF,31.0,18.1,58,26,28,26,4,29,59,49.2,30,29,13,16,18,76,26,0,Matches
Ângelo,br BRA,"FW,MF",17.0,17.0,14,6,3,6,5,3,10,30.0,7,18,0,18,6,20,6,0,Matches
Léo Baptistão,br BRA,"FW,MF",29.0,12.6,20,9,5,10,5,8,25,32.0,17,13,3,10,7,27,17,0,Matches
Lucas,br BRA,DF,20.0,16.2,45,22,28,13,4,21,42,50.0,21,17,5,12,13,58,25,0,Matches
Jhojan Julio,ec ECU,"FW,MF",23.0,9.2,24,13,11,9,4,4,17,23.5,13,11,2,9,9,33,5,0,Matches
Luiz Felipe,br BRA,DF,28.0,10.9,14,7,6,7,1,5,9,55.6,4,15,6,9,20,34,57,0,Matches
Carlos Sánchez,uy URU,MF,37.0,8.7,12,8,5,4,3,5,16,31.3,11,10,2,8,5,17,4,0,Matches
Nathan,br BRA,DF,20.0,6.9,15,7,9,6,0,11,20,55.0,9,7,2,5,9,24,15,0,Matches
