Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
João Paulo,br BRA,GK,25.0,33.0,1097,750,344,83,0,3,0,0,0,0,0,0,850,3,1,Matches
Marcos Guilherme,br BRA,"FW,MF",25.0,29.9,1186,1098,85,20,1,3,36,49,10,3,3,0,1026,3,20,Matches
Felipe Jonatan,br BRA,"DF,MF",22.0,28.4,1528,1275,251,36,2,3,119,200,15,1,14,0,1181,2,45,Matches
Marinho,br BRA,"FW,MF",30.0,24.7,647,595,46,17,2,8,72,5,23,19,4,0,458,6,13,Matches
Guilherme Camacho,br BRA,MF,30.0,25.1,1744,1661,82,62,8,17,21,10,7,6,0,0,1557,1,18,Matches
Lucas Braga,br BRA,"FW,MF",24.0,25.6,847,806,39,5,5,5,65,34,0,0,0,0,672,2,19,Matches
Luiz Felipe,br BRA,DF,27.0,21.1,1094,1045,45,39,0,2,3,5,0,0,0,0,920,4,7,Matches
Gabriel Pirani,br BRA,"MF,FW",18.0,19.8,780,720,56,8,0,1,77,4,35,26,2,0,600,4,29,Matches
Jean Mota,br BRA,MF,27.0,18.7,1416,1302,112,55,3,8,110,12,45,29,13,0,1149,2,11,Matches
Pará,br BRA,DF,34.0,14.2,845,690,152,15,0,3,39,137,0,0,0,0,688,3,15,Matches
Danilo Boza,br BRA,DF,22.0,16.2,845,734,109,55,0,2,2,54,0,0,0,0,668,2,9,Matches
Mádson,br BRA,"DF,MF",29.0,18.5,748,639,107,4,0,0,45,103,0,0,0,0,561,2,16,Matches
Kaiky,br BRA,DF,17.0,14.8,872,816,55,29,0,7,0,26,0,0,0,0,735,1,5,Matches
Vinícius Zanocelo,br BRA,MF,20.0,14.7,664,652,9,8,1,8,4,1,0,0,0,0,566,3,10,Matches
Carlos Sánchez,uy URU,"MF,FW",36.0,15.8,864,741,116,47,2,6,114,18,51,29,17,0,603,7,16,Matches
Wagner,br BRA,DF,21.0,11.2,620,565,53,28,0,3,2,25,0,0,0,0,505,2,8,Matches
Kaio Jorge,br BRA,FW,19.0,9.8,192,175,15,0,0,4,4,0,0,0,0,0,149,2,7,Matches
Emiliano Velázquez,uy URU,DF,26.0,9.1,506,475,28,21,0,2,2,7,0,0,0,0,406,3,5,Matches
Léo Baptistão,br BRA,FW,28.0,6.0,148,133,15,1,1,0,8,0,0,0,0,0,104,0,7,Matches
Luan Peres Petroni,br BRA,DF,26.0,7.0,488,457,29,29,0,4,4,0,0,0,0,0,408,2,3,Matches
Diego Tardelli,br BRA,FW,35.0,6.6,258,246,11,0,0,3,3,1,0,0,0,0,216,1,2,Matches
Robson,br BRA,DF,20.0,5.3,239,231,7,5,0,2,1,2,0,0,0,0,199,1,1,Matches
Marcos Leonardo,br BRA,FW,17.0,7.1,100,88,12,0,1,0,3,0,0,0,0,0,71,0,2,Matches
Ângelo,br BRA,"FW,MF",16.0,6.5,160,155,5,2,0,1,18,2,1,1,0,0,107,0,12,Matches
Alison,br BRA,"MF,DF",27.0,4.7,403,395,8,7,0,2,0,1,0,0,0,0,375,0,2,Matches
Moraes,br BRA,"DF,MF",23.0,5.1,268,225,42,3,0,2,14,39,0,0,0,0,200,1,6,Matches
Vinicius,br BRA,"MF,DF",21.0,4.9,104,93,11,4,0,1,0,7,0,0,0,0,70,0,4,Matches
John,br BRA,GK,24.0,4.0,139,116,22,9,0,0,0,0,0,0,0,0,108,1,0,Matches
Raniel,br BRA,"FW,MF",24.0,4.8,69,61,8,0,1,1,0,0,0,0,0,0,48,0,4,Matches
Ivonei,br BRA,MF,18.0,1.6,104,98,6,4,0,2,2,1,1,1,0,0,91,0,0,Matches
Sandry,br BRA,MF,18.0,1.4,91,91,0,0,1,4,1,0,0,0,0,0,77,0,3,Matches
Jandrei,br BRA,GK,27.0,1.0,27,16,11,1,0,0,0,0,0,0,0,0,16,0,0,Matches
Matías Lacava,ve VEN,FW,18.0,0.3,17,17,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Bruninho,br BRA,"FW,MF",21.0,0.2,11,10,1,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Luiz Henrique,br BRA,"FW,MF",21.0,0.2,11,9,1,0,0,0,2,0,1,1,0,0,7,1,0,Matches
Jobson,br BRA,MF,25.0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Lucas Venuto,br BRA,DF,26.0,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Kevin Malthus,br BRA,FW,18.0,0.1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,25.6,38.0,19145,17192,1894,598,28,107,771,743,189,116,53,0,15420,59,300,
Opponent Total,,,27.1,38.0,16519,14552,1900,560,34,149,663,767,179,80,73,1,12731,67,254,
