Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
João Paulo,br BRA,GK,27.0,35.7,51,4,2,8,1,52.9,0.27,2.9,0.08,142,429,33.1,641,118,42.9,37.0,272,56.6,43.8,560,25,4.5,23,0.64,12.6,Matches
Vladimir,br BRA,GK,33.0,2.3,13,0,0,1,2,6.7,0.33,-4.3,-1.86,3,17,17.6,35,15,17.1,28.5,18,61.1,48.6,38,0,0.0,0,0.0,9.4,Matches
Squad Total,,,26.5,38.0,64,4,2,9,3,59.5,0.28,-1.5,-0.04,145,446,32.5,675,133,41.5,,291,57.0,44.2,598,25,4.2,23,0.61,,
Opponent Total,,,27.6,38.0,39,6,1,7,2,46.5,0.28,9.5,0.25,141,460,30.7,845,145,40.4,35.6,304,39.1,33.0,551,24,4.4,27,0.71,14.2,
