Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Éverson,br BRA,GK,28.0,32,32,2880,32.0,27,0.84,103,76,75.7,19,6,7,14,43.8,3,2,1,0,33.3,Matches
Vanderlei,br BRA,GK,34.0,6,6,540,6.0,6,1.0,32,26,81.3,3,2,1,3,50.0,0,0,0,0,,Matches
Squad Total,,,26.5,38,38,3420,38.0,33,0.87,135,102,77.0,22,8,8,17,44.7,3,2,1,0,33.3,
Opponent Total,,,27.6,38,38,3420,38.0,60,1.58,208,149,73.6,8,8,22,10,26.3,7,5,1,1,16.7,
