Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
João Paulo,br BRA,GK,25.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Guilherme,br BRA,"FW,MF",25.0,35,32,2694.0,29.9,5.0,3.0,8.0,5.0,0.0,0.0,4.0,0.0,7.6,7.6,2.1,9.7,93.0,113.0,128.0,0.17,0.1,0.27,0.17,0.27,0.25,0.07,0.32,0.25,0.32,Matches
Felipe Jonatan,br BRA,"DF,MF",22.0,33,30,2556.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,2.5,4.0,49.0,120.0,103.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.14,0.06,0.14,Matches
Marinho,br BRA,"FW,MF",30.0,27,26,2220.0,24.7,6.0,1.0,7.0,4.0,2.0,4.0,9.0,0.0,8.0,4.9,2.4,7.3,65.0,74.0,196.0,0.24,0.04,0.28,0.16,0.2,0.33,0.1,0.42,0.2,0.29,Matches
Guilherme Camacho,br BRA,MF,30.0,30,25,2255.0,25.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.8,2.3,35.0,188.0,17.0,0.0,0.04,0.04,0.0,0.04,0.02,0.07,0.09,0.02,0.09,Matches
Lucas Braga,br BRA,"FW,MF",24.0,32,23,2306.0,25.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,3.8,5.8,141.0,93.0,260.0,0.04,0.08,0.12,0.04,0.12,0.08,0.15,0.23,0.08,0.23,Matches
Luiz Felipe,br BRA,DF,27.0,23,23,1901.0,21.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,14.0,59.0,6.0,0.0,0.05,0.05,0.0,0.05,0.01,0.0,0.01,0.01,0.01,Matches
Gabriel Pirani,br BRA,"MF,FW",18.0,32,21,1783.0,19.8,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.2,5.2,63.0,68.0,155.0,0.15,0.15,0.3,0.15,0.3,0.15,0.11,0.26,0.15,0.26,Matches
Jean Mota,br BRA,MF,27.0,23,21,1681.0,18.7,2.0,2.0,4.0,2.0,0.0,0.0,6.0,1.0,1.2,1.2,2.2,3.4,46.0,144.0,47.0,0.11,0.11,0.21,0.11,0.21,0.06,0.12,0.18,0.06,0.18,Matches
Pará,br BRA,DF,34.0,20,17,1278.0,14.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.9,1.0,16.0,72.0,73.0,0.0,0.07,0.07,0.0,0.07,0.01,0.06,0.07,0.01,0.07,Matches
Danilo Boza,br BRA,DF,22.0,22,16,1457.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.7,1.1,24.0,57.0,5.0,0.0,0.06,0.06,0.0,0.06,0.02,0.05,0.07,0.02,0.07,Matches
Mádson,br BRA,"DF,MF",29.0,31,15,1663.0,18.5,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,2.2,2.2,3.9,6.1,22.0,47.0,118.0,0.16,0.16,0.32,0.16,0.32,0.12,0.21,0.33,0.12,0.33,Matches
Kaiky,br BRA,DF,17.0,15,15,1333.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.3,0.7,20.0,73.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Vinícius Zanocelo,br BRA,MF,20.0,23,15,1321.0,14.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,0.6,1.8,20.0,65.0,27.0,0.0,0.14,0.14,0.0,0.14,0.09,0.04,0.13,0.09,0.13,Matches
Carlos Sánchez,uy URU,"MF,FW",36.0,28,14,1426.0,15.8,5.0,0.0,5.0,2.0,3.0,3.0,4.0,0.0,5.1,2.7,2.0,4.7,30.0,98.0,124.0,0.32,0.0,0.32,0.13,0.13,0.32,0.13,0.45,0.17,0.3,Matches
Wagner,br BRA,DF,21.0,16,10,1009.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.0,0.5,15.0,47.0,2.0,0.09,0.0,0.09,0.09,0.09,0.05,0.0,0.05,0.05,0.05,Matches
Kaio Jorge,br BRA,FW,19.0,10,10,883.0,9.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.6,2.6,1.4,4.0,19.0,10.0,53.0,0.1,0.2,0.31,0.1,0.31,0.26,0.15,0.41,0.26,0.41,Matches
Emiliano Velázquez,uy URU,DF,26.0,10,10,815.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,2.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Léo Baptistão,br BRA,FW,28.0,8,8,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.7,14.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,Matches
Luan Peres Petroni,br BRA,DF,26.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,12.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Diego Tardelli,br BRA,FW,35.0,12,7,591.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,0.3,2.2,15.0,17.0,32.0,0.15,0.0,0.15,0.15,0.15,0.28,0.05,0.33,0.28,0.33,Matches
Robson,br BRA,DF,20.0,8,7,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Marcos Leonardo,br BRA,FW,17.0,16,6,642.0,7.1,5.0,0.0,5.0,4.0,1.0,1.0,3.0,0.0,4.3,3.5,0.6,4.1,10.0,8.0,44.0,0.7,0.0,0.7,0.56,0.56,0.6,0.09,0.69,0.49,0.58,Matches
Ângelo,br BRA,"FW,MF",16.0,19,5,581.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.9,1.3,35.0,17.0,57.0,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.2,0.07,0.2,Matches
Alison,br BRA,"MF,DF",27.0,6,5,424.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.1,6.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Moraes,br BRA,"DF,MF",23.0,13,4,460.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,14.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Matches
