Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
7,Grêmio,19,12,4,3,24,11,13,40,2.11,19,5,6,8,12,13,-1,21,1.11
8,Ath Paranaense,19,10,5,4,24,14,10,35,1.84,19,5,4,10,19,28,-9,19,1.0
9,Santos,19,10,3,6,25,12,13,33,1.74,19,5,5,9,17,23,-6,20,1.05
10,Flamengo,19,10,5,4,29,15,14,35,1.84,19,4,5,10,17,32,-15,17,0.89
11,Sport Recife,19,10,6,3,23,16,7,36,1.89,19,4,4,11,13,30,-17,16,0.84
