Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Éverson,br BRA,GK,28.0,32.0,27,2,1,3,1,28.4,0.25,2.4,0.07,179,401,44.6,960,138,36.3,33.8,203,26.1,27.7,415,33,8.0,39,1.22,13.8,Matches
Vanderlei,br BRA,GK,34.0,6.0,6,0,0,0,0,8.7,0.28,2.7,0.46,19,47,40.4,132,34,25.8,30.0,37,35.1,34.4,70,4,5.7,3,0.5,13.6,Matches
Squad Total,,,26.5,38.0,33,2,1,3,1,37.1,0.26,5.1,0.13,198,448,44.2,1092,172,35.0,,240,27.5,28.7,485,37,7.6,42,1.11,,
Opponent Total,,,27.6,38.0,60,5,1,5,2,59.1,0.26,1.1,0.03,228,570,40.0,709,122,48.5,37.6,383,59.0,43.7,500,26,5.2,26,0.68,11.0,
