Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Eduardo Sasha,br BRA,FW,26.0,32.9,613,780,78.6,8832,1637,343,402,85.3,206,257,80.2,28,42,66.7,3,2.8,2.2,0.2,36,57,19,1,86,Matches
Lucas Veríssimo,br BRA,DF,23.0,32.0,1814,2101,86.3,31382,10718,787,880,89.4,898,993,90.4,109,177,61.6,1,0.9,0.7,0.1,5,122,7,0,183,Matches
Éverson,br BRA,GK,28.0,32.0,916,1167,78.5,25202,16808,163,164,99.4,418,424,98.6,332,571,58.1,0,0.1,0.0,-0.1,2,15,0,0,0,Matches
Gustavo Henrique,br BRA,DF,25.0,30.6,1589,1836,86.5,32829,9982,462,510,90.6,873,946,92.3,241,344,70.1,0,0.2,1.0,-0.2,4,147,7,0,158,Matches
Diego Pituca,br BRA,MF,26.0,31.0,1543,1820,84.8,27315,7026,668,734,91.0,676,752,89.9,165,247,66.8,1,2.6,2.2,-1.6,36,160,25,3,215,Matches
Yeferson Soteldo,ve VEN,FW,21.0,29.9,572,804,71.1,8472,1835,350,423,82.7,157,238,66.0,44,69,63.8,5,7.2,5.9,-2.2,54,24,28,5,68,Matches
Jorge,br BRA,"DF,MF",22.0,28.4,1086,1364,79.6,16517,5770,615,691,89.0,384,471,81.5,59,116,50.9,4,2.7,1.8,1.3,29,113,17,3,151,Matches
Carlos Sánchez,uy URU,MF,34.0,27.0,849,1282,66.2,16288,6082,394,467,84.4,272,407,66.8,157,323,48.6,9,9.9,7.3,-0.9,87,126,51,18,194,Matches
Victor Ferraz,br BRA,"DF,MF",31.0,21.7,1114,1335,83.4,15971,5425,677,734,92.2,367,447,82.1,41,86,47.7,2,1.8,1.7,0.2,18,81,15,6,111,Matches
