Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
João Paulo,br BRA,GK,27.0,36,3211.0,89.0,93.9,35.7,36,89.0,35,0,,0,1.19,37.0,51.0,-14.0,-0.39,4.34,39.9,46.5,-6.6,-0.18,0.81,Matches
Joaquim,br BRA,DF,24.0,31,2730.0,88.0,79.8,30.3,31,88.0,29,0,,4,1.23,32.0,53.0,-21.0,-0.69,-0.17,33.8,42.4,-8.6,-0.28,-0.24,Matches
Marcos Leonardo,br BRA,FW,19.0,31,2589.0,84.0,75.7,28.8,30,86.0,14,1,13.0,0,1.03,26.0,51.0,-25.0,-0.87,-0.87,30.6,38.7,-8.0,-0.28,-0.19,Matches
Lucas Lima,br BRA,"MF,FW",32.0,35,2206.0,63.0,64.5,24.5,28,73.0,5,7,23.0,0,1.14,27.0,40.0,-13.0,-0.53,0.36,28.2,34.1,-5.9,-0.24,-0.02,Matches
Messias,br BRA,DF,28.0,28,2393.0,85.0,70.0,26.6,26,88.0,24,2,53.0,10,1.18,26.0,39.0,-13.0,-0.49,0.56,26.0,36.2,-10.2,-0.38,-0.5,Matches
Rodrigo Fernández,uy URU,MF,27.0,30,2014.0,67.0,58.9,22.4,24,77.0,11,6,28.0,2,1.06,21.0,38.0,-17.0,-0.76,-0.25,19.3,28.5,-9.3,-0.41,-0.44,Matches
Lucas Braga,br BRA,"DF,FW",26.0,27,1991.0,74.0,58.2,22.1,22,83.0,13,5,32.0,1,1.3,25.0,40.0,-15.0,-0.68,-0.05,26.6,31.0,-4.4,-0.2,0.09,Matches
Jean Lucas,br BRA,MF,24.0,22,1807.0,82.0,52.8,20.1,22,82.0,11,0,,0,1.23,19.0,25.0,-6.0,-0.3,0.76,22.4,22.8,-0.5,-0.02,0.45,Matches
Dodi,br BRA,MF,26.0,28,1721.0,61.0,50.3,19.1,20,81.0,9,8,14.0,7,1.14,17.0,33.0,-16.0,-0.84,-0.36,19.2,29.5,-10.3,-0.54,-0.61,Matches
Stiven Mendoza,co COL,"FW,MF",30.0,26,1672.0,64.0,48.9,18.6,19,80.0,10,7,23.0,3,1.08,24.0,36.0,-12.0,-0.65,0.02,22.7,23.8,-1.1,-0.06,0.34,Matches
Dodô,br BRA,DF,30.0,18,1426.0,79.0,41.7,15.8,18,79.0,11,0,,1,0.83,13.0,36.0,-23.0,-1.45,-1.36,17.8,22.4,-4.6,-0.29,-0.09,Matches
Yeferson Soteldo,ve VEN,"FW,MF",25.0,22,1556.0,71.0,45.5,17.3,17,81.0,8,5,36.0,0,1.09,20.0,28.0,-8.0,-0.46,0.36,21.4,20.7,0.6,0.04,0.5,Matches
Tomás Rincón,ve VEN,MF,35.0,16,1187.0,74.0,34.7,13.2,14,80.0,8,2,37.0,0,1.5,15.0,22.0,-7.0,-0.53,0.19,16.6,16.4,0.2,0.02,0.39,Matches
João Othavio Basso,br BRA,DF,26.0,14,1150.0,82.0,33.6,12.8,14,82.0,12,0,,1,1.21,16.0,28.0,-12.0,-0.94,-0.42,18.3,17.6,0.7,0.05,0.43,Matches
Gabriel Inocêncio,br BRA,DF,28.0,22,1276.0,58.0,37.3,14.2,12,85.0,10,10,26.0,13,0.86,12.0,23.0,-11.0,-0.78,-0.19,15.2,18.6,-3.4,-0.24,-0.01,Matches
Kevyson,br BRA,DF,18.0,17,970.0,57.0,28.4,10.8,12,73.0,4,5,19.0,6,1.53,18.0,20.0,-2.0,-0.19,0.66,15.2,16.1,-0.9,-0.08,0.21,Matches
João Lucas,br BRA,DF,24.0,15,807.0,54.0,23.6,9.0,9,77.0,3,6,19.0,18,1.07,8.0,14.0,-6.0,-0.67,-0.01,8.1,12.9,-4.9,-0.54,-0.41,Matches
Nonato,br BRA,MF,24.0,14,661.0,47.0,19.3,7.3,7,64.0,0,7,30.0,5,1.5,7.0,11.0,-4.0,-0.54,0.14,6.8,7.4,-0.6,-0.08,0.19,Matches
Lucas,br BRA,DF,21.0,9,611.0,68.0,17.9,6.8,7,83.0,5,2,16.0,2,1.0,9.0,8.0,1.0,0.15,0.98,8.1,7.9,0.2,0.04,0.33,Matches
Nathan,br BRA,DF,21.0,7,493.0,70.0,14.4,5.5,7,70.0,2,0,,3,1.29,4.0,5.0,-1.0,-0.18,0.56,5.5,8.8,-3.3,-0.59,-0.42,Matches
Julio Furch,ar ARG,"FW,MF",33.0,22,608.0,28.0,17.8,6.8,5,72.0,0,17,15.0,0,1.18,10.0,13.0,-3.0,-0.44,0.26,11.1,8.8,2.3,0.34,0.7,Matches
Ângelo,br BRA,"FW,MF",18.0,12,542.0,45.0,15.8,6.0,5,70.0,0,7,28.0,0,1.08,5.0,3.0,2.0,0.33,1.18,6.0,8.0,-2.0,-0.33,-0.12,Matches
Alex,br BRA,DF,23.0,6,455.0,76.0,13.3,5.1,5,90.0,5,1,5.0,6,0.83,3.0,8.0,-5.0,-0.99,-0.38,4.7,6.2,-1.5,-0.29,-0.07,Matches
Deivid Washington,br BRA,FW,17.0,9,427.0,47.0,12.5,4.7,5,77.0,2,4,10.0,7,1.0,6.0,5.0,1.0,0.21,0.99,4.3,6.8,-2.6,-0.54,-0.35,Matches
