Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
João Paulo,br BRA,GK,26.0,37.0,4,0.11,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marcos Leonardo,br BRA,FW,18.0,32.0,62,1.94,34,0,9,10,9,0,7,0.22,4,0,2,0,1,0,Matches
Eduardo Gabriel,br BRA,DF,25.0,33.0,10,0.3,5,0,0,3,2,0,3,0.09,0,0,0,2,1,0,Matches
Rodrigo Fernández,uy URU,MF,26.0,25.7,45,1.76,36,1,3,1,0,4,2,0.08,2,0,0,0,0,0,Matches
Vinícius Zanocelo,br BRA,MF,21.0,22.3,64,2.88,47,0,5,10,0,2,3,0.13,2,0,0,1,0,0,Matches
Mádson,br BRA,DF,30.0,23.8,45,1.9,38,3,0,3,0,1,4,0.17,3,0,0,1,0,0,Matches
Felipe Jonatan,br BRA,DF,23.0,23.0,62,2.69,49,8,2,1,1,1,3,0.13,1,1,0,0,1,0,Matches
Maicon,br BRA,DF,33.0,21.3,20,0.94,17,0,0,2,0,1,1,0.05,0,0,0,1,0,0,Matches
Lucas Braga,br BRA,"FW,MF",25.0,23.1,66,2.86,45,2,11,1,7,0,4,0.17,3,0,0,0,1,0,Matches
Guilherme Camacho,br BRA,MF,31.0,18.1,35,1.93,33,1,0,1,0,0,3,0.17,3,0,0,0,0,0,Matches
Ângelo,br BRA,"FW,MF",17.0,17.0,84,4.94,49,1,21,3,9,1,11,0.65,7,0,1,0,3,0,Matches
Léo Baptistão,br BRA,"FW,MF",29.0,12.6,33,2.61,18,0,5,6,3,1,4,0.32,1,0,2,1,0,0,Matches
Lucas,br BRA,DF,20.0,16.2,46,2.84,18,23,4,1,0,0,1,0.06,0,1,0,0,0,0,Matches
Jhojan Julio,ec ECU,"FW,MF",23.0,9.2,23,2.51,15,2,2,2,2,0,2,0.22,0,1,0,1,0,0,Matches
Luiz Felipe,br BRA,DF,28.0,10.9,5,0.46,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Carlos Sánchez,uy URU,MF,37.0,8.7,26,2.99,11,13,0,2,0,0,3,0.35,0,2,0,1,0,0,Matches
Nathan,br BRA,DF,20.0,6.9,10,1.45,7,0,2,0,1,0,1,0.14,1,0,0,0,0,0,Matches
Yeferson Soteldo,ve VEN,"FW,MF",24.0,6.3,32,5.09,25,1,3,1,2,0,1,0.16,1,0,0,0,0,0,Matches
Gabriel Carabajal,ar ARG,"MF,FW",30.0,5.5,15,2.72,7,7,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
Lucas Barbosa,br BRA,"FW,MF",20.0,8.6,22,2.56,22,0,0,0,0,0,2,0.23,2,0,0,0,0,0,Matches
Emiliano Velázquez,uy URU,DF,27.0,6.0,4,0.66,4,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Brayan Angulo,ec ECU,"FW,MF",26.0,5.3,8,1.51,7,0,0,1,0,0,1,0.19,1,0,0,0,0,0,Matches
Auro,br BRA,DF,26.0,4.3,11,2.55,9,0,1,1,0,0,1,0.23,1,0,0,0,0,0,Matches
Sandry,br BRA,MF,19.0,7.7,32,4.14,30,2,0,0,0,0,3,0.39,3,0,0,0,0,0,Matches
Luan Vieira,br BRA,"MF,FW",28.0,5.0,12,2.38,8,3,0,0,1,0,1,0.2,1,0,0,0,0,0,Matches
Bruno Oliveira,br BRA,"MF,FW",23.0,5.0,28,5.64,17,6,1,0,3,1,2,0.4,2,0,0,0,0,0,Matches
