Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Eduardo Sasha,br BRA,"FW,MF",25.0,25,1495.0,60.0,43.7,16.6,19,76.0,6.0,6,8.0,9,1.2,19.0,19.0,0.0,0.0,-0.28,Matches
Jean Mota,br BRA,"DF,MF",24.0,20,1372.0,69.0,40.1,15.2,16,79.0,9.0,4,29.0,17,1.0,16.0,18.0,-2.0,-0.13,-0.48,Matches
Carlos Sánchez,uy URU,MF,33.0,16,1337.0,84.0,39.1,14.9,16,84.0,8.0,0,,0,1.81,20.0,10.0,10.0,0.67,0.85,Matches
Lucas Veríssimo,br BRA,DF,22.0,14,1135.0,81.0,33.2,12.6,14,81.0,11.0,0,,6,1.43,22.0,18.0,4.0,0.32,0.24,Matches
David Braz,br BRA,DF,30.0,13,1170.0,90.0,34.2,13.0,13,90.0,13.0,0,,0,0.92,12.0,17.0,-5.0,-0.38,-0.82,Matches
Luiz Felipe,br BRA,DF,24.0,13,1130.0,87.0,33.0,12.6,11,90.0,11.0,2,69.0,18,1.31,16.0,16.0,0.0,0.0,-0.24,Matches
Renato,br BRA,MF,38.0,17,902.0,53.0,26.4,10.0,8,86.0,6.0,9,24.0,17,1.35,10.0,12.0,-2.0,-0.2,-0.49,Matches
Derlis González,py PAR,"FW,MF",23.0,16,816.0,51.0,23.9,9.1,8,80.0,4.0,8,22.0,2,2.0,19.0,7.0,12.0,1.32,1.53,Matches
Robson Bambu,br BRA,DF,20.0,9,728.0,81.0,21.3,8.1,8,82.0,7.0,1,72.0,16,2.0,12.0,3.0,9.0,1.11,1.21,Matches
Daniel Guedes,br BRA,DF,23.0,8,549.0,69.0,16.1,6.1,6,83.0,5.0,2,27.0,26,1.0,5.0,8.0,-3.0,-0.49,-0.77,Matches
Léo Cittadini,br BRA,MF,23.0,12,435.0,36.0,12.7,4.8,4,78.0,1.0,8,16.0,13,1.0,5.0,6.0,-1.0,-0.21,-0.42,Matches
Arthur,br BRA,"FW,MF",19.0,13,413.0,32.0,12.1,4.6,4,68.0,1.0,9,16.0,18,0.92,3.0,6.0,-3.0,-0.65,-0.92,Matches
Jonathan Copete,co COL,"FW,MF",30.0,18,465.0,26.0,13.6,5.2,3,82.0,1.0,15,15.0,18,1.22,7.0,11.0,-4.0,-0.77,-1.08,Matches
Bryan Ruiz,cr CRC,"FW,MF",32.0,12,360.0,30.0,10.5,4.0,3,51.0,0.0,9,23.0,5,1.58,10.0,4.0,6.0,1.5,1.5,Matches
Yuri Oliveira Lima,br BRA,"DF,MF",23.0,5,343.0,69.0,10.0,3.8,3,85.0,2.0,2,44.0,24,0.6,2.0,5.0,-3.0,-0.79,-1.05,Matches
Felippe Cardoso,br BRA,FW,19.0,4,262.0,66.0,7.7,2.9,3,81.0,1.0,1,20.0,0,1.25,5.0,5.0,0.0,0.0,-0.17,Matches
Yuri Alberto,br BRA,FW,16.0,9,265.0,29.0,7.7,2.9,2,63.0,0.0,7,20.0,13,0.67,2.0,1.0,1.0,0.34,0.2,Matches
Vitor Bueno,br BRA,"FW,MF",23.0,5,165.0,33.0,4.8,1.8,2,73.0,0.0,3,7.0,1,1.8,2.0,1.0,1.0,0.55,0.41,Matches
Guilherme Nunes,br BRA,MF,19.0,2,29.0,15.0,0.8,0.3,2,15.0,0.0,0,,22,0.0,0.0,0.0,0.0,0.0,-0.16,Matches
Vladimir,br BRA,GK,28.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,34,1.0,1.0,1.0,0.0,0.0,-0.16,Matches
Diogo Vitor da Cruz,br BRA,FW,20.0,1,78.0,78.0,2.3,0.9,1,78.0,0.0,0,,1,0.0,0.0,2.0,-2.0,-2.31,-2.52,Matches
Emiliano Vecchio,ar ARG,MF,29.0,2,40.0,20.0,1.2,0.4,0,,0.0,2,19.0,6,2.0,0.0,1.0,-1.0,-2.25,-2.44,Matches
Gabriel Calabres,br BRA,MF,19.0,1,20.0,20.0,0.6,0.2,0,,0.0,1,19.0,18,1.0,1.0,1.0,0.0,0.0,-0.16,Matches
Lucas Lourenço,br BRA,MF,17.0,1,17.0,17.0,0.5,0.2,0,,0.0,1,16.0,0,0.0,1.0,2.0,-1.0,-5.29,-5.48,Matches
Anderson Ceará,br BRA,MF,18.0,1,16.0,16.0,0.5,0.2,0,,0.0,1,15.0,0,1.0,0.0,0.0,0.0,0.0,-0.16,Matches
Kaio Jorge,br BRA,FW,16.0,1,10.0,10.0,0.3,0.1,0,,0.0,1,9.0,2,3.0,1.0,0.0,1.0,9.0,8.87,Matches
Caju,br BRA,DF,22.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
John,br BRA,GK,21.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
João Paulo,br BRA,GK,22.0,0,,,,,0,,0.0,0,,7,,,,,,,Matches
Kaique Rocha,br BRA,DF,16.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Squad Total,,,26.1,38,3420.0,90.0,100.0,38.0,418,84.0,,114,21.0,316,1.32,46.0,40.0,6.0,0.16,,
Opponent Total,,,27.1,38,3420.0,90.0,100.0,38.0,418,84.0,,110,22.0,302,1.39,40.0,46.0,-6.0,-0.16,,
