Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Vanderlei,br BRA,GK,33.0,37.0,0,0,0,0,9,0,1,2,0,0,0,0,Matches
Dodô,br BRA,DF,25.0,35.6,6,0,0,27,38,2,144,68,49,1,0,0,Matches
Gabriel Barbosa,br BRA,"FW,MF",21.0,32.9,9,0,0,48,65,22,34,3,20,3,0,0,Matches
Victor Ferraz,br BRA,"DF,MF",30.0,32.0,6,0,0,25,14,4,91,44,53,0,0,0,Matches
Rodrygo,br BRA,"FW,MF",17.0,29.8,1,0,0,34,78,5,112,21,16,0,0,0,Matches
Diego Pituca,br BRA,MF,25.0,27.7,7,1,1,48,52,0,21,53,49,0,0,0,Matches
Alison,br BRA,MF,24.0,25.2,12,0,0,47,34,1,11,74,59,0,1,0,Matches
Gustavo Henrique,br BRA,DF,24.0,26.7,7,0,0,42,17,5,1,55,15,0,0,0,Matches
Bruno Henrique,br BRA,"FW,MF",27.0,18.9,6,0,0,44,45,4,44,16,20,0,0,0,Matches
Eduardo Sasha,br BRA,"FW,MF",25.0,16.6,1,0,0,17,26,9,13,10,12,0,0,0,Matches
Jean Mota,br BRA,"DF,MF",24.0,15.2,5,0,0,34,24,0,107,17,27,0,0,0,Matches
Carlos Sánchez,uy URU,MF,33.0,14.9,2,1,0,23,42,2,82,14,13,0,0,0,Matches
Lucas Veríssimo,br BRA,DF,22.0,12.6,2,1,0,19,7,1,0,28,14,0,0,0,Matches
David Braz,br BRA,DF,30.0,13.0,3,0,0,10,6,1,2,26,11,0,0,0,Matches
Luiz Felipe,br BRA,DF,24.0,12.6,5,0,0,19,12,1,0,16,12,0,0,0,Matches
Renato,br BRA,MF,38.0,10.0,1,0,0,5,15,2,5,12,7,0,1,0,Matches
Derlis González,py PAR,"FW,MF",23.0,9.1,5,0,0,27,17,6,35,6,14,0,0,0,Matches
Robson Bambu,br BRA,DF,20.0,8.1,3,0,0,11,5,1,2,12,8,0,0,0,Matches
Daniel Guedes,br BRA,DF,23.0,6.1,1,0,0,7,3,1,47,5,7,0,0,0,Matches
Léo Cittadini,br BRA,MF,23.0,4.8,2,0,0,9,14,2,2,4,12,0,0,0,Matches
Arthur,br BRA,"FW,MF",19.0,4.6,1,0,0,9,14,0,12,1,2,0,0,0,Matches
Jonathan Copete,co COL,"FW,MF",30.0,5.2,0,0,0,12,15,1,17,7,10,0,0,0,Matches
Bryan Ruiz,cr CRC,"FW,MF",32.0,4.0,0,0,0,4,8,1,18,3,5,0,0,0,Matches
Yuri Oliveira Lima,br BRA,"DF,MF",23.0,3.8,4,0,0,14,1,0,2,6,7,0,0,0,Matches
Felippe Cardoso,br BRA,FW,19.0,2.9,0,0,0,15,10,0,0,0,0,0,0,0,Matches
Yuri Alberto,br BRA,FW,16.0,2.9,1,0,0,9,4,2,2,1,4,0,0,0,Matches
Vitor Bueno,br BRA,"FW,MF",23.0,1.8,0,0,0,3,2,0,8,1,1,0,0,0,Matches
Guilherme Nunes,br BRA,MF,19.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Vladimir,br BRA,GK,28.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Diogo Vitor da Cruz,br BRA,FW,20.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Emiliano Vecchio,ar ARG,MF,29.0,0.4,0,0,0,2,0,0,2,0,1,0,0,0,Matches
Gabriel Calabres,br BRA,MF,19.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Lucas Lourenço,br BRA,MF,17.0,0.2,0,0,0,2,2,0,0,0,0,0,0,0,Matches
Anderson Ceará,br BRA,MF,18.0,0.2,0,0,0,1,0,0,3,0,0,0,0,0,Matches
Kaio Jorge,br BRA,FW,16.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.1,38.0,90,3,1,568,579,73,819,505,448,4,2,0,
Opponent Total,,,27.1,38.0,104,4,3,612,537,42,758,508,494,2,4,2,
