Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Ricardo Oliveira,br BRA,FW,34.0,30.4,20,,,,,,,,,2,6,Matches
Lucas Lima,br BRA,"FW,MF",24.0,30.0,4,,,,,,,,,1,1,Matches
David Braz,br BRA,DF,27.0,28.8,2,,,,,,,,,0,0,Matches
Victor Ferraz,br BRA,"DF,MF",27.0,28.7,1,,,,,,,,,0,0,Matches
Vanderlei,br BRA,GK,30.0,27.5,0,,,,,,,,,0,0,Matches
Gabriel Barbosa,br BRA,"FW,MF",18.0,22.9,10,,,,,,,,,1,1,Matches
Renato,br BRA,MF,35.0,24.3,0,,,,,,,,,0,0,Matches
Geuvânio,br BRA,"FW,MF",22.0,21.9,6,,,,,,,,,0,0,Matches
Thiago Maia,br BRA,MF,17.0,22.3,2,,,,,,,,,0,0,Matches
Zeca,br BRA,DF,20.0,22.0,0,,,,,,,,,0,0,Matches
Werley,br BRA,DF,26.0,21.7,2,,,,,,,,,0,0,Matches
Gustavo Henrique,br BRA,DF,21.0,19.2,0,,,,,,,,,0,0,Matches
Marquinhos Gabriel,br BRA,"FW,MF",24.0,17.6,3,,,,,,,,,0,0,Matches
Daniel Guedes,br BRA,DF,20.0,14.6,0,,,,,,,,,0,0,Matches
Vladimir,br BRA,GK,25.0,10.5,0,,,,,,,,,0,0,Matches
Lucas Otávio,br BRA,MF,20.0,10.4,0,,,,,,,,,0,0,Matches
Paulo Ricardo,br BRA,DF,20.0,8.8,0,,,,,,,,,0,0,Matches
Chiquinho,br BRA,"DF,MF",25.0,8.4,0,,,,,,,,,0,0,Matches
Rafael Longuine,br BRA,"FW,MF",24.0,7.1,2,,,,,,,,,0,0,Matches
Nilson,br BRA,FW,23.0,6.1,1,,,,,,,,,0,0,Matches
Leandrinho,br BRA,MF,21.0,4.0,0,,,,,,,,,0,0,Matches
Robinho,br BRA,"FW,MF",31.0,3.9,2,,,,,,,,,0,0,Matches
Cristian Ledesma,it ITA,MF,32.0,2.6,0,,,,,,,,,0,0,Matches
Neto Berola,br BRA,"FW,MF",27.0,6.0,1,,,,,,,,,0,0,Matches
Leandro,br BRA,"FW,MF",21.0,3.2,1,,,,,,,,,0,0,Matches
Serginho,cn CHN,"FW,MF",19.0,2.2,0,,,,,,,,,0,0,Matches
Elano,br BRA,MF,33.0,1.4,0,,,,,,,,,0,0,Matches
Edwin Valencia,co COL,"DF,MF",29.0,1.2,0,,,,,,,,,0,0,Matches
Marquinhos,br BRA,MF,25.0,2.2,0,,,,,,,,,0,0,Matches
Caju,br BRA,DF,19.0,1.7,0,,,,,,,,,0,0,Matches
Léo Cittadini,br BRA,MF,20.0,1.7,0,,,,,,,,,0,0,Matches
Leonardo José Aparecido Moura,br BRA,DF,28.0,1.2,0,,,,,,,,,0,0,Matches
Alison,br BRA,MF,21.0,1.2,0,,,,,,,,,0,0,Matches
Vitor Bueno,br BRA,"FW,MF",20.0,0.9,1,,,,,,,,,0,0,Matches
Fernando Medeiros,br BRA,MF,18.0,0.3,0,,,,,,,,,0,0,Matches
Cicinho,bg BUL,"DF,MF",26.0,0.1,0,,,,,,,,,0,0,Matches
Squad Total,,,25.5,38.0,58,,,,,,,,,4,8,
Opponent Total,,,26.5,38.0,40,,,,,,,,,5,5,
