Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Aranha,br BRA,GK,33.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Arouca,br BRA,"DF,MF",27.0,32,32,2852.0,31.7,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.03,0.13,Matches
Lucas Lima,br BRA,"FW,MF",23.0,35,32,2831.0,31.5,3.0,5.0,8.0,3.0,0.0,0.0,5.0,0.0,0.1,0.16,0.25,0.1,0.25,Matches
Cicinho,bg BUL,"DF,MF",25.0,33,31,2806.0,31.2,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.03,0.03,0.0,0.03,Matches
David Braz,br BRA,DF,26.0,30,30,2691.0,29.9,3.0,0.0,3.0,3.0,0.0,0.0,12.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Gabriel Barbosa,br BRA,"FW,MF",17.0,31,28,2178.0,24.2,8.0,4.0,12.0,7.0,1.0,1.0,3.0,0.0,0.33,0.17,0.5,0.29,0.45,Matches
Alison,br BRA,MF,20.0,23,23,1884.0,20.9,1.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches
Edu Dracena,br BRA,DF,32.0,19,19,1710.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Thiago Ribeiro,br BRA,FW,27.0,21,18,1503.0,16.7,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,0.24,0.18,0.42,0.24,0.42,Matches
Leandro Damião,br BRA,FW,24.0,26,18,1447.0,16.1,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,0.37,0.06,0.44,0.37,0.44,Matches
Robinho,br BRA,"FW,MF",30.0,16,16,1259.0,14.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches
Eugenio Mena,cl CHI,"DF,MF",25.0,15,15,1313.0,14.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.14,0.14,0.0,0.14,Matches
Geuvânio,br BRA,"FW,MF",21.0,24,11,1143.0,12.7,4.0,4.0,8.0,4.0,0.0,0.0,1.0,1.0,0.31,0.31,0.63,0.31,0.63,Matches
Caju,br BRA,DF,18.0,11,11,959.0,10.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches
Rildo,br BRA,"FW,MF",24.0,22,10,1121.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Neto,br BRA,DF,28.0,11,10,862.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Uvini,br BRA,DF,22.0,11,10,860.0,9.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Zeca,br BRA,DF,19.0,15,9,960.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Souza,br BRA,"DF,MF",25.0,18,9,888.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
Alan Santos,br BRA,"DF,MF",22.0,15,8,715.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.13,0.13,0.25,0.13,0.25,Matches
Renato,br BRA,MF,34.0,11,7,739.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jubal,br BRA,DF,20.0,8,7,663.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cícero Santos,br BRA,MF,29.0,6,6,540.0,6.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.33,0.0,0.33,0.17,0.17,Matches
Vladimir,br BRA,GK,24.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Victor Ferraz,br BRA,"DF,MF",26.0,5,4,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emerson Palmieri,it ITA,"DF,MF",19.0,3,3,224.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,Matches
Jorge Eduardo,br BRA,FW,19.0,8,2,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Cardoso,br BRA,FW,19.0,6,2,223.0,2.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.81,0.81,Matches
Serginho,cn CHN,"FW,MF",18.0,5,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Guedes,br BRA,DF,19.0,2,2,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Patito Rodríguez,ar ARG,"FW,MF",23.0,6,1,192.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.47,Matches
Stéfano Yuri,br BRA,FW,19.0,8,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leandrinho,br BRA,MF,20.0,8,1,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Peres,br BRA,"DF,MF",23.0,2,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Victor Andrade,br BRA,"FW,MF",18.0,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giva,br BRA,FW,21.0,2,0,45.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,Matches
Nailson,br BRA,DF,19.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Maia,br BRA,MF,16.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulo Ricardo,br BRA,DF,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anderson Carvalho,br BRA,MF,23.0,0,0,,,,,,,,,,,,,,,,Matches
Gabriel Gasparotto,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,Matches
Gustavo Henrique,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Lucas Otávio,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.4,38,418,3420.0,38.0,42.0,31.0,73.0,40.0,2.0,2.0,78.0,4.0,1.11,0.82,1.92,1.05,1.87,
