Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-04-05,19:15,Sudamericana,Group stage,Tue,Away,L,0,1,ar Banfield,,,47,,João Paulo,3-4-3,4-4-2,Derlis López,Match Report,
2022-04-09,16:30,Série A,Matchweek 1,Sat,Away,D,0,0,Fluminense,0.1,1.6,35,22855.0,João Paulo,4-4-2,3-4-3,Anderson Daronco,Match Report,
2022-04-13,19:15,Sudamericana,Group stage,Wed,Home,W,3,2,ec Univ Católica,,,53,,João Paulo,4-4-2,4-3-3,José Argote,Match Report,
2022-04-17,11:00,Série A,Matchweek 2,Sun,Home,W,2,1,Coritiba,1.6,1.8,36,13051.0,João Paulo,4-4-2,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2022-04-24,16:00,Série A,Matchweek 3,Sun,Home,W,3,0,América (MG),2.2,0.9,39,10374.0,João Paulo,4-4-2,4-1-4-1,Wilton Sampaio,Match Report,
2022-04-28,20:30,Sudamericana,Group stage,Thu,Away,D,1,1,cl La Calera,,,34,,João Paulo,4-4-2,3-5-2,Ángel Arteaga,Match Report,
2022-05-02,20:00,Série A,Matchweek 4,Mon,Away,L,1,2,São Paulo,1.3,1.4,43,36746.0,João Paulo,4-4-2,4-4-2,Leandro Pedro Vuaden,Match Report,
2022-05-05,19:30,Sudamericana,Group stage,Thu,Away,W,1,0,ec Univ Católica,,,34,,Felipe Jonatan,4-3-3,4-3-3,Gery Vargas,Match Report,
2022-05-08,18:00,Série A,Matchweek 5,Sun,Home,W,4,1,Cuiabá,2.2,1.4,48,7256.0,João Paulo,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2022-05-15,19:00,Série A,Matchweek 6,Sun,Away,L,0,1,Goiás,1.2,1.8,68,11070.0,João Paulo,4-2-3-1,5-4-1,Marcelo de Lima Henrique,Match Report,
2022-05-18,21:30,Sudamericana,Group stage,Wed,Home,W,1,0,cl La Calera,,,55,,João Paulo,4-2-3-1,5-4-1,Jesús Valenzuela,Match Report,
2022-05-21,18:30,Série A,Matchweek 7,Sat,Home,D,0,0,Ceará,1.4,0.7,51,25797.0,João Paulo,4-2-3-1,4-3-3,Savio Pereira,Match Report,
2022-05-24,19:15,Sudamericana,Group stage,Tue,Home,D,1,1,ar Banfield,,,58,,João Paulo,4-2-3-1,4-2-3-1,Augusto Menéndez,Match Report,
2022-05-29,16:00,Série A,Matchweek 8,Sun,Home,L,0,1,Palmeiras,1.7,1.8,45,14220.0,João Paulo,4-3-3,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2022-06-04,19:00,Série A,Matchweek 9,Sat,Away,D,2,2,Ath Paranaense,2.1,1.6,58,19323.0,João Paulo,4-3-3,4-2-3-1,Braulio da Silva Machado,Match Report,
2022-06-08,21:30,Série A,Matchweek 10,Wed,Home,D,1,1,Internacional,3.9,1.0,51,8845.0,João Paulo,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,
2022-06-11,19:00,Série A,Matchweek 11,Sat,Away,D,1,1,Atlético Mineiro,1.8,1.5,33,26501.0,João Paulo,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2022-06-14,21:30,Série A,Matchweek 12,Tue,Away,W,2,1,Juventude,1.1,0.6,65,3025.0,João Paulo,4-2-3-1,3-5-2,Rodolpho Toski Marques,Match Report,
2022-06-18,21:00,Série A,Matchweek 13,Sat,Home,D,2,2,RB Bragantino,2.2,1.5,43,10924.0,João Paulo,4-2-3-1,4-2-3-1,Douglas Marques das Flores,Match Report,
