Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-05-14,18:30,Série A,Matchweek 1,Sat,Away,L,0,1,Atlético Mineiro,59,5403,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,
2016-05-22,11:00,Série A,Matchweek 2,Sun,Home,W,2,1,Coritiba,58,7472,,4-2-3-1,4-4-2,Ricardo Marques Ribeiro,Match Report,
2016-05-25,19:30,Série A,Matchweek 3,Wed,Away,D,2,2,Figueirense,54,5849,,4-2-3-1,4-4-1-1,Wagner do Nascimento Magalhaes,Match Report,
2016-05-29,18:30,Série A,Matchweek 4,Sun,Home,L,0,1,Internacional,50,4468,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2016-06-01,21:00,Série A,Matchweek 5,Wed,Away,L,0,1,Corinthians,33,30187,,4-2-2-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-06-05,11:00,Série A,Matchweek 6,Sun,Home,W,3,0,Botafogo (RJ),53,16530,,4-2-3-1,4-4-2,Sandro Ricci,Match Report,
2016-06-12,19:00,Série A,Matchweek 7,Sun,Away,W,2,0,Santa Cruz,52,16464,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-06-15,21:00,Série A,Matchweek 8,Wed,Home,W,2,0,Sport Recife,60,4937,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-06-18,18:00,Série A,Matchweek 9,Sat,Away,L,0,1,Ath Paranaense,67,15359,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2016-06-22,21:45,Série A,Matchweek 10,Wed,Away,W,4,2,Fluminense,48,5310,,4-2-2-2,4-2-3-1,Rodolpho Toski Marques,Match Report,
2016-06-26,16:00,Série A,Matchweek 11,Sun,Home,W,3,0,São Paulo,63,24647,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2016-06-29,19:30,Série A,Matchweek 12,Wed,Away,L,2,3,Grêmio,64,13088,,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2016-07-03,16:00,Série A,Matchweek 13,Sun,Home,W,3,0,Chapecoense,64,10322,,4-2-3-1,4-3-2-1,Bruno Arleu de Araujo,Match Report,
2016-07-12,20:30,Série A,Matchweek 14,Tue,Away,D,1,1,Palmeiras,61,40035,,4-2-3-1,4-3-3,Wilton Sampaio,Match Report,
2016-07-16,18:30,Série A,Matchweek 15,Sat,Home,W,3,1,Ponte Preta,58,11979,,4-2-3-1,4-3-2-1,Marielson Alves Silva,Match Report,
2016-07-24,18:30,Série A,Matchweek 16,Sun,Away,W,3,2,Vitória,44,9244,,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2016-07-31,16:00,Série A,Matchweek 17,Sun,Home,W,2,0,Cruzeiro,50,13830,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2016-08-03,20:45,Série A,Matchweek 18,Wed,Home,D,0,0,Flamengo,41,21814,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2016-08-07,11:00,Série A,Matchweek 19,Sun,Away,L,0,1,América (MG),57,2893,,4-2-3-1,4-1-4-1,Pablo Dos Santos Alves,Match Report,
2016-08-14,16:00,Série A,Matchweek 20,Sun,Home,W,3,0,Atlético Mineiro,37,10250,,4-2-3-1,4-4-2,Wagner do Nascimento Magalhaes,Match Report,
2016-08-21,18:00,Série A,Matchweek 21,Sun,Away,L,1,2,Coritiba,49,7972,,4-2-3-1,4-1-4-1,Claudio Francisco Lima e Silva,Match Report,
2016-08-28,11:00,Série A,Matchweek 22,Sun,Home,L,0,1,Figueirense,73,11456,,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2016-09-08,21:00,Série A,Matchweek 23,Thu,Away,L,1,2,Internacional,41,29996,,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,
2016-09-11,16:00,Série A,Matchweek 24,Sun,Home,W,2,1,Corinthians,52,8610,,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,
2016-09-14,19:30,Série A,Matchweek 25,Wed,Away,W,1,0,Botafogo (RJ),42,11883,,4-2-3-1,4-3-1-2,Paulo Henrique Schleinch Vollkopf,Match Report,
2016-09-18,18:30,Série A,Matchweek 26,Sun,Home,W,3,2,Santa Cruz,50,28700,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
2016-09-24,18:30,Série A,Matchweek 27,Sat,Away,L,0,1,Sport Recife,60,7934,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2016-10-01,16:00,Série A,Matchweek 28,Sat,Home,W,2,0,Ath Paranaense,45,5764,,4-2-3-1,4-3-2-1,Pericles Bassols Pegado Cortez,Match Report,
2016-10-05,21:00,Série A,Matchweek 29,Wed,Home,W,2,1,Fluminense,50,5253,,4-2-3-1,4-3-3,Igor Junior Benevenuto,Match Report,
2016-10-13,21:00,Série A,Matchweek 30,Thu,Away,W,1,0,São Paulo,49,29084,,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,
2016-10-16,19:30,Série A,Matchweek 31,Sun,Home,D,1,1,Grêmio,68,7969,,4-2-3-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,
2016-10-23,19:30,Série A,Matchweek 32,Sun,Away,W,1,0,Chapecoense,42,7459,,4-2-3-1,4-1-4-1,Nielson Nogueira Dias,Match Report,
2016-10-29,19:30,Série A,Matchweek 33,Sat,Home,W,1,0,Palmeiras,46,13574,,4-2-3-1,4-3-3,Dewson Fernando Freitas da Silva,Match Report,
2016-11-06,11:00,Série A,Matchweek 34,Sun,Away,W,2,1,Ponte Preta,63,10208,,4-2-3-1,4-1-4-1,Braulio da Silva Machado,Match Report,
2016-11-17,19:30,Série A,Matchweek 35,Thu,Home,W,3,2,Vitória,52,9258,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2016-11-20,17:00,Série A,Matchweek 36,Sun,Away,D,2,2,Cruzeiro,49,13902,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2016-11-27,17:00,Série A,Matchweek 37,Sun,Away,L,0,2,Flamengo,61,37615,,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Home,W,1,0,América (MG),76,7531,,4-2-3-1,4-1-4-1,Leandro Pedro Vuaden,Match Report,
