Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
João Paulo,br BRA,GK,26.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Leonardo,br BRA,FW,18.0,35,34,2882.0,32.0,13.0,3.0,16.0,11.0,2.0,2.0,8.0,0.0,13.2,11.7,3.5,15.2,36.0,39.0,165.0,0.41,0.09,0.5,0.34,0.44,0.41,0.11,0.52,0.36,0.47,Matches
Eduardo Gabriel,br BRA,DF,25.0,33,33,2969.0,33.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.6,1.6,0.6,2.2,8.0,81.0,7.0,0.03,0.03,0.06,0.03,0.06,0.05,0.02,0.07,0.05,0.07,Matches
Rodrigo Fernández,uy URU,MF,26.0,29,28,2309.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.5,0.5,0.5,1.1,47.0,132.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Vinícius Zanocelo,br BRA,MF,21.0,28,26,2004.0,22.3,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,3.3,3.3,1.4,4.7,32.0,102.0,37.0,0.13,0.0,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21,Matches
Mádson,br BRA,DF,30.0,27,25,2139.0,23.8,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.8,0.8,1.2,2.1,26.0,87.0,93.0,0.13,0.08,0.21,0.13,0.21,0.03,0.05,0.09,0.03,0.09,Matches
Felipe Jonatan,br BRA,DF,23.0,26,24,2071.0,23.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,2.0,2.4,31.0,131.0,63.0,0.0,0.09,0.09,0.0,0.09,0.02,0.09,0.1,0.02,0.1,Matches
Maicon,br BRA,DF,33.0,23,23,1918.0,21.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.8,1.7,13.0,83.0,2.0,0.0,0.09,0.09,0.0,0.09,0.04,0.04,0.08,0.04,0.08,Matches
Lucas Braga,br BRA,"FW,MF",25.0,33,22,2078.0,23.1,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,4.8,4.8,1.4,6.2,110.0,65.0,175.0,0.22,0.04,0.26,0.22,0.26,0.21,0.06,0.27,0.21,0.27,Matches
