Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Felipe Jonatan,br BRA,DF,21.0,31.7,1349,1060,281,55,0,5,96,225,0,0,0,0,969,8,35,Matches
Luan Peres Petroni,br BRA,DF,25.0,27.6,1294,1213,79,66,0,10,10,13,0,0,0,0,1066,2,10,Matches
Diego Pituca,br BRA,MF,27.0,25.3,1372,1302,65,50,1,7,8,12,0,0,0,0,1178,5,11,Matches
João Paulo,br BRA,GK,24.0,25.6,827,562,260,63,0,4,0,0,0,0,0,0,635,5,0,Matches
Marinho,br BRA,"FW,MF",29.0,23.8,690,558,124,34,0,9,107,16,70,39,6,3,482,8,24,Matches
Pará,br BRA,DF,33.0,23.6,1235,965,263,61,1,11,58,198,4,0,2,0,986,7,14,Matches
Lucas Braga,br BRA,"FW,MF",23.0,22.9,470,447,22,4,0,1,27,11,3,0,0,0,346,1,17,Matches
Kaio Jorge,br BRA,FW,18.0,21.0,456,410,45,1,1,5,11,0,0,0,0,0,368,1,13,Matches
Yeferson Soteldo,ve VEN,"FW,MF",22.0,21.1,707,616,87,30,2,5,160,8,45,25,5,0,469,4,31,Matches
Alison,br BRA,"MF,DF",26.0,16.8,802,753,48,32,0,5,2,4,0,0,0,0,679,1,9,Matches
Lucas Veríssimo,br BRA,DF,24.0,15.3,863,818,44,38,0,3,2,1,0,0,0,0,730,1,7,Matches
Arthur,br BRA,"MF,FW",21.0,13.6,402,367,35,15,0,3,44,3,17,11,3,0,294,0,15,Matches
Mádson,br BRA,DF,28.0,15.4,614,484,125,7,0,1,59,118,0,0,0,0,410,5,20,Matches
Jobson,br BRA,MF,24.0,12.8,765,684,79,62,0,7,4,5,3,0,0,0,615,2,7,Matches
Jean Mota,br BRA,MF,26.0,12.3,511,452,56,24,0,6,53,8,24,16,6,0,382,3,5,Matches
Sandry,br BRA,MF,17.0,12.3,708,681,27,17,2,7,13,2,2,1,0,0,613,0,17,Matches
Laércio,br BRA,DF,26.0,11.0,493,464,27,26,0,1,1,1,0,0,0,0,398,2,5,Matches
Luiz Felipe,br BRA,DF,26.0,10.0,443,414,29,27,0,5,1,0,0,0,0,0,384,0,3,Matches
Carlos Sánchez,uy URU,MF,35.0,8.5,306,254,51,22,0,8,43,0,29,9,9,0,200,1,7,Matches
John,br BRA,GK,23.0,9.0,266,209,55,19,0,0,0,0,0,0,0,0,199,2,0,Matches
Alex,br BRA,DF,20.0,8.1,337,319,18,17,0,0,0,1,0,0,0,0,291,0,2,Matches
Vinicius,br BRA,MF,20.0,7.8,228,220,8,1,0,2,4,4,0,0,0,0,202,0,2,Matches
Marcos Leonardo,br BRA,"FW,MF",16.0,6.3,94,78,16,0,0,0,1,0,0,0,0,0,76,0,4,Matches
Wagner,br BRA,DF,20.0,5.5,258,211,47,9,0,4,2,38,0,0,0,0,212,0,4,Matches
Vladimir,br BRA,GK,30.0,3.4,107,61,46,12,0,0,0,0,0,0,0,0,91,0,0,Matches
Ivonei,br BRA,MF,17.0,3.4,172,158,14,8,0,1,7,0,6,4,1,0,149,0,3,Matches
Raniel,br BRA,FW,23.0,2.7,46,39,6,0,0,0,0,0,0,0,0,0,36,1,2,Matches
Bruninho,br BRA,FW,20.0,4.8,85,76,8,2,1,0,0,0,0,0,0,0,53,1,2,Matches
Tailson,br BRA,"MF,FW",20.0,4.4,106,102,4,4,0,2,8,0,0,0,0,0,69,0,3,Matches
Guilherme Nunes,br BRA,MF,21.0,2.3,132,129,3,3,0,0,1,0,0,0,0,0,113,0,2,Matches
Fernando Pileggi,br BRA,DF,20.0,1.0,57,46,10,0,0,0,3,10,0,0,0,0,42,1,1,Matches
Lucas Lourenço,br BRA,"MF,FW",19.0,4.0,162,149,11,4,0,2,6,2,5,1,1,0,127,2,5,Matches
Ângelo,br BRA,"MF,FW",15.0,1.8,61,55,6,2,0,0,6,1,3,1,0,0,44,0,4,Matches
Gabriel Pirani,br BRA,FW,17.0,0.5,23,22,0,0,0,0,1,0,0,0,0,0,18,1,0,Matches
Tim Wellington,br BRA,DF,18.0,0.5,18,12,6,1,0,1,0,5,0,0,0,0,13,0,0,Matches
Renyer,br BRA,FW,16.0,0.4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
Fernando Uribe,co COL,FW,32.0,0.3,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Anderson Ceará,br BRA,FW,20.0,0.3,17,14,3,1,0,0,2,0,1,0,1,0,12,0,1,Matches
Allanzinho,br BRA,MF,19.0,0.2,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0,Matches
Derick Fernando,br BRA,DF,17.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Squad Total,,,24.6,38.0,16493,14420,2009,717,8,115,741,686,212,107,34,3,12965,64,286,
Opponent Total,,,26.6,38.0,16247,14268,1922,617,29,108,667,732,192,68,114,2,12730,57,312,
