Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Felipe Jonatan,br BRA,DF,21.0,31.7,969,1349,71.8,16330,7061,459,555,82.7,429,575,74.6,68,142,47.9,1,3.0,2.8,-2.0,29,67,21,13,110,Matches
Luan Peres Petroni,br BRA,DF,25.0,27.6,1066,1294,82.4,20980,8667,369,400,92.3,565,632,89.4,124,235,52.8,2,0.6,0.5,1.4,7,83,3,1,85,Matches
Diego Pituca,br BRA,MF,27.0,25.3,1178,1372,85.9,22288,6423,434,486,89.3,588,643,91.4,137,192,71.4,3,1.9,1.4,1.1,13,106,8,0,150,Matches
João Paulo,br BRA,GK,24.0,25.6,635,827,76.8,14787,9420,131,133,98.5,337,343,98.3,134,313,42.8,0,0.0,0.0,0.0,0,8,0,0,0,Matches
Marinho,br BRA,"FW,MF",29.0,23.8,482,690,69.9,8409,2138,231,265,87.2,200,256,78.1,47,122,38.5,7,4.0,2.7,3.0,32,46,21,7,80,Matches
Pará,br BRA,DF,33.0,23.6,986,1235,79.8,17249,6162,453,499,90.8,430,524,82.1,91,167,54.5,0,0.8,1.5,-0.8,18,67,15,9,119,Matches
Lucas Braga,br BRA,"FW,MF",23.0,22.9,346,470,73.6,4852,1260,211,257,82.1,106,148,71.6,16,28,57.1,3,2.6,1.9,0.4,14,25,14,4,45,Matches
Kaio Jorge,br BRA,FW,18.0,21.0,368,456,80.7,5607,874,190,225,84.4,133,152,87.5,25,37,67.6,1,1.5,1.7,-0.5,15,20,5,0,38,Matches
Yeferson Soteldo,ve VEN,"FW,MF",22.0,21.1,469,707,66.3,7881,1847,239,294,81.3,168,255,65.9,50,105,47.6,5,6.0,6.4,-1.0,44,25,35,22,49,Matches
