Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
João Paulo,br BRA,GK,26.0,37.0,41,6,0,2,1,45.3,0.23,5.3,0.14,112,361,31.0,652,130,34.5,32.7,305,44.6,36.8,623,22,3.5,25,0.68,12.5,Matches
John,br BRA,GK,25.0,1.0,0,0,0,0,0,0.2,0.22,0.2,0.22,7,23,30.4,21,1,76.2,49.1,9,77.8,46.8,14,1,7.1,0,0.0,4.0,Matches
Squad Total,,,25.4,38.0,41,6,0,2,1,45.5,0.23,5.5,0.15,119,384,31.0,673,131,35.8,,314,45.5,37.1,637,23,3.6,25,0.66,,
Opponent Total,,,27.6,38.0,44,3,1,6,2,47.3,0.28,5.3,0.14,160,384,41.7,764,164,34.3,34.2,293,41.6,36.2,568,38,6.7,29,0.76,12.0,
