Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Renato,br BRA,MF,36.0,38,3361.0,88.0,98.3,37.3,38,88.0,31.0,0,,0,1.87,56.0,32.0,24.0,0.64,0.64,Matches
Vanderlei,br BRA,GK,31.0,37,3318.0,90.0,97.0,36.9,37,90.0,36.0,0,,0,1.84,56.0,34.0,22.0,0.6,-1.17,Matches
Victor Ferraz,br BRA,"DF,MF",28.0,37,3270.0,88.0,95.6,36.3,37,88.0,34.0,0,,0,1.84,57.0,34.0,23.0,0.63,0.03,Matches
Vitor Bueno,br BRA,"FW,MF",21.0,33,2545.0,77.0,74.4,28.3,32,79.0,11.0,1,12.0,0,1.7,41.0,27.0,14.0,0.5,-0.53,Matches
Zeca,br BRA,DF,21.0,31,2790.0,90.0,81.6,31.0,31,90.0,31.0,0,,0,1.87,48.0,30.0,18.0,0.58,-0.28,Matches
Thiago Maia,br BRA,MF,18.0,31,2702.0,87.0,79.0,30.0,31,87.0,25.0,0,,0,1.97,45.0,26.0,19.0,0.63,0.01,Matches
Luiz Felipe,br BRA,DF,22.0,26,2232.0,86.0,65.3,24.8,25,89.0,24.0,1,19.0,3,1.96,41.0,22.0,19.0,0.77,0.39,Matches
Gustavo Henrique,br BRA,DF,22.0,24,2029.0,85.0,59.3,22.5,24,85.0,21.0,0,,0,1.88,42.0,20.0,22.0,0.98,0.85,Matches
Lucas Lima,br BRA,"FW,MF",25.0,25,1962.0,78.0,57.4,21.8,23,82.0,10.0,2,33.0,0,1.92,34.0,19.0,15.0,0.69,0.13,Matches
Jonathan Copete,co COL,"FW,MF",28.0,25,2009.0,80.0,58.7,22.3,22,87.0,15.0,3,35.0,1,1.84,35.0,21.0,14.0,0.63,-0.01,Matches
Ricardo Oliveira,br BRA,FW,35.0,20,1731.0,87.0,50.6,19.2,20,87.0,14.0,0,,0,2.2,31.0,16.0,15.0,0.78,0.3,Matches
David Braz,br BRA,DF,28.0,21,1773.0,84.0,51.8,19.7,19,89.0,17.0,2,46.0,9,1.71,22.0,16.0,6.0,0.3,-0.68,Matches
Léo Cittadini,br BRA,MF,21.0,16,1024.0,64.0,29.9,11.4,12,76.0,3.0,4,27.0,18,1.63,18.0,12.0,6.0,0.53,-0.15,Matches
Jean Mota,br BRA,"DF,MF",22.0,23,1077.0,47.0,31.5,12.0,10,84.0,4.0,13,18.0,8,1.96,19.0,8.0,11.0,0.92,0.42,Matches
Gabriel Barbosa,br BRA,"FW,MF",19.0,11,909.0,83.0,26.6,10.1,10,86.0,7.0,1,45.0,0,1.73,19.0,10.0,9.0,0.89,0.35,Matches
Rodrigão,br BRA,FW,22.0,15,767.0,51.0,22.4,8.5,9,81.0,4.0,6,7.0,13,1.73,17.0,11.0,6.0,0.7,0.09,Matches
Caju,br BRA,DF,20.0,11,665.0,60.0,19.4,7.4,7,90.0,6.0,4,9.0,26,2.27,11.0,5.0,6.0,0.81,0.22,Matches
Diederrick Joel,cm CMR,FW,22.0,16,626.0,39.0,18.3,7.0,7,71.0,0.0,9,14.0,18,1.69,9.0,4.0,5.0,0.72,0.11,Matches
Yuri Oliveira Lima,br BRA,"DF,MF",21.0,22,621.0,28.0,18.2,6.9,5,89.0,4.0,17,10.0,9,2.32,12.0,6.0,6.0,0.87,0.29,Matches
Paulinho,br BRA,"FW,MF",27.0,11,543.0,49.0,15.9,6.0,5,74.0,2.0,6,29.0,8,1.55,12.0,5.0,7.0,1.16,0.63,Matches
Fabián Noguera,ar ARG,DF,22.0,7,305.0,44.0,8.9,3.4,4,66.0,2.0,3,14.0,2,2.43,5.0,5.0,0.0,0.0,-0.69,Matches
Emiliano Vecchio,ar ARG,MF,27.0,6,197.0,33.0,5.8,2.2,3,51.0,0.0,3,15.0,17,2.5,3.0,1.0,2.0,0.91,0.3,Matches
Rafael Longuine,br BRA,"FW,MF",25.0,6,182.0,30.0,5.3,2.0,2,56.0,0.0,4,18.0,29,2.17,6.0,2.0,4.0,1.98,1.42,Matches
Ronaldo Mendes,br BRA,MF,23.0,4,150.0,38.0,4.4,1.7,1,65.0,0.0,3,28.0,7,1.5,1.0,2.0,-1.0,-0.6,-1.29,Matches
Serginho,cn CHN,"FW,MF",20.0,5,145.0,29.0,4.2,1.6,1,78.0,0.0,4,17.0,6,1.4,0.0,0.0,0.0,0.0,-0.66,Matches
Elano,br BRA,MF,34.0,7,112.0,16.0,3.3,1.2,1,74.0,0.0,6,6.0,27,1.86,0.0,1.0,-1.0,-0.8,-1.48,Matches
Daniel Guedes,br BRA,DF,21.0,2,110.0,55.0,3.2,1.2,1,73.0,0.0,1,37.0,30,3.0,1.0,1.0,0.0,0.0,-0.65,Matches
Vladimir,br BRA,GK,26.0,2,100.0,50.0,2.9,1.1,1,91.0,1.0,1,9.0,25,1.5,3.0,1.0,2.0,1.8,1.2,Matches
Matheus Nolasco,br BRA,FW,20.0,4,79.0,20.0,2.3,0.9,0,,0.0,4,19.0,3,1.0,1.0,2.0,-1.0,-1.14,-1.81,Matches
Diogo Vitor da Cruz,br BRA,FW,18.0,2,35.0,18.0,1.0,0.4,0,,0.0,2,17.0,2,1.5,0.0,1.0,-1.0,-2.57,-3.24,Matches
Lucas Veríssimo,br BRA,DF,20.0,3,31.0,10.0,0.9,0.3,0,,0.0,3,9.0,16,2.33,1.0,2.0,-1.0,-2.9,-3.57,Matches
Maxi Rolón,ar ARG,"FW,MF",21.0,2,28.0,14.0,0.8,0.3,0,,0.0,2,13.0,5,0.0,0.0,1.0,-1.0,-3.21,-3.88,Matches
Walterson,br BRA,"FW,MF",21.0,2,26.0,13.0,0.8,0.3,0,,0.0,2,12.0,5,1.5,0.0,0.0,0.0,0.0,-0.64,Matches
Lucas Crispim,br BRA,"DF,MF",21.0,1,21.0,21.0,0.6,0.2,0,,0.0,1,20.0,2,0.0,0.0,1.0,-1.0,-4.29,-4.95,Matches
Fernando Medeiros,br BRA,MF,19.0,1,18.0,18.0,0.5,0.2,0,,0.0,1,17.0,9,3.0,1.0,0.0,1.0,5.0,4.39,Matches
Arthur,br BRA,"FW,MF",17.0,2,16.0,8.0,0.5,0.2,0,,0.0,2,7.0,5,1.5,1.0,1.0,0.0,0.0,-0.63,Matches
Edwin Valencia,co COL,"DF,MF",30.0,1,7.0,7.0,0.2,0.1,0,,0.0,1,6.0,14,3.0,0.0,0.0,0.0,0.0,-0.63,Matches
Alison,br BRA,MF,22.0,1,6.0,6.0,0.2,0.1,0,,0.0,1,5.0,8,0.0,0.0,1.0,-1.0,-15.0,-15.66,Matches
John,br BRA,GK,19.0,0,,,,,0,,0.0,0,,8,,,,,,,Matches
Leandrinho,br BRA,MF,22.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Marquinhos,br BRA,MF,26.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Matheus Oliveira Santos,br BRA,"FW,MF",18.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
João Paulo,br BRA,GK,20.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Squad Total,,,26.1,38,3420.0,90.0,100.0,38.0,418,85.0,,113,17.0,342,1.87,59.0,35.0,24.0,0.63,,
Opponent Total,,,26.5,38,3420.0,90.0,100.0,38.0,418,85.0,,111,24.0,294,1.0,35.0,59.0,-24.0,-0.63,,
