Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Eduardo Sasha,br BRA,FW,26.0,32.9,85,2.58,65,1,1,13,3,2,10,0.3,4,0,1,3,1,1,Matches
Lucas Veríssimo,br BRA,DF,23.0,32.0,38,1.19,28,1,1,5,0,3,4,0.12,3,0,0,1,0,0,Matches
Éverson,br BRA,GK,28.0,32.0,8,0.25,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gustavo Henrique,br BRA,DF,25.0,30.6,26,0.85,23,2,0,1,0,0,1,0.03,1,0,0,0,0,0,Matches
Diego Pituca,br BRA,MF,26.0,31.0,76,2.45,65,1,1,6,3,0,4,0.13,1,0,0,3,0,0,Matches
Yeferson Soteldo,ve VEN,FW,21.0,29.9,138,4.62,84,3,27,8,13,3,13,0.44,9,0,3,0,1,0,Matches
Jorge,br BRA,"DF,MF",22.0,28.4,75,2.64,53,6,5,4,3,4,6,0.21,4,0,0,0,1,1,Matches
Carlos Sánchez,uy URU,MF,34.0,27.0,134,4.95,88,29,2,8,7,0,12,0.44,8,2,0,2,0,0,Matches
Victor Ferraz,br BRA,"DF,MF",31.0,21.7,49,2.26,43,4,0,1,1,0,3,0.14,2,1,0,0,0,0,Matches
Marinho,br BRA,"FW,MF",28.0,18.8,95,5.05,45,9,14,11,14,2,15,0.8,7,0,3,2,3,0,Matches
Felipe Aguilar,co COL,DF,26.0,15.9,9,0.57,9,0,0,0,0,0,2,0.13,2,0,0,0,0,0,Matches
Alison,br BRA,MF,25.0,16.6,24,1.45,21,0,0,0,1,2,1,0.06,1,0,0,0,0,0,Matches
Evandro Goebel,br BRA,MF,32.0,12.2,51,4.19,45,1,1,0,3,1,9,0.74,8,0,0,0,1,0,Matches
Jean Mota,br BRA,"MF,FW",25.0,14.1,51,3.61,37,8,0,1,4,1,4,0.28,2,1,0,1,0,0,Matches
Felipe Jonatan,br BRA,"MF,DF",20.0,12.7,39,3.07,28,2,5,2,2,0,3,0.24,2,0,1,0,0,0,Matches
Derlis González,py PAR,"FW,MF",24.0,9.0,19,2.12,13,0,1,1,3,1,1,0.11,0,0,0,0,1,0,Matches
Pará,br BRA,DF,32.0,9.0,15,1.66,13,2,0,0,0,0,2,0.22,2,0,0,0,0,0,Matches
Jean Lucas,br BRA,MF,20.0,6.9,19,2.73,14,1,0,2,1,1,1,0.14,1,0,0,0,0,0,Matches
Luan Peres Petroni,br BRA,DF,24.0,6.4,5,0.78,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vanderlei,br BRA,GK,34.0,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tailson,br BRA,FW,19.0,5.6,15,2.66,10,0,5,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fernando Uribe,co COL,FW,31.0,4.6,3,0.65,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodrygo,br BRA,FW,18.0,4.0,21,5.25,10,0,4,5,0,2,4,1.0,1,0,1,1,0,1,Matches
Luiz Felipe,br BRA,DF,25.0,3.7,1,0.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Christian Cueva,pe PER,"FW,DF",27.0,1.7,5,2.96,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jobson,br BRA,MF,23.0,1.4,5,3.69,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jonathan Copete,co COL,FW,31.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Venuto,br BRA,"MF,FW",24.0,0.6,3,5.0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kaio Jorge,br BRA,"FW,MF",17.0,0.3,2,7.2,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Sandry,br BRA,MF,16.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.5,38.0,1011,26.61,724,70,68,68,59,22,95,2.5,58,4,9,13,8,3,
Opponent Total,,,27.6,38.0,798,21.0,552,49,77,54,51,15,56,1.47,37,3,5,8,2,1,
