Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
6,Grêmio,38,14,17,7,53,40,13,59,1.55,54.3,41.8,12.5,0.33,,Diego Souza - 13,Vanderlei,→ Copa Libertadores via league finish
7,Palmeiras,38,15,13,10,51,37,14,58,1.53,52.6,39.1,13.5,0.36,,Raphael Veiga - 11,Wéverton,→ Copa Libertadores via cup win
8,Santos,38,14,12,12,52,51,1,54,1.42,50.9,56.7,-5.7,-0.15,,Marinho - 17,João Paulo,→ Copa Libertadores via league finish
9,Ath Paranaense,38,15,8,15,38,36,2,53,1.39,45.6,47.0,-1.4,-0.04,,Renato Kayser - 8,Santos,→ Copa Sudamericana via league finish
10,RB Bragantino,38,13,14,11,50,40,10,53,1.39,53.3,43.3,10.0,0.26,,Claudinho - 18,Cleiton Schwengber,→ Copa Sudamericana via league finish
